nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  6.917611373E-09  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  6.918715822E-09  1.970078756E-06  1.681028206E-09 -1.970077619E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  6.922010076E-09  3.827764886E-06  5.051144836E-09 -3.827760793E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  6.925941154E-09  5.577834600E-06  1.020840035E-08 -5.577821867E-06  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  6.929186114E-09  7.225524769E-06  1.708062314E-08 -7.225497939E-06  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  6.931819563E-09  8.775987226E-06  2.541122512E-08 -8.775939932E-06  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  6.933746910E-09  1.023435652E-05  3.504698753E-08 -1.023428013E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  6.934982810E-09  1.160571446E-05  4.582242141E-08 -1.160559714E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  6.935489516E-09  1.289510237E-05  5.760859167E-08 -1.289493412E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  6.935248820E-09  1.410751520E-05  7.028850746E-08 -1.410728601E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  6.934236296E-09  1.524789604E-05  8.376620997E-08 -1.524759318E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  6.932426189E-09  1.632113344E-05  9.796222855E-08 -1.632074418E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  6.929788299E-09  1.733204772E-05  1.128135878E-07 -1.733156023E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  6.926295537E-09  1.828539098E-05  1.282713527E-07 -1.828479071E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  6.921919926E-09  1.918583075E-05  1.443012252E-07 -1.918510316E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  6.916630380E-09  2.003794543E-05  1.608817541E-07 -2.003707596E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  6.910396699E-09  2.084621519E-05  1.780041856E-07 -2.084518201E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  6.903185135E-09  2.161499833E-05  1.956707365E-07 -2.161379416E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  6.894963267E-09  2.234855674E-05  2.138937987E-07 -2.234715976E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  6.885697346E-09  2.305100679E-05  2.326964932E-07 -2.304940244E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  6.875350067E-09  2.372634117E-05  2.521111639E-07 -2.372450399E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  6.863883684E-09  2.437840521E-05  2.721783972E-07 -2.437631701E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  6.851255119E-09  2.501089511E-05  2.929473055E-07 -2.500853770E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  6.837423072E-09  2.562736699E-05  3.144752441E-07 -2.562471309E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  6.822338694E-09  2.623120963E-05  3.368265027E-07 -2.622823740E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  6.805950026E-09  2.682566628E-05  3.600725336E-07 -2.682234845E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  6.788200224E-09  2.741380740E-05  3.842911553E-07 -2.741011303E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  6.769032890E-09  2.799855429E-05  4.095660699E-07 -2.799445792E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  6.748384518E-09  2.858266816E-05  4.359883690E-07 -2.857813161E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  6.726183166E-09  2.916875746E-05  4.636553967E-07 -2.916374615E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  6.702352451E-09  2.975927600E-05  4.926700967E-07 -2.975375537E-05  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  6.676807551E-09  3.035652844E-05  5.231414093E-07 -3.035045302E-05  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  6.649460538E-09  3.096267756E-05  5.551842719E-07 -3.095599823E-05  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  6.620211046E-09  3.157973697E-05  5.889182262E-07 -3.157242099E-05  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  6.588962265E-09  3.220960934E-05  6.244700899E-07 -3.220159124E-05  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  6.555610721E-09  3.285406638E-05  6.619738997E-07 -3.284528793E-05  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  6.520033402E-09  3.351474152E-05  7.015688084E-07 -3.350513725E-05  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  6.482103743E-09  3.419316272E-05  7.434017562E-07 -3.418267079E-05  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  6.441683631E-09  3.489077426E-05  7.876260497E-07 -3.487931463E-05  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  6.398628294E-09  3.560888945E-05  8.344005096E-07 -3.559638571E-05  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  6.352796067E-09  3.634874884E-05  8.838924259E-07 -3.633511369E-05  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  6.304015976E-09  3.711151294E-05  9.362781270E-07 -3.709664816E-05  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  6.252110829E-09  3.789824041E-05  9.917406487E-07 -3.788204049E-05  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  6.196898994E-09  3.870993532E-05  1.050471383E-06 -3.869227658E-05  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  6.138185960E-09  3.954751810E-05  1.112669452E-06 -3.952828411E-05  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  6.075764780E-09  4.041186185E-05  1.178543130E-06 -4.039091436E-05  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  6.009417852E-09  4.130376328E-05  1.248310923E-06 -4.128096043E-05  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  5.938915582E-09  4.222398275E-05  1.322201570E-06 -4.219915718E-05  3.643410802E-01  8.499999642E-01 
        49  8.499999642E-01  3.720930219E-01  5.864004393E-09  4.317320418E-05  1.400451538E-06 -4.314618127E-05  3.720930219E-01  8.499999642E-01 
