nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  2.194582116E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  2.195764637E-08  8.706406334E-06  1.812434292E-08 -8.706384506E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  2.199294258E-08  1.698219785E-05  5.436377037E-08 -1.698210326E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  2.203485217E-08  2.485379446E-05  1.095781528E-07 -2.485352888E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  2.206901151E-08  3.234884207E-05  1.828967982E-07 -3.234827454E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  2.209605832E-08  3.949333404E-05  2.715003404E-07 -3.949231905E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  2.211481132E-08  4.631216871E-05  3.737626173E-07 -4.631052434E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  2.212510353E-08  5.282898928E-05  4.880083679E-07 -5.282652637E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  2.212607342E-08  5.906640945E-05  6.130226780E-07 -5.906292790E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  2.211708505E-08  6.504604244E-05  7.478021189E-07 -6.504133489E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  2.209731065E-08  7.078859926E-05  8.916729257E-07 -7.078243652E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  2.206592420E-08  7.631397602E-05  1.044230771E-06 -7.630611071E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  2.202198779E-08  8.164125029E-05  1.205360945E-06 -8.163144958E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  2.196452620E-08  8.678884478E-05  1.375222155E-06 -8.677682490E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  2.189249848E-08  9.177452011E-05  1.554254141E-06 -9.175996820E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  2.180480152E-08  9.661541844E-05  1.743172220E-06 -9.659801435E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  2.170027713E-08  1.013281289E-04  1.942971721E-06 -1.013075016E-04  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  2.157771206E-08  1.059287388E-04  2.154928097E-06 -1.059044662E-04  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  2.143579714E-08  1.104328257E-04  2.380601245E-06 -1.104044204E-04  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  2.127316812E-08  1.148555093E-04  2.621843350E-06 -1.148223964E-04  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  2.108836661E-08  1.192114869E-04  2.880800366E-06 -1.191730262E-04  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  2.087982764E-08  1.235150557E-04  3.159920425E-06 -1.234704541E-04  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  2.064591342E-08  1.277800766E-04  3.461963615E-06 -1.277284464E-04  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  2.038484403E-08  1.320200681E-04  3.790014034E-06 -1.319603471E-04  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  2.009470990E-08  1.362481707E-04  4.147479558E-06 -1.361791074E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.977344688E-08  1.404771465E-04  4.538103894E-06 -1.403972274E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.941885230E-08  1.447194372E-04  4.965982953E-06 -1.446268870E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.902857605E-08  1.489870192E-04  5.435570529E-06 -1.488797716E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.860007259E-08  1.532916067E-04  5.951702406E-06 -1.531671587E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.813055484E-08  1.576444920E-04  6.519591352E-06 -1.574999187E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.761703139E-08  1.620565308E-04  7.144841220E-06 -1.618883689E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.705629771E-08  1.665382442E-04  7.833455129E-06 -1.663423900E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.644488279E-08  1.710996294E-04  8.591847291E-06 -1.708713098E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.577906694E-08  1.757502905E-04  9.426851648E-06 -1.754838158E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.505483738E-08  1.804992789E-04  1.034572415E-05 -1.801880135E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.426784557E-08  1.853551221E-04  1.135614275E-05 -1.849913097E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.341341616E-08  1.903257507E-04  1.246619649E-05 -1.899003109E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.248657799E-08  1.954185136E-04  1.368439007E-05 -1.949208818E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  1.148200290E-08  2.006399736E-04  1.501963197E-05 -2.000579261E-04  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  1.039394260E-08  2.059960389E-04  1.648120451E-05 -2.053153439E-04  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  9.216287289E-09  2.114917152E-04  1.807876470E-05 -2.106959582E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  7.942557723E-09  2.171311207E-04  1.982230242E-05 -2.162014716E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  6.565896271E-09  2.229174279E-04  2.172209497E-05 -2.218322479E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  5.079019427E-09  2.288527030E-04  2.378866702E-05 -2.275872830E-04  3.333333433E-01  8.499999642E-01 
