nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -5.545552063E-03 -4.634658373E-05 -3.242381176E-03  6.425398786E-03 -2.332876298E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -5.534420062E-03  3.630670811E-05  3.245178932E-03  6.417912522E-03 -2.046504832E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -5.875834965E-03 -1.089639623E-04 -3.436491767E-03  6.811283204E-03 -9.005586606E-04 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -5.131271283E-03 -1.525003434E-04  2.992113457E-03  5.946252814E-03 -9.188696755E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -5.611542426E-03  2.830799881E-05 -3.286074395E-03  6.503696178E-03 -1.434839444E-03 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -5.421727517E-03  1.832621315E-04  3.138856780E-03  6.272507060E-03 -6.263242810E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -5.872779090E-03  2.916713540E-04 -3.505235841E-03  6.848048156E-03 -1.282156268E-03 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -5.119940033E-03  2.601049360E-04  3.076413173E-03  5.985899223E-03 -7.203078052E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -6.221354857E-03 -8.898886658E-05 -3.671846058E-03  7.225737686E-03 -2.363537743E-04 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -6.104369708E-03  2.399144579E-04  3.509843556E-03  7.047715177E-03 -2.560156731E-03 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01 -5.577848032E-03  1.651232731E-04 -3.329207026E-03  6.500162533E-03 -7.218362920E-04 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01 -5.494847078E-03  3.512632237E-04  3.343161958E-03  6.445650111E-03 -7.908461863E-04 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -5.426191441E-03 -2.833273614E-04 -3.317023121E-03  6.368261574E-03 -6.494426299E-04 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -6.039047599E-03 -2.315060923E-04  3.671809512E-03  7.081599641E-03 -1.397303920E-04 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01 -5.995892537E-03  9.170054335E-05 -3.564859571E-03  6.977453368E-03  1.395656762E-03 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01 -5.920266743E-03  3.053036716E-04  3.630390802E-03  6.955464973E-03 -2.792132039E-03 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
        17 -1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -5.793424007E-03 -3.623878877E-04 -3.612717138E-03  6.837909950E-03 -4.724356971E-04 -4.667369068E-01 -3.279804903E-02 -1.915879637E-01 
        18  1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -5.280708964E-03 -4.223580953E-04  3.328689511E-03  6.258530311E-03 -4.798232273E-03 -4.667369068E-01 -3.279804903E-02  1.915879637E-01 
        19 -1.931824710E-01  3.634131527E-02 -4.658163176E-01 -6.265793983E-03  2.263624233E-04 -3.831298671E-03  7.349900281E-03  5.118103186E-04 -4.658163176E-01  3.634131527E-02 -1.931824710E-01 
        20  1.931824710E-01  3.634131527E-02 -4.658163176E-01 -5.545317655E-03  3.343234146E-04  3.453418213E-03  6.543906799E-03 -9.187522856E-03 -4.658163176E-01  3.634131527E-02  1.931824710E-01 
        21 -1.949380337E-01 -3.978156811E-02 -4.648027429E-01 -5.784186706E-03 -2.144414725E-04 -3.552894577E-03  6.793438286E-03 -1.041530540E-03 -4.648027429E-01 -3.978156811E-02 -1.949380337E-01 
