nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.517400047E-02 -7.823534302E-05 -1.538874913E-02  2.162023683E-02 -1.512432080E-02 -4.065676049E-01 -1.996539108E-03 -3.005391763E-01 
         2  3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.329916721E-02 -1.675395045E-04  1.350057047E-02  1.896904112E-02 -1.863758062E-02 -4.065676049E-01 -1.996539108E-03  3.005391763E-01 
         3 -3.006894509E-01  5.983957916E-03 -4.064173303E-01 -1.709626338E-02  5.225303560E-04 -1.735017624E-02  2.436658473E-02  1.255024848E-03 -4.064173303E-01  5.983957916E-03 -3.006894509E-01 
         4  3.006894509E-01  5.983957916E-03 -4.064173303E-01 -1.470258636E-02 -4.437679768E-04  1.483672613E-02  2.089508755E-02 -1.819352508E-02 -4.064173303E-01  5.983957916E-03  3.006894509E-01 
         5 -3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.467016905E-02 -6.603044846E-05 -1.484991616E-02  2.088359543E-02 -2.092689427E-02 -4.061172072E-01 -9.954414546E-03 -3.009895740E-01 
         6  3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.520201379E-02 -6.994072831E-04  1.554093705E-02  2.175357435E-02 -2.547587056E-03 -4.061172072E-01 -9.954414546E-03  3.009895740E-01 
         7 -3.014386950E-01  1.389665431E-02 -4.056680862E-01 -1.560840469E-02  6.784469935E-04 -1.600957202E-02  2.237547935E-02  3.630112164E-03 -4.056680862E-01  1.389665431E-02 -3.014386950E-01 
         8  3.014386950E-01  1.389665431E-02 -4.056680862E-01 -1.423490145E-02 -1.461413100E-04  1.440253152E-02  2.025331587E-02  5.783282200E-03 -4.056680862E-01  1.389665431E-02  3.014386950E-01 
         9 -3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.658209830E-02  8.846717949E-05 -1.678313633E-02  2.359564180E-02 -2.533481141E-03 -4.050712405E-01 -1.779950249E-02 -3.020355407E-01 
        10  3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.514941511E-02 -9.140446869E-04  1.564931553E-02  2.181564010E-02 -6.587298956E-03 -4.050712405E-01 -1.779950249E-02  3.020355407E-01 
        11 -3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.505509438E-02  2.827975480E-04 -1.536777029E-02  2.152046857E-02  1.543198097E-02 -4.043283618E-01  2.165189605E-02 -3.027784194E-01 
        12  3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.561874188E-02  2.881354367E-04  1.591817459E-02  2.230565578E-02  1.213055772E-02 -4.043283618E-01  2.165189605E-02  3.027784194E-01 
        13 -3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -1.725257016E-02 -4.154226391E-04 -1.770479738E-02  2.473224361E-02  2.248526926E-03 -4.034415559E-01 -2.544291496E-02 -3.036652253E-01 
        14  3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -1.673564495E-02 -2.942679051E-05  1.695101482E-02  2.382303683E-02  3.174132955E-03 -4.034415559E-01 -2.544291496E-02  3.036652253E-01 
        15 -3.046934446E-01  2.916181316E-02 -4.024133366E-01 -1.532020763E-02 -1.441502199E-05 -1.551372644E-02  2.180736582E-02  2.941939132E-02 -4.024133366E-01  2.916181316E-02 -3.046934446E-01 
        16  3.046934446E-01  2.916181316E-02 -4.024133366E-01 -1.552182882E-02  3.875364507E-04  1.597374383E-02  2.227910367E-02  1.931689125E-02 -4.024133366E-01  2.916181316E-02  3.046934446E-01 
        17 -2.956206954E-01  1.996539108E-03 -4.016491239E-01 -1.374139525E-02  2.361178176E-04 -1.374272369E-02  1.944660099E-02 -2.322918975E-02 -4.016491239E-01  1.996539108E-03 -2.956206954E-01 
        18  2.956206786E-01  1.996539108E-03 -4.016491072E-01 -1.251601914E-02 -3.159296821E-04  1.249755162E-02  1.770301354E-02 -4.867939293E-02 -4.016491072E-01  1.996539108E-03  2.956206786E-01 
