nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.982081699E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.983284115E-08  7.860446203E-06  1.817499751E-08 -7.860420737E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.986859033E-08  1.533077557E-05  5.460708508E-08 -1.533067007E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.991129395E-08  2.243403287E-05  1.102776039E-07 -2.243374183E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.994654397E-08  2.919439066E-05  1.844065309E-07 -2.919376857E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.997508470E-08  3.563459541E-05  2.742095830E-07 -3.563346763E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.999588406E-08  4.177644951E-05  3.780991733E-07 -4.177462324E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  2.000881949E-08  4.764068217E-05  4.943846648E-07 -4.763794277E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  2.001329591E-08  5.324714948E-05  6.218071462E-07 -5.324326776E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  2.000877153E-08  5.861483078E-05  7.592997804E-07 -5.860957026E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.999462818E-08  6.376195233E-05  9.060688626E-07 -6.375505473E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.997021748E-08  6.870601646E-05  1.061559487E-06 -6.869721983E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.993483956E-08  7.346385246E-05  1.225462711E-06 -7.345287304E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.988773946E-08  7.805172208E-05  1.397702704E-06 -7.803825429E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.982812492E-08  8.248529048E-05  1.578436013E-06 -8.246902144E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.975515929E-08  8.677970618E-05  1.768049515E-06 -8.676028665E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.966794372E-08  9.094964480E-05  1.967155185E-06 -9.092669643E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.956555806E-08  9.500933811E-05  2.176590669E-06 -9.498241707E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.944701644E-08  9.897253767E-05  2.397419848E-06 -9.894117829E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.931127969E-08  1.028526603E-04  2.630936251E-06 -1.028163242E-04  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.915725178E-08  1.066626864E-04  2.878663736E-06 -1.066207624E-04  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.898375857E-08  1.104152689E-04  3.142356945E-06 -1.103670438E-04  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.878954414E-08  1.141226967E-04  3.424004262E-06 -1.140673412E-04  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.857328513E-08  1.177968952E-04  3.725837360E-06 -1.177334925E-04  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.833356578E-08  1.214494841E-04  4.050336884E-06 -1.213769210E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.806883887E-08  1.250917558E-04  4.400232683E-06 -1.250087807E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.777748970E-08  1.287347404E-04  4.778516995E-06 -1.286398328E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.745776146E-08  1.323889883E-04  5.188451723E-06 -1.322804746E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.710774278E-08  1.360649039E-04  5.633572073E-06 -1.359407615E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.672536598E-08  1.397724991E-04  6.117692010E-06 -1.396303705E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.630844260E-08  1.435214508E-04  6.644917903E-06 -1.433586149E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.585461717E-08  1.473211014E-04  7.219656254E-06 -1.471343712E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.536132999E-08  1.511804439E-04  7.846624612E-06 -1.509661524E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.482581791E-08  1.551081077E-04  8.530849300E-06 -1.548619621E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.424512863E-08  1.591123873E-04  9.277671779E-06 -1.588293962E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.361610202E-08  1.632010535E-04  1.009276912E-05 -1.628754835E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.293532392E-08  1.673815423E-04  1.098214670E-05 -1.670067431E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.219910217E-08  1.716608676E-04  1.195213372E-05 -1.712291560E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  1.140350747E-08  1.760454325E-04  1.300938038E-05 -1.755479607E-04  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  1.054436183E-08  1.805411739E-04  1.416085797E-05 -1.799677993E-04  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  9.617196817E-09  1.851534471E-04  1.541386700E-05 -1.844924991E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.617218938E-09  1.898869814E-04  1.677599903E-05 -1.891251304E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  7.539368241E-09  1.947458513E-04  1.825512481E-05 -1.938678906E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  6.378273909E-09  1.997333748E-04  1.985939161E-05 -1.987219875E-04  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  5.128216074E-09  2.048520255E-04  2.159717042E-05 -2.036875667E-04  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  3.783206637E-09  2.101034916E-04  2.347701775E-05 -2.087636676E-04  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  2.336954186E-09  2.154884860E-04  2.550764111E-05 -2.139481949E-04  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  7.828686588E-10  2.210066741E-04  2.769786261E-05 -2.192376414E-04  3.643410802E-01  8.499999642E-01 
        49  8.499999642E-01  3.720930219E-01 -8.859439293E-10  2.266566589E-04  3.005653343E-05 -2.246271470E-04  3.720930219E-01  8.499999642E-01 
        50  8.499999642E-01  3.798449337E-01 -2.676661337E-09  2.324358793E-04  3.259247387E-05 -2.301103668E-04  3.798449636E-01  8.499999642E-01 
        51  8.499999642E-01  3.875968754E-01 -4.596687475E-09  2.383405081E-04  3.531440962E-05 -2.356793411E-04  3.875969052E-01  8.499999642E-01 
        52  8.499999642E-01  3.953488171E-01 -6.653674944E-09  2.443653066E-04  3.823084262E-05 -2.413244365E-04  3.953488469E-01  8.499999642E-01 
        53  8.499999642E-01  4.031007588E-01 -8.855465694E-09  2.505037119E-04  4.134999472E-05 -2.470342442E-04  4.031007886E-01  8.499999642E-01 
        54  8.499999642E-01  4.108527005E-01 -1.121006044E-08  2.567475312E-04  4.467968756E-05 -2.527955803E-04  4.108527005E-01  8.499999642E-01 
        55  8.499999642E-01  4.186046422E-01 -1.372551672E-08  2.630871022E-04  4.822718256E-05 -2.585931798E-04  4.186046422E-01  8.499999642E-01 
        56  8.499999642E-01  4.263565838E-01 -1.640984060E-08  2.695110743E-04  5.199911175E-05 -2.644099295E-04  4.263565838E-01  8.499999642E-01 
        57  8.499999642E-01  4.341085255E-01 -1.927107007E-08  2.760062343E-04  5.600132863E-05 -2.702265629E-04  4.341085255E-01  8.499999642E-01 
        58  8.499999642E-01  4.418604672E-01 -2.231717744E-08  2.825577685E-04  6.023874812E-05 -2.760218631E-04  4.418604672E-01  8.499999642E-01 
        59  8.499999642E-01  4.496123791E-01 -2.555588097E-08  2.891490585E-04  6.471519737E-05 -2.817725181E-04  4.496124089E-01  8.499999642E-01 
        60  8.499999642E-01  4.573643208E-01 -2.899454543E-08  2.957615070E-04  6.943325570E-05 -2.874530037E-04  4.573643506E-01  8.499999642E-01 
        61  8.499999642E-01  4.651162624E-01 -3.264006665E-08  3.023748286E-04  7.439414912E-05 -2.930359333E-04  4.651162922E-01  8.499999642E-01 
        62  8.499999642E-01  4.728682041E-01 -3.649879687E-08  3.089667880E-04  7.959752111E-05 -2.984919120E-04  4.728682041E-01  8.499999642E-01 
        63  8.499999642E-01  4.806201458E-01 -4.057643466E-08  3.155134618E-04  8.504133439E-05 -3.037895076E-04  4.806201458E-01  8.499999642E-01 
        64  8.499999642E-01  4.883720875E-01 -4.487791472E-08  3.219892387E-04  9.072167450E-05 -3.088958620E-04  4.883720875E-01  8.499999642E-01 
        65  8.499999642E-01  4.961240292E-01 -4.940695675E-08  3.283667029E-04  9.663266246E-05 -3.137761669E-04  4.961240292E-01  8.499999642E-01 
        66  8.500000238E-01  5.038759708E-01 -5.416635673E-08  3.346169833E-04  1.027663093E-04 -3.183943336E-04  5.038759708E-01  8.500000238E-01 
        67  8.499999642E-01  5.116279125E-01 -5.915762813E-08  3.407098120E-04  1.091123486E-04 -3.227130510E-04  5.116279125E-01  8.499999642E-01 
        68  8.499999642E-01  5.193798542E-01 -6.438047961E-08  3.466136986E-04  1.156581857E-04 -3.266940766E-04  5.193798542E-01  8.499999642E-01 
        69  8.499999642E-01  5.271317959E-01 -6.983355405E-08  3.522961051E-04  1.223888830E-04 -3.302984114E-04  5.271317959E-01  8.499999642E-01 
        70  8.499999642E-01  5.348837376E-01 -7.551356873E-08  3.577236785E-04  1.292870002E-04 -3.334868234E-04  5.348837376E-01  8.499999642E-01 
        71  8.499999642E-01  5.426356196E-01 -8.141523722E-08  3.628623963E-04  1.363324845E-04 -3.362199059E-04  5.426356792E-01  8.499999642E-01 
        72  8.499999642E-01  5.503875613E-01 -8.753150382E-08  3.676778870E-04  1.435029844E-04 -3.384585143E-04  5.503876209E-01  8.499999642E-01 
        73  8.499999642E-01  5.581395030E-01 -9.385296096E-08  3.721357789E-04  1.507735578E-04 -3.401641734E-04  5.581395626E-01  8.499999642E-01 
        74  8.499999642E-01  5.658914447E-01 -1.003684460E-07  3.762019332E-04  1.581169636E-04 -3.412994556E-04  5.658913851E-01  8.499999642E-01 
        75  8.499999642E-01  5.736433864E-01 -1.070644160E-07  3.798424732E-04  1.655036031E-04 -3.418282722E-04  5.736433268E-01  8.499999642E-01 
        76  8.499999642E-01  5.813953280E-01 -1.139250472E-07  3.830245696E-04  1.729017531E-04 -3.417161352E-04  5.813952684E-01  8.499999642E-01 
        77  8.499999642E-01  5.891472697E-01 -1.209323983E-07  3.857164120E-04  1.802776824E-04 -3.409306810E-04  5.891472101E-01  8.499999642E-01 
        78  8.499999642E-01  5.968992114E-01 -1.280663326E-07  3.878874122E-04  1.875958988E-04 -3.394418454E-04  5.968991518E-01  8.499999642E-01 
        79  8.499999642E-01  6.046511531E-01 -1.353046173E-07  3.895089030E-04  1.948193967E-04 -3.372220672E-04  6.046510935E-01  8.499999642E-01 
        80  8.499999642E-01  6.124030948E-01 -1.426231648E-07  3.905538470E-04  2.019098756E-04 -3.342466662E-04  6.124030352E-01  8.499999642E-01 
        81  8.499999642E-01  6.201550364E-01 -1.499961115E-07  3.909975640E-04  2.088279434E-04 -3.304939019E-04  6.201550364E-01  8.499999642E-01 
        82  8.499999642E-01  6.279069781E-01 -1.573958883E-07  3.908177023E-04  2.155336406E-04 -3.259450896E-04  6.279069781E-01  8.499999642E-01 
        83  8.499999642E-01  6.356589198E-01 -1.647936756E-07  3.899944131E-04  2.219866292E-04 -3.205844259E-04  6.356589198E-01  8.499999642E-01 
        84  8.499999642E-01  6.434108019E-01 -1.721601279E-07  3.885104961E-04  2.281464986E-04 -3.143991344E-04  6.434108615E-01  8.499999642E-01 
        85  8.499999642E-01  6.511627436E-01 -1.794644220E-07  3.863519232E-04  2.339730854E-04 -3.073795815E-04  6.511628032E-01  8.499999642E-01 
        86  8.499999642E-01  6.589146852E-01 -1.866747823E-07  3.835077514E-04  2.394269686E-04 -2.995184623E-04  6.589147449E-01  8.499999642E-01 
        87  8.500000238E-01  6.666666865E-01 -1.937602292E-07  3.799699480E-04  2.444698766E-04 -2.908103052E-04  6.666666865E-01  8.500000238E-01 
        88  8.499999642E-01  6.744185686E-01 -2.006904509E-07  3.757340892E-04  2.490645275E-04 -2.812515595E-04  6.744186282E-01  8.499999642E-01 
        89  8.499999642E-01  6.821705103E-01 -2.074347378E-07  3.707991855E-04  2.531753271E-04 -2.708398097E-04  6.821705699E-01  8.499999642E-01 
        90  8.499999642E-01  6.899224520E-01 -2.139632329E-07  3.651686420E-04  2.567687188E-04 -2.595729602E-04  6.899224520E-01  8.499999642E-01 
        91  8.499999642E-01  6.976743937E-01 -2.202480971E-07  3.588502004E-04  2.598132705E-04 -2.474482171E-04  6.976743937E-01  8.499999642E-01 
        92  8.499999642E-01  7.054263353E-01 -2.262625998E-07  3.518570447E-04  2.622799366E-04 -2.344614768E-04  7.054263353E-01  8.499999642E-01 
        93  8.499999642E-01  7.131782770E-01 -2.319819146E-07  3.442086163E-04  2.641422907E-04 -2.206057834E-04  7.131782770E-01  8.499999642E-01 
