nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.441275810E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.442118958E-08  5.725061328E-06  1.264217442E-08 -5.725045412E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.444620246E-08  1.116706335E-05  3.803091531E-08 -1.116699241E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.447614117E-08  1.634094406E-05  7.690229609E-08 -1.634074943E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.450105369E-08  2.126251275E-05  1.287504858E-07 -2.126209620E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.452149512E-08  2.594677426E-05  1.916646681E-07 -2.594601938E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.453682330E-08  3.040822412E-05  2.645452639E-07 -3.040700176E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.454704979E-08  3.466078488E-05  3.462047005E-07 -3.465894406E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.455185483E-08  3.871788795E-05  4.357334262E-07 -3.871527588E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.455099152E-08  4.259249545E-05  5.323324217E-07 -4.258894842E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.454415699E-08  4.629713658E-05  6.353694744E-07 -4.629248724E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.453104748E-08  4.984396219E-05  7.443534855E-07 -4.983802137E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.451133080E-08  5.324473750E-05  8.589346976E-07 -5.323732694E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.448463749E-08  5.651089305E-05  9.788974467E-07 -5.650181265E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.445058828E-08  5.965353193E-05  1.104155899E-06 -5.964257434E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.440879238E-08  6.268345896E-05  1.234747629E-06 -6.267039862E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.435884389E-08  6.561115879E-05  1.370834184E-06 -6.559577014E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.430029428E-08  6.844687596E-05  1.512695007E-06 -6.842889707E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.423268614E-08  7.120054215E-05  1.660725616E-06 -7.117968926E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.415553719E-08  7.388184895E-05  1.815434871E-06 -7.385783829E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.406833583E-08  7.650021871E-05  1.977442935E-06 -7.647270832E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.397054827E-08  7.906484097E-05  2.147481609E-06 -7.903344522E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.386159898E-08  8.158465062E-05  2.326394451E-06 -8.154894749E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.374086978E-08  8.406830602E-05  2.515133701E-06 -8.402782987E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.360772384E-08  8.652425458E-05  2.714761649E-06 -8.647848153E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.346147727E-08  8.896068175E-05  2.926455409E-06 -8.890900790E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.330137422E-08  9.138556197E-05  3.151500096E-06 -9.132728883E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.312662690E-08  9.380657866E-05  3.391298378E-06 -9.374092770E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.293638707E-08  9.623120422E-05  3.647368203E-06 -9.615729505E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.272974792E-08  9.866665641E-05  3.921343705E-06 -9.858349222E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.250572268E-08  1.011199129E-04  4.214985438E-06 -1.010263368E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.226324109E-08  1.035977184E-04  4.530174920E-06 -1.034924426E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.200116095E-08  1.061065486E-04  4.868919859E-06 -1.059880742E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.171825836E-08  1.086526390E-04  5.233358479E-06 -1.085192853E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.141322237E-08  1.112419632E-04  5.625764061E-06 -1.110918165E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.108464076E-08  1.138802472E-04  6.048549039E-06 -1.137111321E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.073098943E-08  1.165729773E-04  6.504260000E-06 -1.163824054E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.035065100E-08  1.193253265E-04  6.995593139E-06 -1.191104820E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  9.941897972E-09  1.221422281E-04  7.525387900E-06 -1.218999460E-04  2.945736051E-01  8.499999642E-01 
