x,y,z,p,wss_x,wss_y,wss_z,wss_mag
-0.08467981,-0.068149411,-0.084882784,0,0.0017068754103,-0.0013872589889799998,-0.00043321118632,0.00224178123391766
-0.051487244,1.2139926e-07,-0.11625963,0,0.003658042303,-0.00011320976345,-0.0035320386226,0.005086195707266488
-0.070136099,0.027196581,-0.12112788,0,0.003800673918,0.00011550753615,-0.0039810947616,0.005505232031686937
-0.078529978,0.0491594,-0.11065471,0,0.0026784986616,-0.00032575014745999997,-0.0026709043467999997,0.0037966035174242696
-0.13220191,-0.0041270171,0.010064427,0,0.000199442215034,6.841230504600001e-05,-0.0001969399527,0.00028851825867499877
-0.080234398,0.046868994,-0.11384519,0,0.0029286143643999997,-0.0009300142978,-0.00186403546024,0.0035939305622833878
-0.13220193,0.0041268762,0.010064427,0,0.00021507948854,-6.8175107582e-05,-0.00018474283479199999,0.00029161095091136314
-0.073333665,0.055345516,-0.10068714,0,0.00174359176992,-0.0006780716305,-0.00148027570448,0.002385604652388037
-0.077081204,0.037830991,-0.1192044,0,0.002772288991,-0.0008171701579399999,-0.002533010302,0.003843110004499691
-0.075901934,-0.058020202,-0.098590126,0,0.0030493183934,-0.00100071430342,-0.00103192537658,0.0033711484340246288
-0.07776034,-0.043717438,-0.11518317,0,0.0035198128550000003,-0.000155858027556,-0.0032978092361999997,0.0048258595107341165
-0.078520074,-0.049192089,-0.11061709,0,0.0029235983614,-0.00040154990657999994,-0.002487182229,0.003859371081731916
-0.083492624,0.071534416,-0.073955224,0,0.0024807349449999998,-0.00127085580392,-6.5774118158e-05,0.0027880901305949142
-0.083492825,-0.071534733,-0.0739542,0,0.0023389502632,-0.00165180497314,-5.7005159967999995e-05,0.0028639828196545384
-0.077089372,-0.037813488,-0.11922065,0,0.0033300169704000003,-8.1936436086e-05,-0.0037986364238,0.0050522633821813495
-0.085442838,0.070705336,-0.077969341,0,0.0016183427066000001,-0.00147470861316,-5.309666354999999e-06,0.0021894809435778393
-0.085444263,-0.070705939,-0.077968178,0,0.00144226990812,-0.00136369310278,-0.00010831251163800001,0.001987846313630797
-0.094047954,-0.055452564,0.0038935132,0,-0.00060554797028,0.0011014019228000002,-0.0005272813125999999,0.0013630114168542184
-0.053490545,-0.003765792,-0.11730102,0,0.004739532068,0.000154549363306,-0.0049455711364,0.00685169494318679
-0.081153069,0.062917185,-0.093865595,0,0.0035952994374,-0.00173156824724,-0.00118754471822,0.0041635044250235625
-0.079489715,0.041202942,-0.11817489,0,0.0035483309533999997,-0.00077575287774,-0.002317057381,0.004308271113686443
-0.075081882,0.053407389,-0.10405353,0,0.0027342409883999996,-0.00110180625216,-0.0012216047928199998,0.0031909824615290925
-0.053490521,0.0037661145,-0.11730098,0,0.0037835210132,3.6319903809999995e-05,-0.003233800384,0.004977330139371636
-0.094047592,0.055450491,0.0038964482,0,-0.00039198888932,0.00097243453788,-0.0007994175995599999,0.0013184660474576085
-0.081136867,-0.06290478,-0.093878845,0,0.0014526609078799998,-0.0015630805159,-0.00045134781346,0.0021810913005154272
-0.083797919,0.065075705,-0.091295816,0,0.002511284319,-0.00097845580766,-0.00027996301692,0.0027096686124398724
-0.075920843,0.058021744,-0.098598339,0,0.0028899998674000002,-0.00079093316238,-0.00169527900514,0.00344262187964245
-0.080236005,-0.046909986,-0.11380775,0,0.0029094524506,-0.00097065256796,-0.00143701621418,0.003387048208958046
-0.059776384,0.073098574,-0.053433829,0,0.00017277233871599998,-0.00087883740634,0.00047836734962,0.0010154017869741406
-0.07650059,-0.031442998,-0.12271614,0,0.0028345094942,-0.00050277254622,-0.003005663019,0.004161878721169885
-0.083788141,-0.065063205,-0.091314974,0,0.0028396877826,-0.0017562464604399999,-0.0007342085575600001,0.003418667947966001
-0.079499048,-0.041203948,-0.11817798,0,0.0032540521576000002,-0.00059672704666,-0.0022210773019999998,0.003984736251504782
-0.059776773,-0.073098654,-0.053433648,0,0.0012567519589399999,-0.0014882532455199999,0.00033387420674,0.001976308476687434
-0.076495401,0.031460142,-0.12270365,0,0.0028445445092,-0.00023122467924,-0.0027717220954000003,0.00397835917071826
-0.059624186,0.015344085,-0.11911874,0,0.0039195617146,-7.5544162624e-05,-0.0029019604418,0.004877504009310162
-0.078840374,-0.035027899,-0.12201531,0,0.0036924092956,-0.00059126743682,-0.0026556984656,0.004586525692533203
-0.059624664,-0.015342903,-0.1191193,0,0.0039668413292,-0.0002085757557,-0.003232731186,0.005121511973807346
-0.078833815,0.035048855,-0.12199869,0,0.0035041030666,-0.000183488711676,-0.00304381413,0.004645127648047543
-0.075380237,-0.07040363,-0.013868647,0,-0.00128846066052,0.002355266666,-0.0011349798151799998,0.0029147197331037536
-0.084462469,0.047683354,-0.11552198,0,0.003156485132,-0.00044934843326,-0.0023610778474,0.003967367011569927
-0.089154556,0.068811635,-0.085745566,0,0.00103868130374,-0.00099277638088,-3.9424481686e-05,0.0014373649790253087
-0.057552844,0.011476391,-0.11873843,0,0.004666402335,0.00011911984867400001,-0.0045478258696,0.006517071461219721
-0.089153549,-0.068807643,-0.085754801,0,0.0012542265253,-0.0009838973635,-0.0007007345158,0.0017413118791020244
-0.057553127,-0.011475459,-0.11873877,0,0.0034433880664,0.00038623156902,-0.0039877410408,0.005282818831761529
-0.075383179,0.070403572,-0.013870221,0,-0.00075302445642,0.0016212277157399999,-0.00097695872986,0.002037123829839472
-0.046361893,0.074353574,-0.037439164,0,0.0008220787396399999,-0.00081121193674,0.0005782526693,0.0012916092327132566
-0.083656807,0.041958459,-0.11999868,0,0.0028142833974,-0.00025625849606,-0.0032048271242,0.0042727949112603405
-0.07936038,-0.054264732,-0.10550146,0,0.0022649186325999996,-0.00056738103194,-0.002269350689,0.0032560298213266917
-0.065757935,0.019642875,-0.1214671,0,0.0038726056678,2.158492108e-05,-0.0034649704198,0.00519649502811113
-0.046361791,-0.074353589,-0.037438879,0,-0.00037733989377999996,-0.0007500839613200001,0.00078862371476,0.001151928256424534
-0.081069032,-0.052202925,-0.10888733,0,0.0027541703978,-0.0010772800736999998,-0.0012643237263,0.0032162868998573506
-0.086147623,0.045264275,-0.1186999,0,0.0031338060984000002,-0.00080716832218,-0.002199504778,0.003912810068370906
-0.080245384,-0.058859116,-0.099890744,0,0.0020642243506,-0.00072886330978,-0.00128276807384,0.002537273699311257
-0.065758931,-0.0196411,-0.12146825,0,0.003665845643,-0.000140000356836,-0.003270647595,0.004914789931308924
-0.088249616,0.065817024,-0.092330334,0,0.0018634510121399999,-0.0013566494751,-0.00089707565744,0.0024733968965991093
-0.12934582,0.018565949,0.0091510904,0,1.57945194328e-05,-1.26751130042e-05,5.3159064192e-06,2.0937626294306346e-05
-0.08108751,0.052186399,-0.108915,0,0.0025641793294,-0.0008988844475799999,-0.0021300883516,0.003452576613059505
