x,y,z,p,wss_x,wss_y,wss_z,wss_mag
-0.05063532,-0.046780703,-0.204767,0,0.002772478558,-0.00059976730014,-0.0023593741516,0.0036895805393195044
-0.22726349,0.073262622,-0.42491502,0,4.0361103145999996e-05,2.4060002113999998e-05,3.4116387032e-05,5.806746260174413e-05
-0.1781318,-0.013884475,-0.4557963,0,0.0018723167096799998,5.233400241e-05,-0.0019316374395800002,0.002690637825338514
-0.26227835,-0.071133694,-0.40718257,0,-0.0003040929502,9.878818813e-05,0.00026223266496000003,0.0004135185594956671
-0.057299253,0.069541915,-0.04357705,0,-0.000101748137418,9.739081855999999e-05,3.636129762e-05,0.00014546408138241298
-0.20781454,0.064569851,-0.43597634,0,0.00054693154698,-0.00012270047041,-0.0005533971858799999,0.0007876788481739715
-0.22139318,-0.072299428,-0.4228119,0,0.00064192828478,3.6046959426000003e-06,-0.00065237308546,0.0009152461741335125
-0.19534911,-0.049336391,-0.45114153,0,0.00095312225432,-0.00036495160006,-0.00091725912674,0.0013722230167338763
-0.022742688,0.056862898,-0.13696132,0,0.0029032934287999998,-0.0013578801360400001,-0.00109038430882,0.0033855411884196798
-0.30492674,0.017794998,-0.38257636,0,-0.00029228792104,0.000118530955278,0.00020898995458,0.00037836307597379393
-0.025822569,0.067379821,-0.11035306,0,0.0010654822059600001,-0.0012952422043,-2.2120866105999997e-05,0.0016773175107100593
-0.19931707,-0.057691501,-0.44085623,0,0.0015469490663,-6.5017200196e-06,-0.00142616136704,0.0021040508384844356
-0.028845591,0.038320645,-0.17870062,0,0.0038729258254,-0.00041285393724000005,-0.0028770025922,0.004842225391085214
-0.19106937,-0.043045271,-0.45360209,0,0.00158958792026,-0.0004972221046999999,-0.00096803734576,0.0019264256747730695
-0.27524643,-0.066499487,-0.40768452,0,-0.00034782816339999997,-5.1440102732e-05,0.00043030082134,0.0005556881429985477
-0.051069236,-0.056686613,-0.18645388,0,0.002850773741,-0.00102652482338,-0.00168889745776,0.0034688670712811507
-0.052825939,-0.054654198,-0.19399026,0,0.00367762989,-0.0005787373189,-0.0033776355989999997,0.0050267604609470955
-0.053822991,-0.057147641,-0.1901467,0,0.0025647985816,-0.00106051645326,-0.0022369864868,0.003564687286977407
-0.21692641,-0.071149552,-0.42271942,0,0.00029523373203999996,-0.00016531210094400002,-0.000143330290758,0.00036747056957198436
-0.2881905,-0.055084178,-0.39757078,0,-0.00027266452694000003,1.4800104511e-05,0.00029746370194000003,0.0004037940580503875
-0.052027138,-0.058974367,-0.18255408,0,0.0020570996404,-0.0010161817269,-0.00104149126842,0.0025197198841963317
-0.21803045,0.071137002,-0.42472487,0,0.00072798249524,-0.00021470153808,-0.00049669157788,0.000907059969002435
-0.18354414,0.032774776,-0.45266925,0,0.0012159417745799999,-3.6488161072000004e-05,-0.00125164713026,0.0017454129378904205
-0.19975766,0.060150959,-0.43534722,0,0.0012284931962199999,-4.9111872934e-05,-0.00134489465612,0.0018221825224938497
-0.055452364,-0.055078078,-0.19762618,0,0.0035049457872000003,-0.0010827668849,-0.00159638300454,0.004000683416046718
-0.054554797,-0.052523738,-0.20136554,0,0.003412710509,-0.00063412422262,-0.0024048764502,0.0042228115383804435
-0.21363819,0.069785063,-0.42459668,0,0.000132872487186,-0.00015134901698399999,1.1590550247799999e-05,0.00020173240604341096
-0.19440406,0.055052416,-0.43837441,0,0.00093040781482,0.00018418984679,-0.00108884494454,0.0014440110507849193
-0.29920073,0.039752288,-0.39120449,0,-0.00041600871326,5.0228067502e-05,0.00040257495252,0.0005810789108801889
