nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.399293303E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.400093019E-08  5.535941455E-06  1.199134037E-08 -5.535926448E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.402465699E-08  1.079792401E-05  3.607441812E-08 -1.079785852E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.405306183E-08  1.580025491E-05  7.294870841E-08 -1.580007483E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.407669892E-08  2.055808545E-05  1.221353756E-07 -2.055769437E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.409609673E-08  2.508579928E-05  1.818221023E-07 -2.508509715E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.411065309E-08  2.939733167E-05  2.509646606E-07 -2.939619117E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.412037953E-08  3.350606130E-05  3.284342540E-07 -3.350434781E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.412498207E-08  3.742492117E-05  4.133662230E-07 -3.742248737E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.412422534E-08  4.116639320E-05  5.049998322E-07 -4.116308992E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.411783224E-08  4.474257730E-05  6.027290169E-07 -4.473823719E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.410552741E-08  4.816518776E-05  7.060817779E-07 -4.815965440E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.408699646E-08  5.144560419E-05  8.147218864E-07 -5.143869203E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.406189476E-08  5.459486420E-05  9.284343605E-07 -5.458639498E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.402988126E-08  5.762372166E-05  1.047126375E-06 -5.761349894E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.399059180E-08  6.054261758E-05  1.170824248E-06 -6.053044490E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.394364002E-08  6.336172373E-05  1.299665655E-06 -6.334738282E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.388861914E-08  6.609095726E-05  1.433900024E-06 -6.607420073E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.382511616E-08  6.873995881E-05  1.573884219E-06 -6.872053200E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.375268344E-08  7.131809980E-05  1.720082537E-06 -7.129572623E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.367083424E-08  7.383454795E-05  1.873061478E-06 -7.380890747E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.357908008E-08  7.629817992E-05  2.033490773E-06 -7.626895240E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.347690315E-08  7.871766866E-05  2.202141786E-06 -7.868444663E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.336372613E-08  8.110142517E-05  2.379886610E-06 -8.106378664E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.323895038E-08  8.345762035E-05  2.567698630E-06 -8.341506327E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.310194619E-08  8.579419227E-05  2.766656507E-06 -8.574618550E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.295203589E-08  8.811886801E-05  2.977942358E-06 -8.806477854E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.278847250E-08  9.043910541E-05  3.202842208E-06 -9.037822019E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.261047267E-08  9.276211495E-05  3.442744855E-06 -9.269364818E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.241719438E-08  9.509490337E-05  3.699149602E-06 -9.501794557E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.220772639E-08  9.744423733E-05  3.973668299E-06 -9.735774802E-05  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.198108990E-08  9.981659969E-05  4.268023076E-06 -9.971940017E-05  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.173624042E-08  1.022182987E-04  4.584051567E-06 -1.021090429E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.147205264E-08  1.046553225E-04  4.923714187E-06 -1.045325116E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.118730886E-08  1.071334773E-04  5.289090950E-06 -1.069953869E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.088071944E-08  1.096583073E-04  5.682384653E-06 -1.095029729E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.055089349E-08  1.122350877E-04  6.105929970E-06 -1.120602901E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.019631313E-08  1.148688534E-04  6.562194812E-06 -1.146720751E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  9.815396496E-09  1.175643411E-04  7.053771697E-06 -1.173427445E-04  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  9.406460499E-09  1.203260690E-04  7.583393199E-06 -1.200764527E-04  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  8.967661280E-09  1.231582573E-04  8.153936506E-06 -1.228769834E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.497066162E-09  1.260648278E-04  8.768414773E-06 -1.257477998E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  7.992610129E-09  1.290494110E-04  9.429969396E-06 -1.286920306E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  7.452099382E-09  1.321153250E-04  1.014188365E-05 -1.317123970E-04  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  6.873235314E-09  1.352655381E-04  1.090758542E-05 -1.348112564E-04  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  6.253549678E-09  1.385026990E-04  1.173062083E-05 -1.379905152E-04  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  5.590434782E-09  1.418290194E-04  1.261467150E-05 -1.412516867E-04  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  4.881167026E-09  1.452463621E-04  1.356352186E-05 -1.445957168E-04  3.643410802E-01  8.499999642E-01 
        49  8.499999642E-01  3.720930219E-01  4.122868713E-09  1.487561385E-04  1.458107181E-05 -1.480231003E-04  3.720930219E-01  8.499999642E-01 
        50  8.499999642E-01  3.798449337E-01  3.312529584E-09  1.523592946E-04  1.567131767E-05 -1.515337353E-04  3.798449636E-01  8.499999642E-01 
        51  8.499999642E-01  3.875968754E-01  2.446996383E-09  1.560562814E-04  1.683831579E-05 -1.551269816E-04  3.875969052E-01  8.499999642E-01 
        52  8.499999642E-01  3.953488171E-01  1.522963533E-09  1.598469680E-04  1.808618799E-05 -1.588014711E-04  3.953488469E-01  8.499999642E-01 
        53  8.499999642E-01  4.031007588E-01  5.369952261E-10  1.637306559E-04  1.941909250E-05 -1.625552395E-04  4.031007886E-01  8.499999642E-01 
        54  8.499999642E-01  4.108527005E-01 -5.144595860E-10  1.677060500E-04  2.084118023E-05 -1.663854782E-04  4.108527005E-01  8.499999642E-01 
        55  8.499999642E-01  4.186046422E-01 -1.635028335E-09  1.717710547E-04  2.235657303E-05 -1.702886366E-04  4.186046422E-01  8.499999642E-01 
        56  8.499999642E-01  4.263565838E-01 -2.828477008E-09  1.759229053E-04  2.396933269E-05 -1.742602617E-04  4.263565838E-01  8.499999642E-01 
        57  8.499999642E-01  4.341085255E-01 -4.098697381E-09  1.801580365E-04  2.568341006E-05 -1.782950567E-04  4.341085255E-01  8.499999642E-01 
        58  8.499999642E-01  4.418604672E-01 -5.449608320E-09  1.844719372E-04  2.750259409E-05 -1.823866332E-04  4.418604672E-01  8.499999642E-01 
        59  8.499999642E-01  4.496123791E-01 -6.885152448E-09  1.888592378E-04  2.943047002E-05 -1.865276427E-04  4.496124089E-01  8.499999642E-01 
        60  8.499999642E-01  4.573643208E-01 -8.409330121E-09  1.933135063E-04  3.147035386E-05 -1.907095429E-04  4.573643506E-01  8.499999642E-01 
        61  8.499999642E-01  4.651162624E-01 -1.002613814E-08  1.978273067E-04  3.362524512E-05 -1.949227590E-04  4.651162922E-01  8.499999642E-01 
        62  8.499999642E-01  4.728682041E-01 -1.173954622E-08  2.023919806E-04  3.589773405E-05 -1.991563477E-04  4.728682041E-01  8.499999642E-01 
        63  8.499999642E-01  4.806201458E-01 -1.355348278E-08  2.069977199E-04  3.828994159E-05 -2.033981291E-04  4.806201458E-01  8.499999642E-01 
        64  8.499999642E-01  4.883720875E-01 -1.547167194E-08  2.116334072E-04  4.080342842E-05 -2.076345700E-04  4.883720875E-01  8.499999642E-01 
        65  8.499999642E-01  4.961240292E-01 -1.749768330E-08  2.162866003E-04  4.343915498E-05 -2.118507691E-04  4.961240292E-01  8.499999642E-01 
        66  8.500000238E-01  5.038759708E-01 -1.963494434E-08  2.209435333E-04  4.619735410E-05 -2.160303702E-04  5.038759708E-01  8.500000238E-01 
        67  8.499999642E-01  5.116279125E-01 -2.188658854E-08  2.255888248E-04  4.907746552E-05 -2.201555471E-04  5.116279125E-01  8.499999642E-01 
        68  8.499999642E-01  5.193798542E-01 -2.425540657E-08  2.302057546E-04  5.207803406E-05 -2.242070041E-04  5.193798542E-01  8.499999642E-01 
        69  8.499999642E-01  5.271317959E-01 -2.674380539E-08  2.347760019E-04  5.519664410E-05 -2.281639754E-04  5.271317959E-01  8.499999642E-01 
        70  8.499999642E-01  5.348837376E-01 -2.935373544E-08  2.392796741E-04  5.842982500E-05 -2.320040949E-04  5.348837376E-01  8.499999642E-01 
        71  8.499999642E-01  5.426356196E-01 -3.208658939E-08  2.436952782E-04  6.177297473E-05 -2.357035992E-04  5.426356792E-01  8.499999642E-01 
