nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.223546597E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.224126933E-08  4.593002359E-06  8.710631327E-09 -4.592993264E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.225848045E-08  8.954209989E-06  2.620620521E-08 -8.954168152E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.227906488E-08  1.309493746E-05  5.299045114E-08 -1.309482195E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.229617030E-08  1.702728150E-05  8.871242585E-08 -1.702703230E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.231015645E-08  2.076282544E-05  1.320453151E-07 -2.076237070E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.232063074E-08  2.431284702E-05  1.822185709E-07 -2.431211033E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.232760827E-08  2.768827108E-05  2.384103510E-07 -2.768716695E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.233086078E-08  3.089972233E-05  2.999731521E-07 -3.089815073E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.233027014E-08  3.395752719E-05  3.663338646E-07 -3.395538806E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.232564628E-08  3.687173376E-05  4.370358226E-07 -3.686893251E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.231680535E-08  3.965216092E-05  5.117091746E-07 -3.964858115E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.230354840E-08  4.230836203E-05  5.900788551E-07 -4.230389459E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.228566582E-08  4.484967576E-05  6.719552630E-07 -4.484420060E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.226294088E-08  4.728521162E-05  7.572313621E-07 -4.727860505E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.223514001E-08  4.962385719E-05  8.458791854E-07 -4.961599552E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.220201895E-08  5.187429269E-05  9.379483004E-07 -5.186502676E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.216332279E-08  5.404499097E-05  1.033558647E-06 -5.403417890E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.211879930E-08  5.614420297E-05  1.132901389E-06 -5.613169560E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.206816513E-08  5.817998681E-05  1.236237608E-06 -5.816559860E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.201112809E-08  6.016017869E-05  1.343893587E-06 -6.014372775E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.194738886E-08  6.209240382E-05  1.456259497E-06 -6.207368278E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.187662235E-08  6.398406549E-05  1.573790087E-06 -6.396284880E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.179847864E-08  6.584238145E-05  1.697003199E-06 -6.581841444E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.171258024E-08  6.767432933E-05  1.826476137E-06 -6.764732825E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.161853902E-08  6.948666123E-05  1.962850547E-06 -6.945632049E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.151593132E-08  7.128594007E-05  2.106827424E-06 -7.125190314E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.140428463E-08  7.307848136E-05  2.259168468E-06 -7.304036262E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.128312199E-08  7.487038965E-05  2.420697228E-06 -7.482774527E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.115193093E-08  7.666755118E-05  2.592299097E-06 -7.661988639E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.101014391E-08  7.847564120E-05  2.774925633E-06 -7.842238847E-05  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.085715517E-08  8.030009485E-05  2.969590696E-06 -8.024062117E-05  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.069231104E-08  8.214613626E-05  3.177374765E-06 -8.207973588E-05  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.051492049E-08  8.401877130E-05  3.399424031E-06 -8.394465840E-05  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.032422858E-08  8.592278027E-05  3.636958354E-06 -8.584003808E-05  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.011942263E-08  8.786274702E-05  3.891262622E-06 -8.777037147E-05  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  9.899640219E-09  8.984301530E-05  4.163696303E-06 -8.973987860E-05  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  9.663957634E-09  9.186774696E-05  4.455696399E-06 -9.175257583E-05  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  9.411376567E-09  9.394086374E-05  4.768771760E-06 -9.381223208E-05  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  9.140837420E-09  9.606609092E-05  5.104518095E-06 -9.592238348E-05  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  8.851205990E-09  9.824693552E-05  5.464601145E-06 -9.808635514E-05  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.541295671E-09  1.004866863E-04  5.850775324E-06 -1.003072175E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  8.209814162E-09  1.027884136E-04  6.264880540E-06 -1.025878228E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  7.855397222E-09  1.051550134E-04  6.708835826E-06 -1.049307612E-04  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  7.476619324E-09  1.075890759E-04  7.184652532E-06 -1.073383610E-04  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  7.071929709E-09  1.100930094E-04  7.694420674E-06 -1.098126959E-04  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  6.639718109E-09  1.126689676E-04  8.240315765E-06 -1.123555630E-04  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  6.178264567E-09  1.153188423E-04  8.824595170E-06 -1.149684831E-04  3.643410802E-01  8.499999642E-01 
