nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.153107920E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.153608853E-08  4.240447652E-06  7.518139000E-09 -4.240439921E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.155095219E-08  8.265325960E-06  2.262149934E-08 -8.265291399E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.156869711E-08  1.208495632E-05  4.574153678E-08 -1.208485992E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.158345864E-08  1.571040957E-05  7.656928602E-08 -1.571020402E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.159554586E-08  1.915231405E-05  1.139698895E-07 -1.915194480E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.160457863E-08  2.242105074E-05  1.572723818E-07 -2.242045048E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.161060670E-08  2.552668957E-05  2.057612392E-07 -2.552578735E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.161342134E-08  2.847904216E-05  2.588794246E-07 -2.847775977E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.161292396E-08  3.128766912E-05  3.161261191E-07 -3.128593016E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.160895735E-08  3.396190004E-05  3.771024524E-07 -3.395961539E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.160137231E-08  3.651084262E-05  4.414846160E-07 -3.650792496E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.159000274E-08  3.894339898E-05  5.090300306E-07 -3.893975372E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.157467189E-08  4.126824933E-05  5.795671996E-07 -4.126378190E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.155519413E-08  4.349389565E-05  6.529947427E-07 -4.348850052E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.153138030E-08  4.562862887E-05  7.292797477E-07 -4.562221147E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.150303142E-08  4.768056169E-05  8.084530236E-07 -4.767300561E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.146994055E-08  4.965760309E-05  8.906073958E-07 -4.964878099E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.143187944E-08  5.156746920E-05  9.758937267E-07 -5.155725376E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.138862427E-08  5.341767610E-05  1.064518415E-06 -5.340593634E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.133994498E-08  5.521554704E-05  1.156745611E-06 -5.520213017E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.128558136E-08  5.696821245E-05  1.252894890E-06 -5.695295113E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.122526161E-08  5.868257722E-05  1.353334937E-06 -5.866529682E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.115870596E-08  6.036537889E-05  1.458487532E-06 -6.034586841E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.108559822E-08  6.202311488E-05  1.568824473E-06 -6.200115604E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.100561686E-08  6.366208981E-05  1.684868380E-06 -6.363743887E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.091841639E-08  6.528841186E-05  1.807193030E-06 -6.526078505E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.082360690E-08  6.690793089E-05  1.936418812E-06 -6.687702262E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.072078870E-08  6.852632941E-05  2.073217502E-06 -6.849179044E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.060953103E-08  7.014907169E-05  2.218312147E-06 -7.011051639E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.048936937E-08  7.178139640E-05  2.372476047E-06 -7.173839549E-05  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.035980279E-08  7.342833123E-05  2.536532975E-06 -7.338039723E-05  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.022029217E-08  7.509472198E-05  2.711363095E-06 -7.504130190E-05  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.007025840E-08  7.678516704E-05  2.897896593E-06 -7.672564971E-05  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  9.909087773E-09  7.850406837E-05  3.097122317E-06 -7.843777712E-05  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  9.736103479E-09  8.025566058E-05  3.310084594E-06 -8.018180961E-05  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  9.550593205E-09  8.204394544E-05  3.537888006E-06 -8.196166891E-05  2.790697813E-01  8.499999642E-01 
