nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.084372236E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.084746160E-08  3.675617563E-06  5.643184586E-09 -3.675612561E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.085856738E-08  7.157402251E-06  1.696985841E-08 -7.157378604E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.087179324E-08  1.045417321E-05  3.429744666E-08 -1.045411045E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.088273471E-08  1.357545625E-05  5.738217723E-08 -1.357532346E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.089162716E-08  1.653047366E-05  8.536301976E-08 -1.653022991E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.089818191E-08  1.932828673E-05  1.177276800E-07 -1.932789019E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.090244162E-08  2.197775393E-05  1.539291077E-07 -2.197716094E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.090424817E-08  2.448757004E-05  1.935411689E-07 -2.448672058E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.090353496E-08  2.686624794E-05  2.361775557E-07 -2.686509106E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.090019186E-08  2.912214950E-05  2.815288553E-07 -2.912063428E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.089411406E-08  3.126348020E-05  3.293408213E-07 -3.126154479E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.088518431E-08  3.329828905E-05  3.794179122E-07 -3.329586980E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.087328627E-08  3.523446503E-05  4.316176785E-07 -3.523150372E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.085830004E-08  3.707974611E-05  4.858491138E-07 -3.707616997E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.084009771E-08  3.884171019E-05  5.420695288E-07 -3.883745376E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.081854251E-08  4.052776785E-05  6.002822488E-07 -4.052274744E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.079349499E-08  4.214514775E-05  6.605334875E-07 -4.213929424E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.076480594E-08  4.370091847E-05  7.229095331E-07 -4.369415183E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.073233058E-08  4.520195944E-05  7.875373171E-07 -4.519419235E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.069590549E-08  4.665496817E-05  8.545830497E-07 -4.664608787E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.065535837E-08  4.806642755E-05  9.242461374E-07 -4.805634671E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.061051158E-08  4.944264219E-05  9.967618553E-07 -4.943123349E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.056117682E-08  5.078969843E-05  1.072399755E-06 -5.077684909E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.050715426E-08  5.211347889E-05  1.151461788E-06 -5.209905066E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.044822007E-08  5.341966244E-05  1.234282763E-06 -5.340350617E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.038414155E-08  5.471370605E-05  1.321227160E-06 -5.469564348E-05  2.015503943E-01  8.499999642E-01 
