nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -2.216013529E-02 -1.251114349E-04 -2.248006621E-02  3.157425515E-02 -1.853524784E-02 -4.065676049E-01 -1.996539108E-03 -3.005391763E-01 
         2  3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -2.029904139E-02 -3.053648905E-04  2.060896224E-02  2.894880421E-02 -2.205926879E-02 -4.065676049E-01 -1.996539108E-03  3.005391763E-01 
         3 -3.006894509E-01  5.983957916E-03 -4.064173303E-01 -2.590619399E-02  8.533200946E-04 -2.629623395E-02  3.692982088E-02  1.479899377E-02 -4.064173303E-01  5.983957916E-03 -3.006894509E-01 
         4  3.006894509E-01  5.983957916E-03 -4.064173303E-01 -2.261006125E-02 -7.552148500E-04  2.280558702E-02  3.212706458E-02 -2.874732913E-02 -4.064173303E-01  5.983957916E-03  3.006894509E-01 
         5 -3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -2.180305444E-02  8.384074503E-05 -2.204270445E-02  3.101497563E-02 -2.956455043E-02 -4.061172072E-01 -9.954414546E-03 -3.009895740E-01 
         6  3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -2.370185849E-02 -1.139541854E-03  2.425113590E-02  3.393404127E-02  1.726867843E-02 -4.061172072E-01 -9.954414546E-03  3.009895740E-01 
         7 -3.014386950E-01  1.389665431E-02 -4.056680862E-01 -2.312067210E-02  1.056598939E-03 -2.371717616E-02  3.314635876E-02  1.411005852E-02 -4.056680862E-01  1.389665431E-02 -3.014386950E-01 
         8  3.014386950E-01  1.389665431E-02 -4.056680862E-01 -2.112908467E-02 -3.638132049E-04  2.132642507E-02  3.002700469E-02  1.848740405E-02 -4.056680862E-01  1.389665431E-02  3.014386950E-01 
         9 -3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -2.544458430E-02  1.857800587E-04 -2.574981734E-02  3.620514732E-02  1.337987637E-02 -4.050712405E-01 -1.779950249E-02 -3.020355407E-01 
        10  3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -2.363751099E-02 -1.630583073E-03  2.445715675E-02  3.407181799E-02 -6.451220595E-03 -4.050712405E-01 -1.779950249E-02  3.020355407E-01 
        11 -3.027784194E-01  2.165189605E-02 -4.043283618E-01 -2.194437367E-02  2.485216592E-04 -2.232118227E-02  3.130964217E-02  3.855883892E-02 -4.043283618E-01  2.165189605E-02 -3.027784194E-01 
        12  3.027784194E-01  2.165189605E-02 -4.043283618E-01 -2.312625680E-02  2.847466692E-04  2.349075384E-02  3.296978242E-02  2.903667119E-02 -4.043283618E-01  2.165189605E-02  3.027784194E-01 
        13 -3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -2.629126228E-02 -5.341914196E-04 -2.692240936E-02  3.764256594E-02  1.565387537E-02 -4.034415559E-01 -2.544291496E-02 -3.036652253E-01 
        14  3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -2.461244890E-02 -3.115712452E-04  2.507040616E-02  3.513759406E-02  1.914644720E-02 -4.034415559E-01 -2.544291496E-02  3.036652253E-01 
        15 -3.046934446E-01  2.916181316E-02 -4.024133366E-01 -2.277334356E-02 -2.686015086E-04 -2.289272444E-02  3.229649512E-02  5.936720138E-02 -4.024133366E-01  2.916181316E-02 -3.046934446E-01 
