nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -3.811458094E-03 -5.718272783E-05 -2.229147890E-03  4.416814941E-03 -1.946592366E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -3.772317798E-03 -3.349676495E-05  2.211408523E-03  4.373726951E-03 -1.486122799E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -3.820287481E-03 -1.005749129E-04 -2.234028759E-03  4.430149657E-03 -8.223305771E-04 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -3.413920691E-03 -1.565394635E-04  1.987451849E-03  3.958001090E-03 -6.411368158E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -3.913633415E-03  2.585790171E-05 -2.289855115E-03  4.534882009E-03 -1.420453615E-03 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -3.570508855E-03  1.055267193E-04  2.067168879E-03  4.130842509E-03 -4.551119065E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -3.854588003E-03  2.286086580E-04 -2.309392691E-03  4.501744875E-03 -7.834867266E-04 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -3.376523251E-03  2.034691713E-04  2.035795676E-03  3.953066661E-03 -5.352861668E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -4.302307902E-03 -2.683729879E-05 -2.531198872E-03  4.992600991E-03 -3.437369417E-04 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -4.139726453E-03  1.925679197E-04  2.369989678E-03  4.775410336E-03 -2.256635621E-03 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01 -3.952781791E-03  1.440327401E-04 -2.369730196E-03  4.612719770E-03 -2.244944142E-04 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01 -3.836287119E-03  3.118894390E-04  2.358962113E-03  4.517028380E-03 -5.771493148E-04 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -3.714709109E-03 -2.237337230E-04 -2.285011912E-03  4.369218523E-03 -4.630349271E-04 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -4.056472253E-03 -1.697321698E-04  2.474498009E-03  4.764279197E-03 -9.599516298E-05 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01 -4.342535946E-03  7.731651565E-05 -2.587324008E-03  5.056211810E-03  1.040304107E-03 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01 -4.171618162E-03  2.272999612E-04  2.560039311E-03  4.900845209E-03 -2.251638670E-03 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
        17 -1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -4.102416437E-03 -2.865417226E-04 -2.575650346E-03  4.853180030E-03 -5.496327095E-04 -4.667369068E-01 -3.279804903E-02 -1.915879637E-01 
        18  1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -3.593938333E-03 -3.723198614E-04  2.312515468E-03  4.290848943E-03 -3.058181467E-03 -4.667369068E-01 -3.279804903E-02  1.915879637E-01 
