nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -4.603711920E-02 -5.635733958E-04 -2.688494425E-02  5.332138939E-02  1.099760178E-02 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -4.345129626E-02  6.452742831E-04  2.538910082E-02  5.033710122E-02  8.105155356E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -5.414300221E-02 -4.485047629E-04 -3.147841239E-02  6.263859739E-02  9.418016081E-02 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -4.346819777E-02  2.208192553E-05  2.538355468E-02  5.034623592E-02  5.847537925E-02 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -4.224482930E-02  1.463124004E-04 -2.468495847E-02  4.893620128E-02  5.638098987E-02 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -5.032140147E-02  4.768734591E-04  2.934429663E-02  5.826806733E-02 -2.798444074E-02 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -4.986258167E-02  5.448980842E-04 -2.922285417E-02  5.781261827E-02  8.009856449E-02 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -4.142172758E-02  6.016934176E-04  2.448951250E-02  4.813718029E-02  3.794270875E-02 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -5.417000631E-02 -2.515343631E-04 -3.159055456E-02  6.271801510E-02  6.342346109E-02 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -5.331384643E-02  1.142765432E-03  3.085109831E-02  6.161916148E-02  8.454079777E-02 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01 -3.576191376E-02  8.674903254E-04 -2.120948641E-02  4.159933195E-02  7.313759100E-02 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01 -3.665977985E-02  4.682284576E-04  2.162584792E-02  4.258741446E-02  5.185878553E-02 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -4.928812254E-02 -5.965764658E-04 -2.912794899E-02  5.726051075E-02  2.748676600E-02 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -4.724885405E-02 -5.609257416E-04  2.805587785E-02  5.496067244E-02  3.864969599E-02 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01 -3.663930288E-02 -1.649660371E-04 -2.132365330E-02  4.239869840E-02  1.128177751E-01 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01 -4.262663592E-02  2.883835137E-04  2.517147256E-02  4.952993672E-02  1.702424986E-02 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
