nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.252131992E-03 -2.261763031E-04 -1.269911306E-03  1.800294344E-03 -2.277523429E-03 -4.065676049E-01 -1.996539108E-03 -3.005391763E-01 
         2  3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.076503820E-03 -2.147031367E-04  1.093080772E-03  1.549877943E-03 -2.090414817E-03 -4.065676049E-01 -1.996539108E-03  3.005391763E-01 
         3 -3.006894509E-01  5.983957916E-03 -4.064173303E-01 -9.728831279E-04 -2.519064827E-04 -9.520187214E-04  1.392269097E-03 -1.161558772E-03 -4.064173303E-01  5.983957916E-03 -3.006894509E-01 
         4  3.006894509E-01  5.983957916E-03 -4.064173303E-01 -8.721806822E-04 -2.516665755E-04  8.522893420E-04  1.245591476E-03 -1.148739029E-03 -4.064173303E-01  5.983957916E-03  3.006894509E-01 
         5 -3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.129445684E-03 -1.414638762E-04 -1.160507677E-03  1.630635170E-03 -2.252482551E-03 -4.061172072E-01 -9.954414546E-03 -3.009895740E-01 
         6  3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.058709974E-03 -7.314962818E-05  1.074778389E-03  1.514523258E-03 -2.204151672E-03 -4.061172072E-01 -9.954414546E-03  3.009895740E-01 
         7 -3.014386950E-01  1.389665431E-02 -4.056680862E-01 -1.132419445E-03 -1.011939228E-04 -1.124593675E-03  1.603551383E-03 -8.660478429E-05 -4.056680862E-01  1.389665431E-02 -3.014386950E-01 
         8  3.014386950E-01  1.389665431E-02 -4.056680862E-01 -8.874751485E-04 -1.126128578E-04  8.723640005E-04  1.253500382E-03 -2.376452392E-04 -4.056680862E-01  1.389665431E-02  3.014386950E-01 
         9 -3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.043050260E-03  3.042618706E-05 -1.035249906E-03  1.475410420E-03 -2.112810222E-03 -4.050712405E-01 -1.779950249E-02 -3.020355407E-01 
        10  3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.080447131E-03 -1.232668799E-05  1.102061966E-03  1.544594226E-03 -1.312829837E-03 -4.050712405E-01 -1.779950249E-02  3.020355407E-01 
        11 -3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.346642477E-03  5.773365602E-05 -1.390403999E-03  1.937259833E-03  1.226973992E-04 -4.043283618E-01  2.165189605E-02 -3.027784194E-01 
        12  3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.097170897E-03  5.810667144E-07  1.114112681E-03  1.564520857E-03  5.413658611E-05 -4.043283618E-01  2.165189605E-02  3.027784194E-01 
        13 -3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -9.697311689E-04  1.287247466E-04 -9.212993891E-04  1.352928023E-03 -1.442120760E-03 -4.034415559E-01 -2.544291496E-02 -3.036652253E-01 
        14  3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -1.088741383E-03 -5.196608849E-05  1.127148480E-03  1.568322861E-03 -1.201417976E-03 -4.034415559E-01 -2.544291496E-02  3.036652253E-01 
