nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.020920021E-02 -8.218508932E-05 -5.974262614E-03  1.183085281E-02 -1.470037355E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.001069168E-02  2.204677235E-04  5.866891417E-03  1.160907134E-02 -3.228701100E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -1.093954841E-02 -2.920480543E-05 -6.403973891E-03  1.267872703E-02  1.388233087E-03 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -9.436970546E-03 -1.149472072E-04  5.510834198E-03  1.093371698E-02 -3.799573616E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -9.849409053E-03  1.673182824E-05 -5.768146251E-03  1.141736454E-02  1.934588619E-04 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -1.051454787E-02  3.575922850E-04  6.097721123E-03  1.216593800E-02 -9.222322150E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -1.119711128E-02  4.458314142E-04 -6.656332225E-03  1.303684558E-02  2.712441713E-04 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -9.430067557E-03  2.616262137E-04  5.614083526E-03  1.098595481E-02  1.617300322E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -1.104778428E-02 -1.147195641E-04 -6.500307080E-03  1.282043841E-02  2.305111387E-03 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -1.138622023E-02  3.914782696E-04  6.567540445E-03  1.315460860E-02  1.526148732E-04 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
