nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.334275268E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.334981548E-08  5.128646080E-06  1.059812416E-08 -5.128633802E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.337076139E-08  1.000044813E-05  3.188182163E-08 -1.000039265E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.339582045E-08  1.462832824E-05  6.446586553E-08 -1.462817272E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.341664735E-08  1.902603253E-05  1.079223324E-07 -1.902570511E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.343370926E-08  2.320667227E-05  1.606428270E-07 -2.320608110E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.344648481E-08  2.718298856E-05  2.216968085E-07 -2.718202086E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.345498823E-08  3.096725413E-05  2.900789013E-07 -3.096579894E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.345896727E-08  3.457138155E-05  3.650119140E-07 -3.456932245E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.345823275E-08  3.800691411E-05  4.458091780E-07 -3.800411287E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.345255463E-08  4.128506043E-05  5.319193406E-07 -4.128138971E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.344169931E-08  4.441671990E-05  6.229061569E-07 -4.441202691E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.342541456E-08  4.741251178E-05  7.184484048E-07 -4.740665827E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.340342859E-08  5.028276064E-05  8.183310456E-07 -5.027559018E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.337545541E-08  5.303754369E-05  9.224448831E-07 -5.302889622E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.334119126E-08  5.568667257E-05  1.030776843E-06 -5.567637709E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.330032440E-08  5.823971878E-05  1.143409122E-06 -5.822758976E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.325253329E-08  6.070601376E-05  1.260517820E-06 -6.069185474E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.319747511E-08  6.309464516E-05  1.382370101E-06 -6.307825242E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.313479459E-08  6.541447510E-05  1.509319759E-06 -6.539561582E-05  1.472868025E-01  8.499999642E-01 
