nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  2.343823269E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  2.344962624E-08  9.260696061E-06  1.767994817E-08 -9.260676052E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  2.348370742E-08  1.806339424E-05  5.293668437E-08 -1.806330692E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  2.352399697E-08  2.643659536E-05  1.065108890E-07 -2.643635344E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  2.355639594E-08  3.441017907E-05  1.774732397E-07 -3.440966975E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  2.358146922E-08  4.201225602E-05  2.630105769E-07 -4.201134288E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  2.359795204E-08  4.926972542E-05  3.615024298E-07 -4.926825568E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  2.360558682E-08  5.620816228E-05  4.713038209E-07 -5.620596130E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  2.360340190E-08  6.285199925E-05  5.912528991E-07 -6.284889241E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  2.359064055E-08  6.922459579E-05  7.204193366E-07 -6.922039029E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  2.356634887E-08  7.534834731E-05  8.582247233E-07 -7.534286124E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  2.352953565E-08  8.124473970E-05  1.004388196E-06 -8.123775478E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  2.347911554E-08  8.693443669E-05  1.158942609E-06 -8.692570555E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  2.341395344E-08  9.243731620E-05  1.322223056E-06 -9.242662054E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  2.333284144E-08  9.777260857E-05  1.494879484E-06 -9.775964281E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  2.323447745E-08  1.029588529E-04  1.677871182E-06 -1.029433261E-04  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  2.311750080E-08  1.080139918E-04  1.872466669E-06 -1.079955546E-04  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  2.298048685E-08  1.129554221E-04  2.080255854E-06 -1.129336597E-04  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  2.282192568E-08  1.178000020E-04  2.303154133E-06 -1.177744562E-04  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  2.264020083E-08  1.225641463E-04  2.543411028E-06 -1.225342276E-04  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  2.243360697E-08  1.272637455E-04  2.803615644E-06 -1.272288209E-04  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  2.220032336E-08  1.319142611E-04  3.086709285E-06 -1.318735449E-04  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  2.193840309E-08  1.365307689E-04  3.395997510E-06 -1.364833151E-04  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  2.164572876E-08  1.411278936E-04  3.735155815E-06 -1.410725963E-04  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  2.132003374E-08  1.457198814E-04  4.108242138E-06 -1.456554164E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  2.095891105E-08  1.503205713E-04  4.519712547E-06 -1.502453379E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  2.055976012E-08  1.549434091E-04  4.974439889E-06 -1.548554865E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  2.011975475E-08  1.596014481E-04  5.477721970E-06 -1.594985224E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.963586804E-08  1.643072756E-04  6.035290426E-06 -1.641866111E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.910479952E-08  1.690730860E-04  6.653327546E-06 -1.689314377E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.852299469E-08  1.739106665E-04  7.338475370E-06 -1.737441053E-04  2.325581461E-01  8.499999642E-01 
