cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  6.499999762E-01  1.367114764E-02  5.037796655E-05  1.110749281E-06 -5.036572111E-05 -6.984479661E-09  1.367199887E-02  6.365840435E-01 
         2  6.499999762E-01  4.101344198E-02  1.419214823E-04  7.594432645E-06 -1.417181484E-04 -6.129631025E-09  4.101512581E-02  6.368364096E-01 
         3  6.499999762E-01  6.835579127E-02  2.245768992E-04  1.702592454E-05 -2.239305613E-04 -4.573101009E-09  6.835825741E-02  6.370881200E-01 
         4  6.499999762E-01  9.569638968E-02  2.987253247E-04  2.951559873E-05 -2.972636139E-04 -5.236461043E-09  9.570451826E-02  6.372618675E-01 
         5  6.499999762E-01  1.230352074E-01  3.644285025E-04  4.359563172E-05 -3.618115152E-04 -8.145537578E-09  1.230376139E-01  6.373719573E-01 
         6  6.499999762E-01  1.503740102E-01  4.219943075E-04  5.888933811E-05 -4.178650852E-04 -1.391512061E-08  1.503812820E-01  6.374823451E-01 
         7  6.499999762E-01  1.779032201E-01  4.718176788E-04  7.519331848E-05 -4.657873942E-04 -2.292737200E-08  1.778985113E-01  6.375083327E-01 
         8  6.499999762E-01  2.056225240E-01  5.138471024E-04  9.255205077E-05 -5.054433132E-04 -3.555117090E-08  2.056317776E-01  6.374404430E-01 
         9  6.499999762E-01  2.333417386E-01  5.476178485E-04  1.107262433E-04 -5.363068194E-04 -5.183814267E-08  2.333447933E-01  6.373699307E-01 
        10  6.499999762E-01  2.610903382E-01  5.730130360E-04  1.298300049E-04 -5.581111764E-04 -7.181063211E-08  2.611397207E-01  6.373199821E-01 
        11  6.499999762E-01  2.888658643E-01  5.895988434E-04  1.495865436E-04 -5.703075440E-04 -9.541606971E-08  2.889480591E-01  6.372898817E-01 
        12  6.499999762E-01  3.166411221E-01  5.968878977E-04  1.699269778E-04 -5.721887574E-04 -1.220393813E-07  3.167560995E-01  6.372374296E-01 
        13  6.499999762E-01  3.446536660E-01  5.956478999E-04  1.904025848E-04 -5.643963814E-04 -1.514947456E-07  3.447848856E-01  6.372049451E-01 
        14  6.499999762E-01  3.729023039E-01  5.844507250E-04  2.105815074E-04 -5.451954785E-04 -1.828959029E-07  3.730301559E-01  6.371293664E-01 
        15  6.499999762E-01  4.011511207E-01  5.642452743E-04  2.297236497E-04 -5.153637612E-04 -2.148889280E-07  4.012625813E-01  6.370608807E-01 
        16  6.499999762E-01  4.295459092E-01  5.359766074E-04  2.472800843E-04 -4.755244008E-04 -2.466026103E-07  4.296244085E-01  6.369871497E-01 
        17  6.499999762E-01  4.580878615E-01  5.010149907E-04  2.628533111E-04 -4.265257157E-04 -2.769310186E-07  4.581435919E-01  6.368667483E-01 
        18  6.499999762E-01  4.866305590E-01  4.614422796E-04  2.757298644E-04 -3.700027009E-04 -3.046415600E-07  4.866569042E-01  6.367632747E-01 
        19  6.500000358E-01  5.150213242E-01  4.198787792E-04  2.856519714E-04 -3.077355213E-04 -3.287448749E-07  5.150454640E-01  6.366542578E-01 
        20  6.499999762E-01  5.332911015E-01  3.790893243E-04  2.923045540E-04 -2.413851034E-04 -3.486683227E-07  5.432975292E-01  6.365854740E-01 
        21  6.499999762E-01  5.474104881E-01  3.543954808E-04  2.545210009E-04 -2.466074366E-04 -3.707647522E-07  5.432276130E-01  6.633958817E-01 
        22  6.499999762E-01  5.714989305E-01  3.120453912E-04  2.587642230E-04 -1.743943867E-04 -3.871707861E-07  5.714828968E-01  6.633569598E-01 
