nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.204820776E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.205352440E-08  4.390851245E-06  7.989889639E-09 -4.390842150E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.206929579E-08  8.557159163E-06  2.403657717E-08 -8.557122783E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.208812961E-08  1.250964215E-05  4.859414204E-08 -1.250953846E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.210376510E-08  1.625978075E-05  8.133280716E-08 -1.625956065E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.211653178E-08  1.981860260E-05  1.210368907E-07 -1.981820242E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.212604417E-08  2.319688610E-05  1.669913559E-07 -2.319623491E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.213233869E-08  2.640508137E-05  2.184343231E-07 -2.640410275E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.213519951E-08  2.945339475E-05  2.747684960E-07 -2.945200322E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.213451561E-08  3.235175973E-05  3.354596458E-07 -3.234987526E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.213012801E-08  3.510988972E-05  4.000814329E-07 -3.510741226E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.212187684E-08  3.773726348E-05  4.682874248E-07 -3.773409844E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.210958622E-08  4.024314694E-05  5.398161420E-07 -4.023919610E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.209307587E-08  4.263659139E-05  6.144847475E-07 -4.263175288E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.207214417E-08  4.492645894E-05  6.921845284E-07 -4.492062362E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.204658684E-08  4.712139707E-05  7.728764899E-07 -4.711444853E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.201619515E-08  4.922986409E-05  8.565907592E-07 -4.922168591E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.198074706E-08  5.126011092E-05  9.434226627E-07 -5.125056850E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.194001609E-08  5.322018114E-05  1.033529315E-06 -5.320914352E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.189376064E-08  5.511792187E-05  1.127128940E-06 -5.510523624E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.184172760E-08  5.696098378E-05  1.224498533E-06 -5.694648280E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.178364517E-08  5.875678471E-05  1.325971766E-06 -5.874029739E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.171923003E-08  6.051253877E-05  1.431935061E-06 -6.049386866E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.164818375E-08  6.223526725E-05  1.542830319E-06 -6.221420335E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.157017060E-08  6.393172953E-05  1.659152531E-06 -6.390803173E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.148486461E-08  6.560850306E-05  1.781448645E-06 -6.558188761E-05  1.937984526E-01  8.499999642E-01 
