nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  2.050149916E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  2.051349668E-08  8.152591363E-06  1.820527018E-08 -8.152568626E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  2.054919790E-08  1.590157080E-05  5.467160591E-08 -1.590146712E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  2.059179849E-08  2.327114089E-05  1.103460434E-07 -2.327085713E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  2.062683180E-08  3.028668289E-05  1.844267956E-07 -3.028607534E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  2.065497462E-08  3.697206557E-05  2.741004721E-07 -3.697097418E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  2.067523219E-08  4.335016638E-05  3.777641666E-07 -4.334839468E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  2.068743044E-08  4.944272951E-05  4.937440963E-07 -4.944007378E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  2.069085348E-08  5.527053872E-05  6.207901606E-07 -5.526678433E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  2.068495597E-08  6.085349742E-05  7.578537407E-07 -6.084841152E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  2.066905225E-08  6.621066859E-05  9.041823432E-07 -6.620399654E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  2.064243887E-08  7.136036584E-05  1.059274155E-06 -7.135185297E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  2.060432358E-08  7.632018242E-05  1.222886681E-06 -7.630957407E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  2.055386972E-08  8.110710769E-05  1.395024810E-06 -8.109408373E-05  1.007751971E-01  8.499999642E-01 
