nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.852517428E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.853665665E-08  7.412538253E-06  1.729717525E-08 -7.412515060E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.857076803E-08  1.445870021E-05  5.199104081E-08 -1.445859834E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.861156029E-08  2.115975803E-05  1.050401011E-07 -2.115947791E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.864534482E-08  2.753803528E-05  1.757220787E-07 -2.753744047E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.867284105E-08  3.361457493E-05  2.614016807E-07 -3.361349081E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.869310928E-08  3.940956958E-05  3.605746031E-07 -3.940780880E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.870606248E-08  4.494221866E-05  4.716354738E-07 -4.493958477E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.871115884E-08  5.023095582E-05  5.933802640E-07 -5.022721962E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.870793298E-08  5.529340706E-05  7.247782605E-07 -5.528833572E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.869585198E-08  6.014650717E-05  8.650525842E-07 -6.013985694E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.867434207E-08  6.480655429E-05  1.013645033E-06 -6.479807053E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.864278509E-08  6.928922812E-05  1.170218525E-06 -6.927864888E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.860053089E-08  7.360967720E-05  1.334650619E-06 -7.359669689E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.854688136E-08  7.778251165E-05  1.507029765E-06 -7.776684652E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.848109221E-08  8.182189777E-05  1.687649501E-06 -8.180319855E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.840238717E-08  8.574154344E-05  1.877004138E-06 -8.571944636E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.830997221E-08  8.955474914E-05  2.075793191E-06 -8.952886856E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.820296802E-08  9.327439329E-05  2.284918764E-06 -9.324427083E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.808046513E-08  9.691300511E-05  2.505480779E-06 -9.687814600E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.794152205E-08  1.004827645E-04  2.738782769E-06 -1.004426013E-04  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.778511383E-08  1.039955023E-04  2.986337449E-06 -1.039493800E-04  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.761014445E-08  1.074627144E-04  3.249860811E-06 -1.074099127E-04  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.741544864E-08  1.108956058E-04  3.531275752E-06 -1.108352517E-04  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.719978471E-08  1.143050395E-04  3.832722086E-06 -1.142361580E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.696184171E-08  1.177016020E-04  4.156560408E-06 -1.176230653E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.670018790E-08  1.210955597E-04  4.505378456E-06 -1.210060436E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.641328851E-08  1.244969026E-04  4.881993846E-06 -1.243948645E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.609950218E-08  1.279152930E-04  5.289455657E-06 -1.277989941E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.575705966E-08  1.313601242E-04  5.731058991E-06 -1.312275126E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.538406558E-08  1.348404621E-04  6.210354059E-06 -1.346891222E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.497844515E-08  1.383650524E-04  6.731147550E-06 -1.381922630E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.453799570E-08  1.419423497E-04  7.297509001E-06 -1.417449239E-04  2.480620146E-01  8.499999642E-01 
