nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -3.212478269E-02 -8.918216189E-05 -5.643410434E-02  6.494434715E-02 -8.079942556E-03 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -2.473287418E-02  1.965135222E-04  4.338353241E-02  4.994538853E-02  5.756838497E-03 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.451482828E-02 -1.352258913E-04 -4.318011928E-02  4.965959364E-02  2.477449350E-02 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.534262247E-02  8.120418041E-05  4.453907725E-02  5.125214537E-02  7.406187145E-02 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.506082245E-02 -5.798045187E-04 -4.430265784E-02  5.091062866E-02  5.701949221E-02 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.258503056E-02  7.510354793E-04  3.956413926E-02  4.557167404E-02  3.332968354E-02 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.050873807E-02 -2.948155421E-04 -3.590276694E-02  4.135314208E-02  5.932924941E-02 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.436356399E-02  2.065497265E-04  4.292089345E-02  4.937866754E-02 -1.433185037E-02 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.169033797E-02 -9.534307356E-04 -3.864293849E-02  4.432905741E-02  4.287470908E-02 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.369643434E-02  8.239893412E-04  4.120509513E-02  4.754714537E-02  7.094269940E-02 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.158256598E-02 -6.933776464E-04 -3.749863338E-02  4.327803474E-02  2.047140375E-02 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.710198105E-02  4.355142429E-04  4.828687300E-02  5.540411754E-02  2.349662780E-02 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.895261675E-01  1.996539108E-03 -3.114648871E-01 -2.347585441E-02 -5.988729659E-05 -4.065637703E-02  4.695544476E-02 -8.327383211E-02 -3.114648871E-01  1.996539108E-03 -3.895261675E-01 
