nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.286150852E-09  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.286220574E-09  3.245534117E-07  9.627949826E-11 -3.245533549E-07  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.286418971E-09  6.295264257E-07  2.925129028E-10 -6.295261414E-07  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.286660556E-09  9.157269005E-07  5.953844084E-10 -9.157262184E-07  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.286874274E-09  1.184050461E-06  1.003932271E-09 -1.184049211E-06  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.287060014E-09  1.435387276E-06  1.505363723E-09 -1.435385002E-06  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.287214890E-09  1.670631718E-06  2.091837370E-09 -1.670627739E-06  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.287339790E-09  1.890676458E-06  2.755204065E-09 -1.890670319E-06  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.287433826E-09  2.096413937E-06  3.488501488E-09 -2.096405296E-06  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.287496221E-09  2.288733413E-06  4.285258370E-09 -2.288720680E-06  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.287526308E-09  2.468518460E-06  5.139832115E-09 -2.468502089E-06  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.287523865E-09  2.636646968E-06  6.047331524E-09 -2.636625368E-06  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.287488227E-09  2.793986368E-06  7.003535973E-09 -2.793959084E-06  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.287418838E-09  2.941393404E-06  8.004714225E-09 -2.941359298E-06  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.287314699E-09  3.079709131E-06  9.047703919E-09 -3.079667067E-06  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.287175699E-09  3.209758461E-06  1.012999729E-08 -3.209707756E-06  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.287000728E-09  3.332346523E-06  1.124955240E-08 -3.332286269E-06  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.286788898E-09  3.448257303E-06  1.240471725E-08 -3.448185680E-06  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.286539320E-09  3.558249773E-06  1.359436119E-08 -3.558166327E-06  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.286251439E-09  3.663056987E-06  1.481776835E-08 -3.662960808E-06  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.285924256E-09  3.763385166E-06  1.607454791E-08 -3.763274435E-06  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.285556772E-09  3.859910521E-06  1.736458444E-08 -3.859784101E-06  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.285148432E-09  3.953278792E-06  1.868825805E-08 -3.953135547E-06  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.284698237E-09  4.044103207E-06  2.004637167E-08 -4.043942681E-06  1.782945693E-01  8.499999642E-01 
