nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01  0.000000000E+00 -2.974652184E-04 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01  0.000000000E+00 -6.806831978E-05 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01  0.000000000E+00 -1.181988199E-04 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01  0.000000000E+00 -8.995170561E-05 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01  0.000000000E+00 -1.069843525E-04 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01  0.000000000E+00 -3.844835741E-05 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01  0.000000000E+00  3.860799951E-05 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01  0.000000000E+00 -1.150132912E-04 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01  0.000000000E+00  7.125124226E-05 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01  0.000000000E+00  6.986331367E-05 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01  0.000000000E+00 -1.153547215E-04 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01  0.000000000E+00 -1.377948027E-04 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.977364419E-01 -2.544291496E-02 -3.111002746E-01  0.000000000E+00  7.696315260E-05 -3.111002746E-01 -2.544291496E-02 -3.977364419E-01 
        14  3.977364419E-01 -2.544291496E-02 -3.111002746E-01  0.000000000E+00  8.002925414E-05 -3.111002746E-01 -2.544291496E-02  3.977364419E-01 
        15 -3.984635027E-01  2.916181316E-02 -3.098409683E-01  0.000000000E+00 -1.502507509E-04 -3.098409683E-01  2.916181316E-02 -3.984635027E-01 
        16  3.984635027E-01  2.916181316E-02 -3.098409683E-01  0.000000000E+00 -2.833618274E-04 -3.098409683E-01  2.916181316E-02  3.984635027E-01 
        17 -3.989930592E-01  8.851651586E-03 -3.089237497E-01  2.897640729E-03  0.000000000E+00 -3.089237497E-01  8.851651586E-03 -3.989930592E-01 
        18  3.991083449E-01  1.877181432E-03 -3.087240689E-01  3.184640267E-03  0.000000000E+00 -3.087240689E-01  1.877181432E-03  3.991083449E-01 
        19 -3.992884970E-01 -3.279804903E-02 -3.084120363E-01  0.000000000E+00 -1.450078218E-05 -3.084120363E-01 -3.279804903E-02 -3.992884970E-01 
        20  3.992884970E-01 -3.279804903E-02 -3.084120363E-01  0.000000000E+00 -9.349559784E-05 -3.084120363E-01 -3.279804903E-02  3.992884970E-01 
        21 -3.994932445E-01  2.779088526E-03 -3.080574033E-01  3.565264234E-03  0.000000000E+00 -3.080574033E-01  2.779088526E-03 -3.994932445E-01 
        22  3.995530335E-01  1.603117675E-02 -3.079538456E-01  2.865687945E-03  0.000000000E+00 -3.079538456E-01  1.603117675E-02  3.995530335E-01 
        23 -3.998105213E-01 -5.148731560E-03 -3.075078638E-01  3.761783206E-03  0.000000000E+00 -3.075078638E-01 -5.148731560E-03 -3.998105213E-01 
        24  3.998105213E-01 -5.148731560E-03 -3.075078638E-01  3.772248559E-03  0.000000000E+00 -3.075078638E-01 -5.148731560E-03  3.998105213E-01 
        25 -4.000244209E-01 -2.017135988E-02 -3.071373786E-01  2.740309719E-03  0.000000000E+00 -3.071373786E-01 -2.017135988E-02 -4.000244209E-01 
        26  4.000247559E-01  8.604558490E-03 -3.071367985E-01  3.786881908E-03  0.000000000E+00 -3.071367985E-01  8.604558490E-03  4.000247559E-01 
        27 -4.001277980E-01 -1.307655165E-02 -3.069583243E-01  3.476512895E-03  0.000000000E+00 -3.069583243E-01 -1.307655165E-02 -4.001277980E-01 
        28  4.001277980E-01 -1.307655165E-02 -3.069583243E-01  3.493853513E-03  0.000000000E+00 -3.069583243E-01 -1.307655165E-02  4.001277980E-01 
        29 -4.002090862E-01  3.634131527E-02 -3.068175290E-01  0.000000000E+00 -1.395995108E-04 -3.068175290E-01  3.634131527E-02 -4.002090862E-01 
