nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -2.707537245E-04  4.410570228E-06 -4.715388911E-04  5.440189813E-04 -2.974652184E-04 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -3.018805765E-04 -1.979554594E-05  5.306459343E-04  6.111460931E-04 -6.806831978E-05 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.521035646E-04 -2.843836781E-05 -4.367979174E-04  5.054091951E-04 -1.181988199E-04 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.747043937E-04  2.449156859E-05  4.861845758E-04  5.597274655E-04 -8.995170561E-05 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.810257581E-04  3.884994903E-05 -4.821092428E-04  5.596545475E-04 -1.069843525E-04 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.862058254E-04  7.941144686E-06  4.991750791E-04  5.757682247E-04 -3.844835741E-05 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.659650454E-04  1.723715422E-05 -4.768281789E-04  5.472188662E-04  3.860799951E-05 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.451342041E-04  5.057796206E-06  4.330184943E-04  4.991952671E-04 -1.150132912E-04 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.721090191E-04  1.247923376E-05 -4.734881351E-04  5.465584034E-04  7.125124226E-05 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.711850627E-04  4.751054200E-06  4.761039188E-04  5.482168354E-04  6.986331367E-05 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.714029070E-04  3.888624619E-05 -4.991085333E-04  5.699687099E-04 -1.153547215E-04 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.266479706E-04  4.494995898E-05  4.240455524E-04  4.830663774E-04 -1.377948027E-04 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.895261675E-01  1.996539108E-03 -3.114648871E-01 -2.609431668E-04 -3.592354738E-06 -4.504194052E-04  5.211037659E-04 -3.407811562E-04 -3.114648871E-01  1.996539108E-03 -3.895261675E-01 
        14  3.895261675E-01  1.996539108E-03 -3.114648871E-01 -2.866403609E-04  6.203590732E-06  4.988626761E-04  5.764578174E-04 -9.397724372E-05 -3.114648871E-01  1.996539108E-03  3.895261675E-01 
        15 -3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -2.681785663E-04  1.411948408E-05 -4.608275035E-04  5.338828206E-04 -3.338186448E-04 -3.112808391E-01 -5.983957916E-03 -3.896324276E-01 
        16  3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -2.804970526E-04 -1.316120463E-05  4.861136464E-04  5.617459099E-04 -1.338614993E-04 -3.112808391E-01 -5.983957916E-03  3.896324276E-01 
        17 -3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -2.599345076E-04 -2.837339379E-05 -4.788529145E-04  5.458554537E-04  7.696315260E-05 -3.111002746E-01 -2.544291496E-02 -3.977364419E-01 
        18  3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -2.492516346E-04 -3.413800599E-05  4.643839868E-04  5.286359003E-04  8.002925414E-05 -3.111002746E-01 -2.544291496E-02  3.977364419E-01 
        19 -3.898446467E-01  9.954414546E-03 -3.109132648E-01 -2.449818756E-04  8.288961912E-06 -4.282741523E-04  4.946868616E-04 -1.534917353E-04 -3.109132648E-01  9.954414546E-03 -3.898446467E-01 
        20  3.898446467E-01  9.954414546E-03 -3.109132648E-01 -2.492788477E-04  1.650490773E-05  4.358956702E-04  5.034044228E-04 -2.696044647E-04 -3.109132648E-01  9.954414546E-03  3.898446467E-01 
        21 -3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -2.663852396E-04  2.423567096E-05 -4.524077834E-04  5.261512787E-04 -5.511028951E-05 -3.103632062E-01 -1.389665431E-02 -3.901622232E-01 
        22  3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -2.553354359E-04  6.150563375E-06  4.400399211E-04  5.089893438E-04 -4.607231770E-05 -3.103632062E-01 -1.389665431E-02  3.901622232E-01 
        23 -3.984635027E-01  2.916181316E-02 -3.098409683E-01 -2.570813988E-04  2.832322611E-06 -4.542253809E-04  5.224366063E-04 -1.502507509E-04 -3.098409683E-01  2.916181316E-02 -3.984635027E-01 
        24  3.984635027E-01  2.916181316E-02 -3.098409683E-01 -2.264932316E-04  3.734293167E-05  4.294998007E-04  4.874343673E-04 -2.833618274E-04 -3.098409683E-01  2.916181316E-02  3.984635027E-01 
        25 -3.905842569E-01  1.779950249E-02 -3.096322224E-01 -2.506200814E-04  4.378605425E-05 -4.564538793E-04  5.227281364E-04 -1.635191086E-04 -3.096322224E-01  1.779950249E-02 -3.905842569E-01 
        26  3.905842569E-01  1.779950249E-02 -3.096322224E-01 -2.387263252E-04  2.283793037E-05  4.266654836E-04  4.906427898E-04 -2.288235085E-04 -3.096322224E-01  1.779950249E-02  3.905842569E-01 
        27 -3.911091483E-01 -2.165189605E-02 -3.087221528E-01 -2.440421440E-04 -8.037755350E-06 -4.300599738E-04  4.955778107E-04  3.522257517E-05 -3.087221528E-01 -2.165189605E-02 -3.911091483E-01 
        28  3.911091489E-01 -2.165189605E-02 -3.087221531E-01 -2.419322344E-04 -8.208853848E-06  4.251366681E-04  4.894610670E-04 -2.949950557E-05 -3.087221531E-01 -2.165189605E-02  3.911091489E-01 
        29 -3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -2.693615535E-04 -4.787023328E-05 -5.204618019E-04  5.881207720E-04 -1.450078218E-05 -3.084120363E-01 -3.279804903E-02 -3.992884970E-01 
        30  3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -2.269968239E-04 -5.374480448E-05  4.503153849E-04  5.074729887E-04 -9.349559784E-05 -3.084120363E-01 -3.279804903E-02  3.992884970E-01 
        31  3.843311592E-01  7.621264178E-03 -3.080479500E-01 -2.494796146E-04  8.079128703E-06  4.329684597E-04  5.000281494E-04 -1.732334991E-04 -3.080479500E-01  7.621264178E-03  3.843311592E-01 
        32 -3.835021102E-01 -1.996539108E-03 -3.079868960E-01 -2.537693964E-04  7.532335439E-06 -4.394323207E-04  5.076524293E-04 -1.116001411E-04 -3.079868960E-01 -1.996539108E-03 -3.835021102E-01 
        33  3.858677374E-01  1.411198055E-02 -3.078365258E-01 -2.382848371E-04  1.977949034E-05  4.202688835E-04  4.836749451E-04 -2.184120670E-04 -3.078365258E-01  1.411198055E-02  3.858677374E-01 
        34 -3.836059938E-01  5.983957916E-03 -3.078014759E-01 -2.483317298E-04  2.123121221E-05 -4.344095375E-04  5.009535181E-04 -1.227890215E-04 -3.078014759E-01  5.983957916E-03 -3.836059938E-01 
        35 -3.917154174E-01  2.544291496E-02 -3.076240345E-01 -2.520517183E-04  2.537497585E-05 -4.531676509E-04  5.199645491E-04 -3.738797450E-04 -3.076240345E-01  2.544291496E-02 -3.917154174E-01 
        36  3.917153871E-01  2.544291496E-02 -3.076240170E-01 -2.396217889E-04  2.979843076E-05  4.353833761E-04  4.981357052E-04 -3.725502313E-04 -3.076240170E-01  2.544291496E-02  3.917153871E-01 
        37  3.827084492E-01 -1.072506780E-03 -3.075505113E-01 -2.687857086E-04 -3.402213915E-06  4.654479418E-04  5.378411019E-04 -1.164754322E-04 -3.075505113E-01 -1.072506780E-03  3.827084492E-01 
        38 -3.838188019E-01 -9.954414546E-03 -3.074342417E-01 -2.519479876E-04 -6.191293670E-06 -4.376935061E-04  5.052210032E-04 -1.064839888E-04 -3.074342417E-01 -9.954414546E-03 -3.838188019E-01 
        39  3.838189030E-01 -9.954414546E-03 -3.074343000E-01 -2.479473431E-04  5.847410631E-06  4.295224079E-04  4.962345031E-04 -1.155695771E-04 -3.074343000E-01 -9.954414546E-03  3.838189030E-01 
        40 -3.841376463E-01  1.389665431E-02 -3.068849151E-01 -2.392759904E-04  3.730416035E-05 -4.288942946E-04  4.926625265E-04 -1.710774954E-04 -3.068849151E-01  1.389665431E-02 -3.841376463E-01 
        41 -4.002090862E-01  3.634131527E-02 -3.068175290E-01 -2.334106502E-04  4.369387999E-05 -4.602921820E-04  5.182593669E-04 -1.395995108E-04 -3.068175290E-01  3.634131527E-02 -4.002090862E-01 
        42  4.002090862E-01  3.634131527E-02 -3.068175290E-01 -2.331135818E-04  3.981097395E-05  4.499908544E-04  5.089209734E-04 -3.161930597E-04 -3.068175290E-01  3.634131527E-02  4.002090862E-01 
        43 -3.924432446E-01 -2.916181316E-02 -3.063651707E-01 -2.469115905E-04 -4.070388667E-05 -4.617529645E-04  5.253081083E-04  1.802945634E-05 -3.063651707E-01 -2.916181316E-02 -3.924432446E-01 
        44  3.924432737E-01 -2.916181316E-02 -3.063651875E-01 -2.327815740E-04 -3.078639881E-05  4.298264786E-04  4.905989313E-04 -5.869418135E-05 -3.063651875E-01 -2.916181316E-02  3.924432737E-01 
        45 -3.845657714E-01 -1.779910830E-02 -3.061575594E-01 -2.443782673E-04 -3.287550591E-06 -4.245667994E-04  4.905665552E-04 -4.423618741E-05 -3.061575594E-01 -1.779910830E-02 -3.845657714E-01 
        46  3.845658194E-01 -1.779910886E-02 -3.061575869E-01 -2.399189858E-04  4.934945558E-06  4.145299506E-04  4.791552203E-04 -1.177854245E-04 -3.061575869E-01 -1.779910886E-02  3.845658194E-01 
        47 -3.850892824E-01  2.163150366E-02 -3.052536781E-01 -2.400080478E-04  3.803262818E-05 -4.381226267E-04  5.010854481E-04 -2.582508188E-04 -3.052536781E-01  2.163150366E-02 -3.850892824E-01 
        48 -4.012226608E-01 -3.978156811E-02 -3.050619663E-01 -2.596277856E-04 -2.518427705E-05 -4.851350448E-04  5.514099503E-04 -1.932276926E-04 -3.050619663E-01 -3.978156811E-02 -4.012226608E-01 
        49  4.012226608E-01 -3.978156811E-02 -3.050619663E-01 -2.475049855E-04 -3.044574048E-05  4.720216570E-04  5.344023308E-04 -2.490383567E-04 -3.050619663E-01 -3.978156811E-02  4.012226608E-01 
        50  3.789364200E-01  6.928807213E-03 -3.050112239E-01 -2.592396761E-04  5.026040921E-06  4.552213216E-04  5.247267315E-04 -9.650549664E-05 -3.050112239E-01  6.928807213E-03  3.789364200E-01 
        51  3.844226477E-01  2.128371207E-02 -3.049887060E-01 -2.433742937E-04  2.157928435E-05  4.338616037E-04  4.983711985E-04 -1.662644059E-04 -3.049887060E-01  2.128371207E-02  3.844226477E-01 
        52 -3.932799415E-01  3.279804903E-02 -3.049429952E-01 -2.414731743E-04  2.462270982E-05 -4.439753997E-04  5.067612471E-04 -2.818461017E-04 -3.049429952E-01  3.279804903E-02 -3.932799415E-01 
        53  3.932799403E-01  3.279804903E-02 -3.049429945E-01 -2.451824172E-04  3.507036157E-05  4.582282876E-04  5.212528357E-04 -4.110155205E-04 -3.049429945E-01  3.279804903E-02  3.932799403E-01 
        54  3.805803872E-01  1.373839083E-02 -3.048653851E-01 -2.366689768E-04  1.579470657E-05  4.158371498E-04  4.789082067E-04 -1.294869017E-04 -3.048653851E-01  1.373839083E-02  3.805803872E-01 
        55  3.802616447E-01 -1.337210348E-02 -3.047590822E-01 -2.466064580E-04  1.404274099E-05  4.228643556E-04  4.897958227E-04 -9.172876776E-05 -3.047590822E-01 -1.337210348E-02  3.802616447E-01 
        56 -3.769855327E-01  2.971477449E-03 -3.041872416E-01 -2.515116024E-04  1.308522087E-05 -4.369146209E-04  5.043897587E-04  5.010868462E-06 -3.041872416E-01  2.971477449E-03 -3.769855327E-01 
        57 -3.772201425E-01 -5.173639278E-03 -3.041843965E-01 -2.493751105E-04  2.390852831E-06 -4.312972961E-04  4.984437785E-04 -1.683480749E-05 -3.041843965E-01 -5.173639278E-03 -3.772201425E-01 
        58 -3.857683864E-01 -2.546042348E-02 -3.041832210E-01 -2.337651667E-04 -2.604413462E-05 -4.242152364E-04  4.853521396E-04 -3.801830815E-05 -3.041832210E-01 -2.546042348E-02 -3.857683864E-01 
        59  3.857682371E-01 -2.546037582E-02 -3.041831546E-01 -2.402804556E-04 -9.476410858E-06  4.225490475E-04  4.863980362E-04 -1.234461170E-04 -3.041831546E-01 -2.546037582E-02  3.857682371E-01 
        60  3.765254175E-01  3.682192690E-04 -3.039885478E-01 -2.610268030E-04 -3.861930939E-06  4.538798660E-04  5.239339856E-04 -1.077151454E-04 -3.039885478E-01  3.682192690E-04  3.765254175E-01 
        61 -3.776392519E-01  1.018056630E-02 -3.038311033E-01 -2.472550101E-04  2.489753696E-05 -4.358488408E-04  5.018227027E-04 -3.591209101E-05 -3.038311033E-01  1.018056630E-02 -3.776392519E-01 
        62  3.768010913E-01 -6.994808220E-03 -3.037712864E-01 -2.419058732E-04  1.310884031E-05  4.170167816E-04  4.823436677E-04 -1.134238730E-04 -3.037712864E-01 -6.994808220E-03  3.768010913E-01 
        63 -3.941770865E-01 -3.634131527E-02 -3.033349524E-01 -2.541887550E-04 -2.415481336E-05 -4.653008054E-04  5.313333634E-04 -1.713686400E-04 -3.033349524E-01 -3.634131527E-02 -3.941770865E-01 
        64  3.941770864E-01 -3.634131527E-02 -3.033349523E-01 -2.472332619E-04 -2.441834431E-05  4.535535299E-04  5.178458564E-04 -2.455121449E-04 -3.033349523E-01 -3.634131527E-02  3.941770864E-01 
        65 -3.776656143E-01 -1.329204375E-02 -3.032769624E-01 -2.463572078E-04 -9.252882237E-06 -4.305768393E-04  4.964389313E-04 -2.405440047E-05 -3.032769624E-01 -1.329204375E-02 -3.776656143E-01 
        66 -4.023263478E-01  4.310905577E-02 -3.031503244E-01 -2.461622447E-04  3.696925387E-05 -4.831395269E-04  5.436861305E-04 -3.151536840E-04 -3.031503244E-01  4.310905577E-02 -4.023263478E-01 
        67  4.023263478E-01  4.310905577E-02 -3.031503244E-01 -2.446133110E-04  3.040171347E-05  4.733397379E-04  5.340046580E-04 -3.704068674E-04 -3.031503244E-01  4.310905577E-02  4.023263478E-01 
        68  3.866516685E-01  2.924005697E-02 -3.029832124E-01 -2.328942233E-04  3.660115499E-05  4.336319307E-04  4.937923029E-04 -2.088471154E-04 -3.029832124E-01  2.924005697E-02  3.866516685E-01 
        69 -3.864271052E-01  2.915805776E-02 -3.028935809E-01 -2.418800687E-04  2.925886660E-05 -4.426639193E-04  5.053917080E-04 -3.032830756E-04 -3.028935809E-01  2.915805776E-02 -3.864271052E-01 
        70 -3.785414413E-01  1.779639761E-02 -3.026801754E-01 -2.484515519E-04  2.590856946E-05 -4.426909336E-04  5.085984836E-04 -1.265633625E-04 -3.026801754E-01  1.779639761E-02 -3.785414413E-01 
        71  3.960643614E-01  3.966181256E-02 -3.021701616E-01 -2.484089809E-04  4.085497061E-05  4.835800661E-04  5.456363333E-04 -5.046042626E-04 -3.021701616E-01  3.966181256E-02  3.960643614E-01 
        72  3.788121752E-01 -2.053707873E-02 -3.019997951E-01 -2.452113055E-04 -5.629482418E-06  4.294586686E-04  4.949111822E-04 -3.355735960E-06 -3.019997951E-01 -2.053707873E-02  3.788121752E-01 
        73 -3.791076448E-01 -2.170581535E-02 -3.017742825E-01 -2.398287094E-04 -1.950274526E-05 -4.256165412E-04  4.890074177E-04 -5.551190411E-05 -3.017742825E-01 -2.170581535E-02 -3.791076448E-01 
        74 -3.952142123E-01  3.978156811E-02 -3.015929869E-01 -2.428336355E-04  4.010273674E-05 -4.701188869E-04  5.308765526E-04 -4.330124388E-04 -3.015929869E-01  3.978156811E-02 -3.952142123E-01 
        75  3.743698739E-01  1.250288764E-02 -3.015332402E-01 -2.314707214E-04  2.349432696E-05  4.084654197E-04  4.704668118E-04 -7.362358158E-05 -3.015332402E-01  1.250288764E-02  3.743698739E-01 
        76 -3.872499068E-01 -3.282425184E-02 -3.014468330E-01 -2.290177601E-04 -2.402056078E-05 -4.189300341E-04  4.783386590E-04 -1.070384082E-04 -3.014468330E-01 -3.282425184E-02 -3.872499068E-01 
        77  3.872499075E-01 -3.282425301E-02 -3.014468327E-01 -2.328979728E-04 -2.154925440E-05  4.246203801E-04  4.850402628E-04 -1.251437943E-04 -3.014468327E-01 -3.282425301E-02  3.872499075E-01 
        78  3.721616954E-01  4.808005826E-03 -3.012920581E-01 -2.500226167E-04 -1.031847046E-06  4.340035043E-04  5.015761279E-04 -8.539109190E-05 -3.012920581E-01  4.808005826E-03  3.721616954E-01 
        79  3.744619212E-01 -1.405577004E-02 -3.012637840E-01 -2.452520444E-04  4.355782651E-06  4.262088989E-04  4.919298646E-04 -8.040818826E-07 -3.012637840E-01 -1.405577004E-02  3.744619212E-01 
        80 -4.035170185E-01 -4.631434612E-02 -3.010880222E-01 -2.763809583E-04 -5.605434875E-06 -4.955115974E-04  5.675419175E-04 -4.229946914E-05 -3.010880222E-01 -4.631434612E-02 -4.035170185E-01 
        81  4.035170185E-01 -4.631434612E-02 -3.010880222E-01 -2.191791959E-04 -3.000747448E-05  4.305073564E-04  4.843208970E-04 -2.263397522E-04 -3.010880222E-01 -4.631434612E-02  4.035170185E-01 
        82  3.769575508E-01  2.004979055E-02 -3.010871747E-01 -2.376006885E-04  2.192976770E-05  4.245487962E-04  4.873120114E-04 -9.330688374E-05 -3.010871747E-01  2.004979055E-02  3.769575508E-01 
        83 -3.709490773E-01 -2.713398158E-04 -3.007695232E-01 -2.503502137E-04  4.754662940E-06 -4.339873667E-04  5.014139264E-04 -1.830494794E-05 -3.007695232E-01 -2.713398158E-04 -3.709490773E-01 
        84 -3.796860836E-01  2.541341658E-02 -3.006911709E-01 -2.464930110E-04  2.698886724E-05 -4.471962136E-04  5.116430768E-04 -1.349047710E-04 -3.006911709E-01  2.541341658E-02 -3.796860836E-01 
        85  3.707328415E-01 -1.875869201E-03 -3.006181536E-01 -2.307816699E-04  9.132462907E-06  3.989838784E-04  4.611517159E-04 -1.273141145E-04 -3.006181536E-01 -1.875869201E-03  3.707328415E-01 
        86 -3.711162239E-01  7.112616473E-03 -3.004762758E-01 -2.455272648E-04  8.245406600E-06 -4.266993391E-04  4.924769793E-04 -2.449219577E-06 -3.004762758E-01  7.112616473E-03 -3.711162239E-01 
        87  3.895666797E-01  3.668496854E-02 -3.004519650E-01 -2.411241799E-04  3.452759473E-05  4.559943732E-04  5.171589459E-04 -2.459578719E-04 -3.004519650E-01  3.668496854E-02  3.895666797E-01 
        88 -3.710684322E-01 -8.406497390E-03 -3.002932684E-01 -2.516444081E-04 -7.734176094E-07 -4.357675141E-04  5.033976447E-04  5.299345911E-05 -3.002932684E-01 -8.406497390E-03 -3.710684322E-01 
        89 -3.727314783E-01  1.488026481E-02 -3.000775376E-01 -2.424435858E-04  2.038307440E-05 -4.284214017E-04  4.928321274E-04 -3.109253020E-05 -3.000775376E-01  1.488026481E-02 -3.727314783E-01 
        90 -3.882356748E-01  3.623228780E-02 -2.999742757E-01 -2.387537532E-04  3.171909800E-05 -4.490322753E-04  5.096352213E-04 -3.139978118E-04 -2.999742757E-01  3.623228780E-02 -3.882356748E-01 
        91  3.795633243E-01  2.735018681E-02 -2.997798307E-01 -2.291525325E-04  3.082353835E-05  4.215533952E-04  4.812649081E-04 -1.445194919E-04 -2.997798307E-01  2.735018681E-02  3.795633243E-01 
        92 -3.963265238E-01 -4.310905577E-02 -2.996863244E-01 -2.659566618E-04 -1.138986435E-05 -4.769781147E-04  5.465888410E-04 -1.710601915E-04 -2.996863244E-01 -4.310905577E-02 -3.963265238E-01 
        93  3.963265238E-01 -4.310905577E-02 -2.996863244E-01 -2.367116338E-04 -2.864356564E-05  4.507765046E-04  5.104562197E-04 -2.982929463E-04 -2.996863244E-01 -4.310905577E-02  3.963265238E-01 
        94 -3.804512069E-01 -2.912746285E-02 -2.994582925E-01 -2.343496481E-04 -2.357609854E-05 -4.252782373E-04  4.863480603E-04 -3.119624261E-05 -2.994582925E-01 -2.912746285E-02 -3.804512069E-01 
        95  3.804511248E-01 -2.912757613E-02 -2.994581900E-01 -2.417552945E-04 -1.682969638E-05  4.331887730E-04  4.964991376E-04 -1.221959941E-05 -2.994581900E-01 -2.912757613E-02  3.804511248E-01 
        96  3.694264992E-01 -8.794260747E-03 -2.992936125E-01 -2.322524563E-04  8.615360905E-06  4.008023339E-04  4.633935728E-04 -6.080419586E-05 -2.992936125E-01 -8.794260747E-03  3.694264992E-01 
        97 -3.716896485E-01 -1.627103386E-02 -2.991350773E-01 -2.499545712E-04 -1.249271189E-05 -4.392642575E-04  5.057464192E-04  6.333448783E-05 -2.991350773E-01 -1.627103386E-02 -3.716896485E-01 
        98 -4.047912980E-01  4.938835343E-02 -2.988809054E-01 -2.479704105E-04  1.750590816E-05 -4.648239452E-04  5.272912464E-04 -3.623554886E-04 -2.988809054E-01  4.938835343E-02 -4.047912980E-01 
