nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -6.532339305E-03 -2.978658777E-04 -1.145262477E-02  1.319536797E-02 -1.266892609E-02 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -5.899526882E-03 -2.568872850E-04  1.038784920E-02  1.195044850E-02 -5.587045480E-03 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -5.481711680E-03 -4.918925300E-06 -9.635694616E-03  1.108835171E-02 -5.851275390E-03 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -5.700888652E-03 -3.557572441E-04  9.943593054E-03  1.146979150E-02 -4.531187233E-03 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -5.701238612E-03 -4.114407457E-04 -1.010464055E-02  1.161362029E-02 -3.873599998E-03 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -5.633990885E-03 -2.990444376E-04  1.000767674E-02  1.148966418E-02 -3.190606685E-03 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -5.588093142E-03  7.246227999E-05 -9.867169647E-03  1.134108944E-02  4.074995375E-05 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -5.627383663E-03 -4.286529892E-04  9.726046480E-03  1.124719582E-02 -8.985804164E-03 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -5.703485900E-03 -2.532106027E-04 -1.018702312E-02  1.167979700E-02  6.458288495E-04 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -6.238325900E-03 -1.515217410E-04  1.104582716E-02  1.269050825E-02  2.251321635E-03 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01 -5.668154451E-03 -7.498381090E-05 -9.903699808E-03  1.141372542E-02 -7.073069945E-03 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01 -6.133604624E-03 -1.763269884E-04  1.073143432E-02  1.236872891E-02 -4.643697872E-03 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.895261675E-01  1.996539108E-03 -3.114648871E-01 -5.374731238E-03 -1.334099005E-04 -9.276781186E-03  1.072570051E-02 -2.027871338E-02 -3.114648871E-01  1.996539108E-03 -3.895261675E-01 
        14  3.895261675E-01  1.996539108E-03 -3.114648871E-01 -5.252150407E-03 -4.258958423E-04  9.067519366E-03  1.049066213E-02 -1.303666301E-02 -3.114648871E-01  1.996539108E-03  3.895261675E-01 
        15 -3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -5.618066536E-03 -3.830259422E-04 -9.758753185E-03  1.126955046E-02 -1.809694725E-02 -3.112808391E-01 -5.983957916E-03 -3.896324276E-01 
        16  3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -4.911106182E-03 -3.463242833E-04  8.547823921E-03  9.866647767E-03 -1.414754414E-02 -3.112808391E-01 -5.983957916E-03  3.896324276E-01 
        17 -3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -6.108332144E-03 -5.659306278E-04 -1.117014736E-02  1.274569418E-02 -4.052752199E-04 -3.111002746E-01 -2.544291496E-02 -3.977364419E-01 
        18  3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -6.766235019E-03 -2.222813687E-04  1.216104663E-02  1.392341082E-02  2.675826913E-03 -3.111002746E-01 -2.544291496E-02  3.977364419E-01 
        19 -3.898446467E-01  9.954414546E-03 -3.109132648E-01 -4.671158102E-03  8.663506815E-05 -8.128497184E-03  9.378984613E-03 -1.107010779E-02 -3.109132648E-01  9.954414546E-03 -3.898446467E-01 
        20  3.898446467E-01  9.954414546E-03 -3.109132648E-01 -4.667474731E-03 -4.042317567E-04  7.999055959E-03  9.272348853E-03 -2.116025904E-02 -3.109132648E-01  9.954414546E-03  3.898446467E-01 
        21 -3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -4.847923942E-03 -2.501531946E-04 -8.478194250E-03  9.771935002E-03 -5.237373484E-03 -3.103632062E-01 -1.389665431E-02 -3.901622232E-01 
        22  3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -4.869106743E-03 -2.642371175E-04  8.536105581E-03  9.832122520E-03 -1.307372788E-02 -3.103632062E-01 -1.389665431E-02  3.901622232E-01 
        23 -3.984635027E-01  2.916181316E-02 -3.098409683E-01 -5.972144094E-03 -1.152332596E-04 -1.042010942E-02  1.201210337E-02 -7.770483709E-03 -3.098409683E-01  2.916181316E-02 -3.984635027E-01 
        24  3.984635027E-01  2.916181316E-02 -3.098409683E-01 -6.423250168E-03  1.358070621E-04  1.140099680E-02  1.308840480E-02 -1.579981639E-02 -3.098409683E-01  2.916181316E-02  3.984635027E-01 
        25 -3.905842569E-01  1.779950249E-02 -3.096322224E-01 -5.163446763E-03  4.967852907E-05 -8.966015622E-03  1.035083776E-02 -1.273817288E-02 -3.096322224E-01  1.779950249E-02 -3.905842569E-01 
        26  3.905842569E-01  1.779950249E-02 -3.096322224E-01 -5.136607655E-03 -4.058092139E-04  8.711144063E-03  1.012382538E-02 -1.550247200E-02 -3.096322224E-01  1.779950249E-02  3.905842569E-01 
        27 -3.911091483E-01 -2.165189605E-02 -3.087221528E-01 -4.860347660E-03 -3.989721611E-04 -8.672367501E-03  9.952688990E-03 -3.750325580E-03 -3.087221528E-01 -2.165189605E-02 -3.911091483E-01 
        28  3.911091489E-01 -2.165189605E-02 -3.087221531E-01 -5.311460765E-03 -1.900141819E-04  9.345904516E-03  1.075497000E-02 -1.036087843E-02 -3.087221531E-01 -2.165189605E-02  3.911091489E-01 
        29 -3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -5.844584791E-03 -7.516975107E-04 -1.105588327E-02  1.253314732E-02 -4.473404570E-03 -3.084120363E-01 -3.279804903E-02 -3.992884970E-01 
        30  3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -7.441195681E-03 -3.542510475E-04  1.342096114E-02  1.535269612E-02 -2.328755481E-03 -3.084120363E-01 -3.279804903E-02  3.992884970E-01 
        31  3.843311592E-01  7.621264178E-03 -3.080479500E-01 -4.334958553E-03 -4.673282909E-04  7.391234519E-03  8.582300316E-03 -1.781178758E-02 -3.080479500E-01  7.621264178E-03  3.843311592E-01 
        32 -3.835021102E-01 -1.996539108E-03 -3.079868960E-01 -5.381280299E-03 -2.243378505E-04 -9.324128917E-03  1.076950226E-02 -4.371546562E-03 -3.079868960E-01 -1.996539108E-03 -3.835021102E-01 
        33  3.858677374E-01  1.411198055E-02 -3.078365258E-01 -4.394221869E-03 -4.888783616E-04  7.398926169E-03  8.620282799E-03 -1.667793498E-02 -3.078365258E-01  1.411198055E-02  3.858677374E-01 
        34 -3.836059938E-01  5.983957916E-03 -3.078014759E-01 -4.541213296E-03 -5.500962387E-05 -7.868953217E-03  9.088877021E-03 -6.300334346E-03 -3.078014759E-01  5.983957916E-03 -3.836059938E-01 
        35 -3.917154174E-01  2.544291496E-02 -3.076240345E-01 -5.387357852E-03 -1.096113085E-04 -9.284167498E-03  1.073619294E-02 -2.200061745E-02 -3.076240345E-01  2.544291496E-02 -3.917154174E-01 
        36  3.917153871E-01  2.544291496E-02 -3.076240170E-01 -5.548782696E-03 -7.269909374E-05  9.572390352E-03  1.106902900E-02 -1.717733116E-02 -3.076240170E-01  2.544291496E-02  3.917153871E-01 
        37  3.827084492E-01 -1.072506780E-03 -3.075505113E-01 -4.722778266E-03 -3.360012071E-04  8.177941515E-03  9.459633051E-03 -1.117631004E-02 -3.075505113E-01 -1.072506780E-03  3.827084492E-01 
        38 -3.838188019E-01 -9.954414546E-03 -3.074342417E-01 -5.034538347E-03 -3.167033873E-04 -8.797409666E-03  1.014283773E-02 -5.906139576E-03 -3.074342417E-01 -9.954414546E-03 -3.838188019E-01 
