nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.624027846E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.625037171E-08  6.550782018E-06  1.515679315E-08 -6.550762009E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.628034241E-08  1.277925821E-05  4.558357602E-08 -1.277916999E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.631621416E-08  1.870336564E-05  9.215147401E-08 -1.870312190E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.634603031E-08  2.434199268E-05  1.542463934E-07 -2.434147245E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.637044100E-08  2.971300273E-05  2.295750363E-07 -2.971206050E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.638866287E-08  3.483357796E-05  3.168260321E-07 -3.483204637E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.640066216E-08  3.972013292E-05  4.145886692E-07 -3.971783008E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.640602143E-08  4.438842370E-05  5.217937655E-07 -4.438516044E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.640439429E-08  4.885360977E-05  6.375119028E-07 -4.884918599E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.639537572E-08  5.313028305E-05  7.610231023E-07 -5.312447684E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.637854119E-08  5.723250433E-05  8.917897958E-07 -5.722509013E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.635342173E-08  6.117387238E-05  1.029453642E-06 -6.116461736E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.631952351E-08  6.496752030E-05  1.173825922E-06 -6.495617708E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.627632784E-08  6.862619193E-05  1.324888558E-06 -6.861250586E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.622327339E-08  7.216223457E-05  1.482787070E-06 -7.214590732E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.615978462E-08  7.558762445E-05  1.647826252E-06 -7.556835772E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.608525579E-08  7.891395944E-05  1.820470516E-06 -7.889144035E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.599903499E-08  8.215260459E-05  2.001337407E-06 -8.212643297E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.590045429E-08  8.531450294E-05  2.191201929E-06 -8.528428589E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.578879782E-08  8.841035742E-05  2.390993814E-06 -8.837564383E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.566329644E-08  9.145056538E-05  2.601795131E-06 -9.141083137E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.552314188E-08  9.444523312E-05  2.824844614E-06 -9.439991845E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.536746908E-08  9.740421956E-05  3.061534244E-06 -9.735262574E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.519537562E-08  1.003370635E-04  3.313416073E-06 -1.002784702E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.500588631E-08  1.032530636E-04  3.582203135E-06 -1.031865904E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.479793710E-08  1.061612493E-04  3.869774446E-06 -1.060859140E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.457041332E-08  1.090703809E-04  4.178172730E-06 -1.089850557E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.432208396E-08  1.119889639E-04  4.509612154E-06 -1.118923392E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.405165673E-08  1.149252348E-04  4.866480595E-06 -1.148158117E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.375774339E-08  1.178871462E-04  5.251351013E-06 -1.177632075E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.343882783E-08  1.208823960E-04  5.666978268E-06 -1.207419555E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.309330067E-08  1.239183912E-04  6.116305485E-06 -1.237591932E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.271940864E-08  1.270022476E-04  6.602471785E-06 -1.268217020E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.231527769E-08  1.301408192E-04  7.128813650E-06 -1.299359283E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.187891741E-08  1.333406544E-04  7.698870832E-06 -1.331079984E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.140817574E-08  1.366079523E-04  8.316394087E-06 -1.363436459E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.090074697E-08  1.399486209E-04  8.985340173E-06 -1.396481821E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  1.035416020E-08  1.433681900E-04  9.709879123E-06 -1.430265402E-04  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  9.765771303E-09  1.468718983E-04  1.049439561E-05 -1.464832167E-04  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  9.132772760E-09  1.504645334E-04  1.134348167E-05 -1.500222279E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.452171407E-09  1.541505044E-04  1.226194581E-05 -1.536470954E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  7.720772466E-09  1.579337550E-04  1.325479570E-05 -1.573607587E-04  3.255814016E-01  8.499999642E-01 
