nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.356852440E-02 -9.656474698E-05 -1.375856518E-02  1.933171887E-02 -1.323113516E-02 -4.065676049E-01 -1.996539108E-03 -3.005391763E-01 
         2  3.005391763E-01 -1.996539108E-03 -4.065676049E-01 -1.170651135E-02 -2.189963116E-04  1.188450968E-02  1.669772954E-02 -1.601709006E-02 -4.065676049E-01 -1.996539108E-03  3.005391763E-01 
         3 -3.006894509E-01  5.983957916E-03 -4.064173303E-01 -1.499372515E-02  3.841102326E-04 -1.520772927E-02  2.136205274E-02 -2.509795228E-05 -4.064173303E-01  5.983957916E-03 -3.006894509E-01 
         4  3.006894509E-01  5.983957916E-03 -4.064173303E-01 -1.290865473E-02 -4.176159354E-04  1.302393988E-02  1.834461361E-02 -1.458413031E-02 -4.064173303E-01  5.983957916E-03  3.006894509E-01 
         5 -3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.305125640E-02 -1.353216852E-04 -1.322538904E-02  1.858908302E-02 -1.857262179E-02 -4.061172072E-01 -9.954414546E-03 -3.009895740E-01 
         6  3.009895740E-01 -9.954414546E-03 -4.061172072E-01 -1.323173270E-02 -6.319600049E-04  1.352836460E-02  1.893608915E-02 -4.626565583E-03 -4.061172072E-01 -9.954414546E-03  3.009895740E-01 
         7 -3.014386950E-01  1.389665431E-02 -4.056680862E-01 -1.378188464E-02  5.430151130E-04 -1.412476495E-02  1.974738229E-02  3.019807539E-03 -4.056680862E-01  1.389665431E-02 -3.014386950E-01 
         8  3.014386950E-01  1.389665431E-02 -4.056680862E-01 -1.264579399E-02 -1.307280346E-04  1.279561936E-02  1.799310820E-02  4.509215823E-03 -4.056680862E-01  1.389665431E-02  3.014386950E-01 
         9 -3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.440225918E-02  3.041210853E-05 -1.459038053E-02  2.050336553E-02 -5.023638913E-03 -4.050712405E-01 -1.779950249E-02 -3.020355407E-01 
        10  3.020355407E-01 -1.779950249E-02 -4.050712405E-01 -1.323526296E-02 -7.917088572E-04  1.367259089E-02  1.905924364E-02 -6.048092610E-03 -4.050712405E-01 -1.779950249E-02  3.020355407E-01 
        11 -3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.335564489E-02  2.778504958E-04 -1.364538716E-02  1.910046317E-02  1.227235664E-02 -4.043283618E-01  2.165189605E-02 -3.027784194E-01 
        12  3.027784194E-01  2.165189605E-02 -4.043283618E-01 -1.388674503E-02  2.477974141E-04  1.415204952E-02  1.983131327E-02  9.667511608E-03 -4.043283618E-01  2.165189605E-02  3.027784194E-01 
        13 -3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -1.498410678E-02 -3.945165935E-04 -1.539380678E-02  2.149390776E-02  4.270102379E-04 -4.034415559E-01 -2.544291496E-02 -3.036652253E-01 
        14  3.036652253E-01 -2.544291496E-02 -4.034415559E-01 -1.478766498E-02 -2.877516841E-05  1.497798976E-02  2.105019150E-02  1.453976943E-03 -4.034415559E-01 -2.544291496E-02  3.036652253E-01 
        15 -3.046934446E-01  2.916181316E-02 -4.024133366E-01 -1.352171900E-02  4.171743363E-05 -1.372921820E-02  1.927399160E-02  2.293842652E-02 -4.024133366E-01  2.916181316E-02 -3.046934446E-01 
        16  3.046934446E-01  2.916181316E-02 -4.024133366E-01 -1.384554484E-02  3.343543832E-04  1.424360988E-02  1.986933630E-02  1.530276162E-02 -4.024133366E-01  2.916181316E-02  3.046934446E-01 
        17 -2.956206954E-01  1.996539108E-03 -4.016491239E-01 -1.215105364E-02  1.802040375E-04 -1.215080595E-02  1.719527736E-02 -2.041390178E-02 -4.016491239E-01  1.996539108E-03 -2.956206954E-01 
