nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -8.285804008E-01 -4.060418144E-03 -5.648566477E-01  0.000000000E+00  1.400797623E-02 -5.648566477E-01 -4.060418144E-03 -8.285804008E-01 
         2  8.285804008E-01 -4.060418144E-03 -5.648566477E-01  0.000000000E+00  8.516402739E-03 -5.648566477E-01 -4.060418144E-03  8.285804008E-01 
         3 -8.285804008E-01  4.060418144E-03 -5.648566477E-01  0.000000000E+00  1.197860313E-02 -5.648566477E-01  4.060418144E-03 -8.285804008E-01 
         4  8.285804008E-01  4.060418144E-03 -5.648566477E-01  0.000000000E+00  1.790430535E-02 -5.648566477E-01  4.060418144E-03  8.285804008E-01 
         5 -8.290194092E-01 -1.213364974E-02 -5.640962628E-01  0.000000000E+00  1.273865836E-02 -5.640962628E-01 -1.213364974E-02 -8.290194092E-01 
         6  8.290194092E-01 -1.213364974E-02 -5.640962628E-01  0.000000000E+00  7.343473738E-03 -5.640962628E-01 -1.213364974E-02  8.290194092E-01 
         7 -8.290194092E-01  1.213364974E-02 -5.640962628E-01  0.000000000E+00  2.140667833E-02 -5.640962628E-01  1.213364974E-02 -8.290194092E-01 
         8  8.290194092E-01  1.213364974E-02 -5.640962628E-01  0.000000000E+00  2.907763023E-02 -5.640962628E-01  1.213364974E-02  8.290194092E-01 
         9 -8.298922791E-01 -2.006462539E-02 -5.625844079E-01  0.000000000E+00  1.540732658E-02 -5.625844079E-01 -2.006462539E-02 -8.298922791E-01 
        10  8.298922791E-01 -2.006462539E-02 -5.625844079E-01  0.000000000E+00 -4.990804364E-03 -5.625844079E-01 -2.006462539E-02  8.298922791E-01 
        11 -8.298922791E-01  2.006462539E-02 -5.625844079E-01  0.000000000E+00  1.040607875E-02 -5.625844079E-01  2.006462539E-02 -8.298922791E-01 
        12  8.298922791E-01  2.006462539E-02 -5.625844079E-01  0.000000000E+00  2.184169830E-02 -5.625844079E-01  2.006462539E-02  8.298922791E-01 
        13 -8.311887768E-01 -2.776036165E-02 -5.603388079E-01  0.000000000E+00  2.237342416E-02 -5.603388079E-01 -2.776036165E-02 -8.311887768E-01 
        14  8.311887768E-01 -2.776036165E-02 -5.603388079E-01  0.000000000E+00  2.160918460E-02 -5.603388079E-01 -2.776036165E-02  8.311887768E-01 
        15 -8.311887768E-01  2.776036165E-02 -5.603388079E-01  0.000000000E+00  2.190830928E-03 -5.603388079E-01  2.776036165E-02 -8.311887768E-01 
        16  8.311887768E-01  2.776036165E-02 -5.603388079E-01  0.000000000E+00  3.198063173E-02 -5.603388079E-01  2.776036165E-02  8.311887768E-01 
        17 -8.328937021E-01 -3.513063305E-02 -5.573857906E-01  0.000000000E+00  2.135928947E-02 -5.573857906E-01 -3.513063305E-02 -8.328937021E-01 
