cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  8.000000119E-01  9.844667315E-01  8.405169938E-04  6.318737178E-07  8.405167609E-04 -3.190392661E-08  9.844667315E-01  7.999703288E-01 
         2  8.000000119E-01  9.534001350E-01  7.120152586E-04  4.811338840E-06  7.119990187E-04 -3.317483888E-08  9.534013271E-01  7.999117970E-01 
         3  8.000000119E-01  9.223335981E-01  5.892423214E-04  1.179397168E-05  5.891242763E-04 -3.571880569E-08  9.223336577E-01  7.998517156E-01 
         4  8.000000119E-01  8.914797306E-01  4.776445276E-04  2.145665894E-05  4.771623353E-04 -3.812375127E-08  8.914797306E-01  7.998006940E-01 
         5  8.000000119E-01  8.608386517E-01  3.792321950E-04  3.248860594E-05  3.778379760E-04 -4.052732194E-08  8.608360887E-01  7.997545004E-01 
         6  8.000000119E-01  8.301975727E-01  2.940603881E-04  4.423565042E-05  2.907141461E-04 -4.264492759E-08  8.301972747E-01  7.997152209E-01 
         7  8.000000119E-01  7.995721102E-01  2.221002214E-04  5.586544648E-05  2.149594366E-04 -4.443075596E-08  7.995718122E-01  7.996906042E-01 
         8  8.000000119E-01  7.689622641E-01  1.634046348E-04  6.682120147E-05  1.491174189E-04 -4.575327850E-08  7.689598203E-01  7.996861935E-01 
         9  8.000000119E-01  7.383524179E-01  1.194092256E-04  7.668247417E-05  9.153338760E-05 -4.654881991E-08  7.383524179E-01  7.996775508E-01 
        10  8.000000119E-01  7.079738379E-01  9.447984485E-05  8.509337204E-05  4.105555854E-05 -4.672444831E-08  7.079737782E-01  7.996802330E-01 
        11  8.000000119E-01  6.778264046E-01  9.199199849E-05  9.191572462E-05 -3.745306003E-06 -4.625881900E-08  6.778230071E-01  7.996918559E-01 
        12  8.000000119E-01  6.476789713E-01  1.066908735E-04  9.712284373E-05 -4.415989315E-05 -4.513206520E-08  6.476788521E-01  7.997040153E-01 
        13  8.000000119E-01  6.178362966E-01  1.289038046E-04  1.006955281E-04 -8.047732263E-05 -4.337424286E-08  6.178361773E-01  7.996699214E-01 
        14  8.000000119E-01  5.882991552E-01  1.528168941E-04  1.026734535E-04 -1.131864265E-04 -4.098220785E-08  5.882999897E-01  7.995810509E-01 
        15  8.000000119E-01  5.587620735E-01  1.761781023E-04  1.031801148E-04 -1.428026153E-04 -3.798430015E-08  5.587604046E-01  7.995096445E-01 
        16  8.000000119E-01  5.292756557E-01  1.977804786E-04  1.022523793E-04 -1.692972874E-04 -3.450938735E-08  5.292740464E-01  7.995373607E-01 
        17  8.000000119E-01  4.998406470E-01  2.170571679E-04  1.000114353E-04 -1.926435216E-04 -3.062492837E-08  4.998385012E-01  7.996647954E-01 
        18  8.000000119E-01  4.704054594E-01  2.336550533E-04  9.662089724E-05 -2.127418265E-04 -2.642438979E-08  4.704042375E-01  7.998085618E-01 
        19  8.000000119E-01  4.408861995E-01  2.473040367E-04  9.221612709E-05 -2.294678125E-04 -2.200938276E-08  4.408856034E-01  7.999020815E-01 
        20  8.000000715E-01  4.112834334E-01  2.577190462E-04  8.694642747E-05 -2.426096180E-04 -1.751276280E-08  4.112899899E-01  7.999644876E-01 
        21  8.000000715E-01  3.816807568E-01  2.646584762E-04  8.094336226E-05 -2.519767440E-04 -1.305979502E-08  3.816807568E-01  8.000048995E-01 
        22  8.000000119E-01  3.518751860E-01  2.678941819E-04  7.429368270E-05 -2.573863603E-04 -8.764993176E-09  3.518753052E-01  8.000466824E-01 
        23  8.000000119E-01  3.218663931E-01  2.673855633E-04  6.713495532E-05 -2.588202769E-04 -4.792862107E-09  3.218673468E-01  8.000652194E-01 
        24  8.000000119E-01  2.917754948E-01  2.629309602E-04  5.960149065E-05 -2.560866124E-04 -1.179212394E-09  2.917751074E-01  8.001415730E-01 
        25  8.000000715E-01  2.614532411E-01  2.542971342E-04  5.180591688E-05 -2.489642065E-04  1.928047721E-09  2.614541948E-01  8.001211286E-01 
        26  8.000000715E-01  2.308998555E-01  2.413776820E-04  4.379694656E-05 -2.373710449E-04  4.504879136E-09  2.309017330E-01  8.001992106E-01 
        27  8.000000119E-01  2.002645731E-01  2.240563917E-04  3.579885743E-05 -2.211779938E-04  6.491480242E-09  2.002653480E-01  8.002293706E-01 
        28  8.000000119E-01  1.696539223E-01  2.023361885E-04  2.797899833E-05 -2.003923873E-04  7.844604077E-09  1.696547270E-01  8.002421260E-01 
        29  8.000000119E-01  1.390685141E-01  1.761905878E-04  2.052700802E-05 -1.749907533E-04  8.607365487E-09  1.390680671E-01  8.002330661E-01 
        30  8.000000119E-01  1.084830761E-01  1.455865859E-04  1.373764462E-05 -1.449369884E-04  8.770797422E-09  1.084832773E-01  8.002113700E-01 
        31  8.000000119E-01  7.765851170E-02  1.102134847E-04  7.792850738E-06 -1.099376386E-04  8.465440793E-09  7.765867561E-02  8.001697659E-01 
        32  8.000000119E-01  4.659514129E-02  6.993542775E-05  3.395159183E-06 -6.985296204E-05  7.593756735E-09  4.659349471E-02  8.001044393E-01 
        33  8.000000119E-01  1.553173549E-02  2.492438216E-05  4.853002338E-07 -2.491965643E-05  7.157329840E-09  1.553173549E-02  8.000339270E-01 
