cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  5.500000119E-01  1.239850093E-02  2.060556653E-05  1.240432397E-07 -2.060519364E-05  9.903962095E-09  1.239850093E-02  5.501661897E-01 
         2  5.500000119E-01  3.719568625E-02  5.770539428E-05  7.988867878E-07 -5.769986456E-05  1.000146632E-08  3.719551861E-02  5.504974127E-01 
         3  5.500000119E-01  6.199295819E-02  9.126293298E-05  1.738334049E-06 -9.124638018E-05  1.012665329E-08  6.199250370E-02  5.508308411E-01 
         4  5.500000119E-01  8.696186543E-02  1.221763087E-04  2.959750645E-06 -1.221404527E-04  9.901487630E-09  8.696131408E-02  5.510082841E-01 
         5  5.500000119E-01  1.121026576E-01  1.509063004E-04  4.398771125E-06 -1.508421701E-04  9.275129109E-09  1.121028066E-01  5.510300994E-01 
         6  5.500000119E-01  1.372434497E-01  1.776974677E-04  6.067444247E-06 -1.775938435E-04  8.157981846E-09  1.372425407E-01  5.510531664E-01 
         7  5.500000119E-01  1.625953615E-01  2.030861360E-04  8.049924872E-06 -2.029265306E-04  6.410707076E-09  1.625944227E-01  5.510928631E-01 
         8  5.500000119E-01  1.881602108E-01  2.272553975E-04  1.048252489E-05 -2.270135155E-04  3.882422384E-09  1.881472468E-01  5.511441827E-01 
         9  5.500000119E-01  2.137251198E-01  2.501011768E-04  1.351196624E-05 -2.497359237E-04  4.351719263E-10  2.137206793E-01  5.512065291E-01 
        10  5.500000119E-01  2.393736541E-01  2.716018644E-04  1.732999408E-05 -2.710484259E-04 -4.054215630E-09  2.393690348E-01  5.512591004E-01 
        11  5.500000119E-01  2.651008070E-01  2.915968071E-04  2.214930828E-05 -2.907543676E-04 -9.768881704E-09  2.650873363E-01  5.513262153E-01 
        12  5.500000119E-01  2.908276916E-01  3.097646986E-04  2.818161556E-05 -3.084800846E-04 -1.688227869E-08  2.908361256E-01  5.513556600E-01 
        13  5.500000119E-01  3.167496920E-01  3.257751523E-04  3.556500087E-05 -3.238280187E-04 -2.563343138E-08  3.167581260E-01  5.513537526E-01 
        14  5.500000119E-01  3.428691626E-01  3.390378843E-04  4.450567940E-05 -3.361040435E-04 -3.609545018E-08  3.428623676E-01  5.512760878E-01 
        15  5.500000119E-01  3.689882457E-01  3.489350493E-04  5.482110282E-05 -3.446016635E-04 -4.815148813E-08  3.689789176E-01  5.512493849E-01 
        16  5.500000119E-01  3.951835632E-01  3.549205430E-04  6.653981836E-05 -3.486273636E-04 -6.188258084E-08  3.951746225E-01  5.511959195E-01 
        17  5.500000119E-01  4.214635491E-01  3.564980289E-04  7.945056859E-05 -3.475319536E-04 -7.715834016E-08  4.214412570E-01  5.511431694E-01 
        18  5.500000119E-01  4.477435946E-01  3.535081050E-04  9.324397979E-05 -3.409890633E-04 -9.360796582E-08  4.477366209E-01  5.510864258E-01 
        19  5.500000119E-01  4.741595685E-01  3.454382822E-04  1.076124172E-04 -3.282486578E-04 -1.110208032E-07  4.741531909E-01  5.509933233E-01 
        20  5.500000119E-01  5.007128119E-01  3.325186262E-04  1.222423598E-04 -3.092336410E-04 -1.288994156E-07  5.007095933E-01  5.508529544E-01 
        21  5.500000119E-01  5.272657275E-01  3.151780111E-04  1.363773190E-04 -2.841450332E-04 -1.466293043E-07  5.272574425E-01  5.507302880E-01 
        22  5.500000119E-01  5.535835028E-01  2.943840227E-04  1.495372126E-04 -2.535755921E-04 -1.635334002E-07  5.535768270E-01  5.505888462E-01 
        23  5.500000119E-01  5.796673298E-01  2.712429850E-04  1.611295884E-04 -2.181971795E-04 -1.790733108E-07  5.796787143E-01  5.504473448E-01 
        24  5.499999523E-01  6.057516336E-01  2.470385807E-04  1.709072676E-04 -1.783781627E-04 -1.929409308E-07  6.057499051E-01  5.502859950E-01 
        25  5.499999523E-01  6.318312883E-01  2.235357970E-04  1.783693151E-04 -1.347317302E-04 -2.047551533E-07  6.318304539E-01  5.501424670E-01 
        26  5.500000119E-01  6.579051018E-01  2.031657496E-04  1.831942500E-04 -8.784182864E-05 -2.142000142E-07  6.579161286E-01  5.500091910E-01 
        27  5.500000119E-01  6.839790344E-01  1.889407577E-04  1.850309927E-04 -3.823797670E-05 -2.211407377E-07  6.839795709E-01  5.498710275E-01 
        28  5.500000119E-01  7.098870277E-01  1.841578051E-04  1.836400916E-04  1.379894820E-05 -2.254988800E-07  7.098882794E-01  5.497322083E-01 
        29  5.500000119E-01  7.356297970E-01  1.915335888E-04  1.788544032E-04  6.852897059E-05 -2.272007009E-07  7.356373072E-01  5.495949984E-01 
        30  5.500000119E-01  7.613726854E-01  2.126334293E-04  1.704141177E-04  1.271692017E-04 -2.264740573E-07  7.613738179E-01  5.494483113E-01 
        31  5.500000119E-01  7.869316339E-01  2.483137359E-04  1.582285913E-04  1.913724554E-04 -2.236728420E-07  7.869329453E-01  5.493455529E-01 
        32  5.500000119E-01  8.123073578E-01  2.999693679E-04  1.423523354E-04  2.640406019E-04 -2.189796362E-07  8.123129606E-01  5.492841601E-01 
        33  5.500000119E-01  8.376830816E-01  3.709336161E-04  1.228532783E-04  3.499983286E-04 -2.126020604E-07  8.376837969E-01  5.492184162E-01 
        34  5.500000119E-01  8.629103303E-01  4.653580545E-04  1.003954385E-04  4.543994437E-04 -2.048320340E-07  8.629111052E-01  5.491560102E-01 
        35  5.500000119E-01  8.879896402E-01  5.879956880E-04  7.597179501E-05  5.830670707E-04 -1.961649332E-07  8.879938722E-01  5.490955710E-01 
        36  5.500000119E-01  9.130688906E-01  7.439999026E-04  5.137891276E-05  7.422236959E-04 -1.866611967E-07  9.130694270E-01  5.490335822E-01 
        37  5.500000119E-01  9.380069971E-01  9.342009434E-04  2.865976603E-05  9.337612428E-04 -1.775815122E-07  9.380074739E-01  5.491691828E-01 
        38  5.500000119E-01  9.628043175E-01  1.153744524E-03  1.183821769E-05  1.153683756E-03 -1.685840942E-07  9.628044963E-01  5.495026112E-01 
        39  5.500000119E-01  9.876015186E-01  1.390644116E-03  1.500642838E-06  1.390643301E-03 -1.642501246E-07  9.876015186E-01  5.498338342E-01 
