nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.262544469E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.263164506E-08  4.764448931E-06  9.304531368E-09 -4.764438472E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.265003036E-08  9.288731235E-06  2.799199095E-08 -9.288685760E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.267202343E-08  1.358463669E-05  5.659973823E-08 -1.358450754E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.269030125E-08  1.766476817E-05  9.475202489E-08 -1.766449350E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.270525374E-08  2.154118738E-05  1.410318902E-07 -2.154069080E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.271645012E-08  2.522563591E-05  1.946172148E-07 -2.522482646E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.272391081E-08  2.872945515E-05  2.546273663E-07 -2.872824371E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.272739514E-08  3.206368274E-05  3.203734309E-07 -3.206196561E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.272676187E-08  3.523904525E-05  3.912451518E-07 -3.523670603E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.272180761E-08  3.826596003E-05  4.667531925E-07 -3.826289321E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.271234140E-08  4.115460251E-05  5.465058734E-07 -4.115068077E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.269814831E-08  4.391487892E-05  6.302113889E-07 -4.390998220E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.267899918E-08  4.655644807E-05  7.176702184E-07 -4.655045268E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.265465688E-08  4.908876144E-05  8.087721426E-07 -4.908152914E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.262486915E-08  5.152100493E-05  9.034905020E-07 -5.151239384E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.258937488E-08  5.386216799E-05  1.001883220E-06 -5.385203258E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.254790050E-08  5.612101086E-05  1.104085868E-06 -5.610918743E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.250015291E-08  5.830608279E-05  1.210306323E-06 -5.829238944E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.244584080E-08  6.042570385E-05  1.320829824E-06 -6.040996232E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.238464709E-08  6.248799036E-05  1.436013349E-06 -6.246998964E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.231623870E-08  6.450083310E-05  1.556284133E-06 -6.448033673E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.224025414E-08  6.647189730E-05  1.682138191E-06 -6.644867244E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.215631507E-08  6.840864080E-05  1.814137022E-06 -6.838238914E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.206402622E-08  7.031826681E-05  1.952908406E-06 -7.028870459E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.196295951E-08  7.220781845E-05  2.099150151E-06 -7.217457460E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.185265575E-08  7.408404781E-05  2.253627599E-06 -7.404673670E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.173262199E-08  7.595350326E-05  2.417170208E-06 -7.591170288E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.160232621E-08  7.782252214E-05  2.590673148E-06 -7.777573774E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.146119821E-08  7.969721628E-05  2.775102075E-06 -7.964488032E-05  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.130862692E-08  8.158343553E-05  2.971491995E-06 -8.152492956E-05  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.114396397E-08  8.348682604E-05  3.180946806E-06 -8.342145884E-05  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.096650593E-08  8.541282295E-05  3.404644303E-06 -8.533978689E-05  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.077548362E-08  8.736658492E-05  3.643835498E-06 -8.728499961E-05  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.057007992E-08  8.935311780E-05  3.899846888E-06 -8.926198643E-05  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.034942088E-08  9.137715097E-05  4.174081823E-06 -9.127533122E-05  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.011255613E-08  9.344321006E-05  4.468020052E-06 -9.332943591E-05  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  9.858495353E-09  9.555560246E-05  4.783226814E-06 -9.542844782E-05  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  9.586179850E-09  9.771840996E-05  5.121353752E-06 -9.757627413E-05  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  9.294450543E-09  9.993549611E-05  5.484137546E-06 -9.977656737E-05  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  8.982063093E-09  1.022105062E-04  5.873398095E-06 -1.020327472E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.647718097E-09  1.045468525E-04  6.291046702E-06 -1.043480006E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  8.290041542E-09  1.069477148E-04  6.739089258E-06 -1.067252524E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  7.907553723E-09  1.094160543E-04  7.219624422E-06 -1.091671365E-04  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  7.498678123E-09  1.119545923E-04  7.734840437E-06 -1.116760541E-04  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  7.061751184E-09  1.145657880E-04  8.287017408E-06 -1.142540787E-04  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  6.595021862E-09  1.172518678E-04  8.878523658E-06 -1.169030584E-04  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  6.096645411E-09  1.200147672E-04  9.511815733E-06 -1.196244775E-04  3.643410802E-01  8.499999642E-01 
        49  8.499999642E-01  3.720930219E-01  5.564660732E-09  1.228561305E-04  1.018944477E-05 -1.224195003E-04  3.720930219E-01  8.499999642E-01 
        50  8.499999642E-01  3.798449337E-01  4.997001479E-09  1.257773256E-04  1.091403010E-05 -1.252889488E-04  3.798449636E-01  8.499999642E-01 
        51  8.499999642E-01  3.875968754E-01  4.391534247E-09  1.287793420E-04  1.168826111E-05 -1.282332814E-04  3.875969052E-01  8.499999642E-01 
        52  8.499999642E-01  3.953488171E-01  3.745990185E-09  1.318628783E-04  1.251490357E-05 -1.312524982E-04  3.953488469E-01  8.499999642E-01 
        53  8.499999642E-01  4.031007588E-01  3.058004072E-09  1.350282109E-04  1.339677056E-05 -1.343462209E-04  4.031007886E-01  8.499999642E-01 
        54  8.499999642E-01  4.108527005E-01  2.325137638E-09  1.382752089E-04  1.433670968E-05 -1.375135907E-04  4.108527005E-01  8.499999642E-01 
        55  8.499999642E-01  4.186046422E-01  1.544853023E-09  1.416032610E-04  1.533759678E-05 -1.407531818E-04  4.186046422E-01  8.499999642E-01 
        56  8.499999642E-01  4.263565838E-01  7.145289915E-10  1.450113050E-04  1.640231676E-05 -1.440630876E-04  4.263565838E-01  8.499999642E-01 
        57  8.499999642E-01  4.341085255E-01 -1.685752371E-10  1.484977402E-04  1.753373544E-05 -1.474407618E-04  4.341085255E-01  8.499999642E-01 
        58  8.499999642E-01  4.418604672E-01 -1.107263170E-09  1.520603255E-04  1.873466681E-05 -1.508829882E-04  4.418604672E-01  8.499999642E-01 
        59  8.499999642E-01  4.496123791E-01 -2.104402430E-09  1.556962234E-04  2.000786480E-05 -1.543858816E-04  4.496124089E-01  8.499999642E-01 
        60  8.499999642E-01  4.573643208E-01 -3.162904827E-09  1.594018540E-04  2.135597970E-05 -1.579447562E-04  4.573643506E-01  8.499999642E-01 
        61  8.499999642E-01  4.651162624E-01 -4.285684696E-09  1.631728665E-04  2.278151260E-05 -1.615540968E-04  4.651162922E-01  8.499999642E-01 
        62  8.499999642E-01  4.728682041E-01 -5.475749632E-09  1.670041092E-04  2.428679545E-05 -1.652075443E-04  4.728682041E-01  8.499999642E-01 
        63  8.499999642E-01  4.806201458E-01 -6.736115221E-09  1.708895725E-04  2.587392191E-05 -1.688977063E-04  4.806201458E-01  8.499999642E-01 
        64  8.499999642E-01  4.883720875E-01 -8.069702240E-09  1.748221257E-04  2.754470916E-05 -1.726162591E-04  4.883720875E-01  8.499999642E-01 
