x,y,z,p,wss_x,wss_y,wss_z,wss_mag
-0.08467981,-0.068149411,-0.084882784,0,0.00065597469798,-0.0006374211036799999,-6.886720165399999e-05,0.000917251960624906
-0.051487244,1.2139926e-07,-0.11625963,0,0.00168890201138,-4.2236578744e-05,-0.0016588126533,0.0023676641128706566
-0.070136099,0.027196581,-0.12112788,0,0.001579098125,-2.8898319652e-05,-0.00154703530424,0.0022108152871332725
-0.078529978,0.0491594,-0.11065471,0,0.00104619985192,-0.00029453297606,-0.00091218362578,0.00141893015024889
-0.13220191,-0.0041270171,0.010064427,0,0.00023414575626,-1.3802291024e-05,-0.00021273830600000002,0.0003166580572981338
-0.080234398,0.046868994,-0.11384519,0,0.00128806000214,-0.0005711426029,-0.0006861618084400001,0.0015672014769396866
-0.13220193,0.0041268762,0.010064427,0,0.0002297223056,-4.9971451958e-06,-0.00023685028558,0.0003299929801217221
-0.073333665,0.055345516,-0.10068714,0,0.00073906548476,-0.0004344267822,-0.0004652506773,0.0009753986941678202
-0.077081204,0.037830991,-0.1192044,0,0.00116783253856,-0.00047962631522,-0.0009736803441200001,0.0015943423888539908
-0.075901934,-0.058020202,-0.098590126,0,0.00120376244588,-0.00052321105836,-0.00027072207701999996,0.0013401806895666024
-0.07776034,-0.043717438,-0.11518317,0,0.0013577853726,-0.000119754224108,-0.00119391998682,0.001812006381657222
-0.078520074,-0.049192089,-0.11061709,0,0.00122385424098,-0.00025900886248,-0.00094826871726,0.0015697510484601821
-0.083492624,0.071534416,-0.073955224,0,0.0010315563127,-0.00062697905122,1.04482022542e-05,0.0012071952293934466
-0.083492825,-0.071534733,-0.0739542,0,0.0009714493912799999,-0.00074174586184,4.5173176186000003e-07,0.0012222524483250714
-0.077089372,-0.037813488,-0.11922065,0,0.00130310945546,-0.00013518535303,-0.0014445686035799998,0.0019501660911399761
-0.085442838,0.070705336,-0.077969341,0,0.0006117822772600001,-0.0006586344934999999,0.000131548972518,0.0009085054116338408
-0.085444263,-0.070705939,-0.077968178,0,0.0005521388622,-0.0006202216998,7.2356137154e-05,0.0008335272584853841
-0.094047954,-0.055452564,0.0038935132,0,-0.000111714595362,0.000151154685734,-5.1766641418000004e-05,0.00019495557186174363
-0.053490545,-0.003765792,-0.11730102,0,0.0019168721160999999,0.000109938264308,-0.0020466872967999997,0.002806316807191098
-0.081153069,0.062917185,-0.093865595,0,0.00144533557762,-0.00082933955694,-0.00039210040285999996,0.0017118825189137686
-0.079489715,0.041202942,-0.11817489,0,0.00160358719246,-0.00046032749192,-0.0009763115140200001,0.0019330228803734134
