nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.241714305E-03 -8.453916572E-05 -7.240582962E-04  1.441182622E-03 -9.982879721E-04 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.046301963E-03 -2.261615897E-04  6.169213686E-04  1.235705379E-03 -1.107425403E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -9.512074354E-04 -7.690691021E-05 -5.544948550E-04  1.106633614E-03 -4.226724750E-04 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -6.486718379E-04 -9.419052318E-05  3.738551181E-04  7.570471958E-04 -4.163988911E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -1.275330569E-03  2.879040269E-05 -7.408430860E-04  1.476009144E-03 -9.644357893E-04 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -1.009172332E-03 -1.001546382E-04  5.973092030E-04  1.183383415E-03 -2.210502541E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -1.063011237E-03  8.475626953E-05 -6.406285019E-04  1.244936712E-03 -2.688978675E-04 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -5.053112921E-04  8.705783582E-05  3.156748861E-04  6.056357490E-04 -3.642761718E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -1.240543504E-03  8.888894054E-06 -7.254955829E-04  1.438660982E-03 -2.819701150E-04 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -1.092478282E-03  1.556796588E-04  5.900149665E-04  1.254176579E-03 -1.297262729E-03 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01 -1.399164128E-03  9.008332558E-05 -8.527099508E-04  1.642493889E-03 -2.016518768E-04 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01 -9.023835766E-04  2.218180111E-04  6.072936171E-04  1.112998137E-03 -3.954401984E-04 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -1.007808188E-03 -1.439500113E-04 -6.529429255E-04  1.210963546E-03 -1.849959180E-04 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -9.895346218E-04 -8.255245470E-05  6.207552251E-04  1.181624398E-03 -1.985785311E-04 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01 -1.725023129E-03  6.210864893E-05 -1.042120988E-03  2.016574971E-03  2.442992159E-04 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01 -1.323990416E-03  2.311729100E-04  8.861482119E-04  1.611646101E-03 -1.412219050E-03 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
        17 -1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -1.322436367E-03 -1.833736281E-04 -8.827667480E-04  1.601668157E-03 -4.113050729E-04 -4.667369068E-01 -3.279804903E-02 -1.915879637E-01 
        18  1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -1.032336808E-03 -2.720225282E-04  7.544245890E-04  1.307665309E-03 -8.998548377E-04 -4.667369068E-01 -3.279804903E-02  1.915879637E-01 
        19 -1.931824710E-01  3.634131527E-02 -4.658163176E-01 -1.682626618E-03  6.669575163E-05 -1.031509811E-03  1.975087588E-03  8.022438975E-05 -4.658163176E-01  3.634131527E-02 -1.931824710E-01 
        20  1.931824710E-01  3.634131527E-02 -4.658163176E-01 -1.360466858E-03  9.100607462E-05  8.490308321E-04  1.607344380E-03 -2.737093285E-03 -4.658163176E-01  3.634131527E-02  1.931824710E-01 
        21 -1.949380337E-01 -3.978156811E-02 -4.648027429E-01 -1.512347291E-03 -1.243435859E-04 -9.807112636E-04  1.807712298E-03 -2.299607455E-04 -4.648027429E-01 -3.978156811E-02 -1.949380337E-01 
        22  1.949380337E-01 -3.978156811E-02 -4.648027429E-01 -9.958357762E-04 -1.281622870E-04  6.701438588E-04  1.209708107E-03 -9.669868697E-04 -4.648027429E-01 -3.978156811E-02  1.949380337E-01 
        23 -1.816071129E-01  1.996539108E-03 -4.644995883E-01 -1.219147997E-03 -1.005745803E-04 -6.997742416E-04  1.411035557E-03 -1.929904268E-03 -4.644995883E-01  1.996539108E-03 -1.816071129E-01 
        24  1.816071129E-01  1.996539108E-03 -4.644995883E-01 -9.843346462E-04 -1.544608192E-04  5.641588392E-04  1.146209836E-03 -1.819331219E-03 -4.644995883E-01  1.996539108E-03  1.816071129E-01 
        25 -1.817911609E-01 -5.983957916E-03 -4.643933282E-01 -1.233762631E-03 -2.021045405E-05 -7.123945791E-04  1.425900039E-03 -2.542463944E-03 -4.643933282E-01 -5.983957916E-03 -1.817911609E-01 
        26  1.817911609E-01 -5.983957916E-03 -4.643933282E-01 -1.103742725E-03 -1.362449611E-04  6.452784821E-04  1.289384624E-03 -3.085331285E-03 -4.643933282E-01 -5.983957916E-03  1.817911609E-01 
        27 -1.821587352E-01  9.954414546E-03 -4.641811091E-01 -1.002710542E-03  2.841057342E-05 -5.892306789E-04  1.170437066E-03 -1.698597665E-03 -4.641811091E-01  9.954414546E-03 -1.821587352E-01 
        28  1.821587352E-01  9.954414546E-03 -4.641811091E-01 -6.803024782E-04 -1.035275465E-05  3.944750788E-04  7.910401557E-04 -1.414701361E-03 -4.641811091E-01  9.954414546E-03  1.821587352E-01 
