nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  7.936468371E-09  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  7.937939195E-09  2.297633273E-06  2.220750028E-09 -2.297631909E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  7.942277946E-09  4.464982794E-06  6.676796893E-09 -4.464976882E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  7.947449809E-09  6.507592389E-06  1.348486656E-08 -6.507576018E-06  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  7.951714842E-09  8.431542483E-06  2.255247722E-08 -8.431505194E-06  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  7.955150316E-09  1.024280482E-05  3.353617117E-08 -1.024273843E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  7.957654091E-09  1.194733068E-05  4.623131034E-08 -1.194721972E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  7.959230608E-09  1.355100267E-05  6.042022704E-08 -1.355083623E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  7.959831017E-09  1.505965520E-05  7.592923623E-08 -1.505941691E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  7.959432224E-09  1.647906720E-05  9.260449474E-08 -1.647874160E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  7.957998704E-09  1.781495303E-05  1.103192773E-07 -1.781452556E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  7.955492265E-09  1.907296428E-05  1.289683240E-07 -1.907241676E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  7.951873826E-09  2.025867070E-05  1.484694820E-07 -2.025798494E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  7.947109637E-09  2.137756383E-05  1.687592999E-07 -2.137671800E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  7.941155289E-09  2.243503695E-05  1.897942639E-07 -2.243401468E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  7.933969925E-09  2.343637971E-05  2.115485245E-07 -2.343515916E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  7.925512691E-09  2.438677257E-05  2.340120488E-07 -2.438533011E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  7.915737399E-09  2.529126141E-05  2.571903792E-07 -2.528957702E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  7.904595201E-09  2.615476478E-05  2.811031834E-07 -2.615281483E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  7.892043463E-09  2.698205572E-05  3.057843969E-07 -2.697981290E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  7.878030672E-09  2.777774716E-05  3.312804040E-07 -2.777518785E-05  1.550387591E-01  8.499999642E-01 
