cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  1.366574690E-02  5.000000000E-01  2.490137376E-06  2.488321570E-06 -9.507631660E-08 -8.098419157E-10  4.863291979E-01  1.366584562E-02 
         2  4.099724069E-02  5.000000000E-01  6.948000646E-06  6.914663118E-06 -6.798114214E-07 -9.433066550E-10  4.867652357E-01  4.099771008E-02 
         3  6.832875311E-02  5.000000000E-01  1.087955479E-05  1.076049557E-05 -1.605128205E-06 -1.209316314E-09  4.872010648E-01  6.832929701E-02 
         4  9.566125274E-02  5.000000000E-01  1.428644100E-05  1.398953191E-05 -2.897480954E-06 -1.401773142E-09  4.875009656E-01  9.567127377E-02 
         5  1.229946911E-01  5.000000000E-01  1.716945371E-05  1.659163536E-05 -4.416761385E-06 -1.550063189E-09  4.876915216E-01  1.229960024E-01 
         6  1.503281295E-01  5.000000000E-01  1.956570486E-05  1.859099575E-05 -6.098501217E-06 -1.642426861E-09  4.878820479E-01  1.503385156E-01 
         7  1.776726246E-01  5.000000000E-01  2.149339525E-05  2.000627319E-05 -7.855895092E-06 -1.687026074E-09  4.878932238E-01  1.776643097E-01 
         8  2.050285041E-01  5.000000000E-01  2.299811604E-05  2.088385918E-05 -9.632120054E-06 -1.685626860E-09  4.877256751E-01  2.050256580E-01 
         9  2.323844731E-01  5.000000000E-01  2.413354014E-05  2.128545020E-05 -1.137353775E-05 -1.646515035E-09  4.875599742E-01  2.323714495E-01 
        10  2.596899569E-01  5.000000000E-01  2.495471381E-05  2.127581138E-05 -1.304138095E-05 -1.573619235E-09  4.874218404E-01  2.596862018E-01 
        11  2.869457006E-01  5.000000000E-01  2.550717363E-05  2.091111128E-05 -1.460620933E-05 -1.471620381E-09  4.873108566E-01  2.869291902E-01 
        12  3.142015338E-01  5.000000000E-01  2.583769310E-05  2.024452624E-05 -1.605445505E-05 -1.343753442E-09  4.872030914E-01  3.141886890E-01 
        13  3.412974477E-01  5.000000000E-01  2.599111212E-05  1.933561907E-05 -1.736870036E-05 -1.194758514E-09  4.871657193E-01  3.412835896E-01 
        14  3.682335615E-01  5.000000000E-01  2.600842890E-05  1.823532330E-05 -1.854484799E-05 -1.027803509E-09  4.872575700E-01  3.682160079E-01 
        15  3.951697946E-01  5.000000000E-01  2.592070996E-05  1.696926483E-05 -1.959406291E-05 -8.444832056E-10  4.873464704E-01  3.951639235E-01 
        16  4.221242964E-01  5.000000000E-01  2.575459621E-05  1.556529787E-05 -2.051878801E-05 -6.445592948E-10  4.872755706E-01  4.221155047E-01 
        17  4.490974545E-01  5.000000000E-01  2.554172352E-05  1.405288367E-05 -2.132829286E-05 -4.311009605E-10  4.870808423E-01  4.490744472E-01 
        18  4.760709107E-01  5.000000000E-01  2.530414713E-05  1.245682415E-05 -2.202560790E-05 -2.049691111E-10  4.868910313E-01  4.760483503E-01 
