nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  2.494231133E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  2.495257689E-08  9.869963833E-06  1.627206281E-08 -9.869948371E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  2.498317286E-08  1.925356992E-05  4.855026248E-08 -1.925349898E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  2.501919738E-08  2.818152643E-05  9.731935791E-08 -2.818133362E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  2.504741303E-08  3.668611316E-05  1.616501635E-07 -3.668569843E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  2.506812180E-08  4.479767813E-05  2.388133566E-07 -4.479694326E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  2.508017971E-08  5.254531425E-05  3.272662070E-07 -5.254413190E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  2.508302011E-08  5.995668471E-05  4.254920043E-07 -5.995492029E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  2.507563579E-08  6.705822307E-05  5.324394010E-07 -6.705574924E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  2.505706576E-08  7.387524965E-05  6.473457006E-07 -7.387190271E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  2.502620688E-08  8.043200069E-05  7.698104696E-07 -8.042764239E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  2.498186547E-08  8.675179561E-05  8.997626537E-07 -8.674625133E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  2.492276963E-08  9.285701526E-05  1.037472771E-06 -9.285011038E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  2.484757644E-08  9.876929835E-05  1.183552399E-06 -9.876081458E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  2.475483285E-08  1.045094978E-04  1.338960033E-06 -1.044992096E-04  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  2.464302362E-08  1.100977825E-04  1.505005343E-06 -1.100854352E-04  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  2.451054648E-08  1.155537029E-04  1.683354981E-06 -1.155389837E-04  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  2.435568192E-08  1.208961912E-04  1.876037913E-06 -1.208787289E-04  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  2.417664291E-08  1.261436555E-04  2.085460892E-06 -1.261230209E-04  1.395348907E-01  8.499999642E-01 
