nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -7.839290685E-04 -2.845075380E-05 -1.367144870E-03  1.576428587E-03 -1.608373361E-03 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -9.266718850E-04  7.015275818E-06  1.628604537E-03  1.874481040E-03 -3.344708459E-04 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -7.535705410E-04 -5.258965363E-05 -1.312561980E-03  1.514869765E-03 -7.467782052E-04 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -8.311326109E-04  5.260682935E-05  1.466057389E-03  1.686514448E-03 -5.836730315E-04 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -8.157269468E-04  3.449718114E-05 -1.419029829E-03  1.637653601E-03 -7.039755506E-04 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -8.745109115E-04  7.668995773E-06  1.534957243E-03  1.766802761E-03 -2.178118146E-04 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -8.527637349E-04  5.725586019E-05 -1.530704011E-03  1.754718216E-03 -3.017748181E-05 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -7.237673999E-04 -1.296814049E-05  1.266230766E-03  1.460836704E-03 -7.184866964E-04 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -8.339941039E-04  1.681746686E-05 -1.465863576E-03  1.687886646E-03  1.069763605E-04 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -9.161755609E-04  6.352397150E-05  1.580882361E-03  1.828832821E-03  1.887127023E-04 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
