nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.062504751E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.062839594E-08  3.490341214E-06  5.059993313E-09 -3.490336894E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.063833732E-08  6.793877674E-06  1.521290649E-08 -6.793858574E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.065017052E-08  9.918966498E-06  3.074023880E-08 -9.918913747E-06  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.065993604E-08  1.287465875E-05  5.141829718E-08 -1.287454506E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.066785504E-08  1.566974424E-05  7.647155087E-08 -1.566953506E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.067366373E-08  1.831288682E-05  1.054402787E-07 -1.831254849E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.067738964E-08  2.081257298E-05  1.378286072E-07 -2.081206549E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.067890576E-08  2.317716280E-05  1.732510100E-07 -2.317643884E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.067815081E-08  2.541485082E-05  2.113596054E-07 -2.541386493E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.067502975E-08  2.753370973E-05  2.518733595E-07 -2.753241461E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.066945021E-08  2.954166666E-05  2.945616018E-07 -2.954001138E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.066131095E-08  3.144651419E-05  3.392459860E-07 -3.144444781E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.065051158E-08  3.325590296E-05  3.857953175E-07 -3.325336729E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.063694732E-08  3.497734360E-05  4.341243880E-07 -3.497428406E-05  1.085271314E-01  8.499999642E-01 
