nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -3.469734288E-02  6.857920461E-05 -6.095773521E-02  7.014946536E-02 -4.200750966E-03 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -2.644925204E-02  3.982654382E-04  4.637842312E-02  5.339885523E-02  7.792067791E-03 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.647074180E-02  4.149606512E-05 -4.664783051E-02  5.364157178E-02  3.225701648E-02 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -2.718869330E-02  3.169376421E-04  4.782479993E-02  5.502245316E-02  8.542590611E-02 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.692199486E-02 -4.799233038E-04 -4.755277585E-02  5.465494367E-02  6.658134268E-02 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -2.408685113E-02  1.013687191E-03  4.213611016E-02  4.855505601E-02  3.852457013E-02 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.196181820E-02 -1.967772705E-04 -3.848382365E-02  4.431491370E-02  7.031428788E-02 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -2.607185325E-02  4.291992533E-04  4.600186163E-02  5.290489286E-02 -1.332734008E-02 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.326733575E-02 -8.853808303E-04 -4.137973482E-02  4.748589293E-02  4.942566121E-02 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -2.536172990E-02  1.095975572E-03  4.399136504E-02  5.079794636E-02  8.096916646E-02 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
        11 -3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.308306373E-02 -6.247797982E-04 -4.017712359E-02  4.634692643E-02  2.693545465E-02 -3.121863856E-01  2.165189605E-02 -3.971093755E-01 
        12  3.971093755E-01  2.165189605E-02 -3.121863856E-01 -2.894142809E-02  6.020421472E-04  5.164989846E-02  5.923931853E-02  2.754301514E-02 -3.121863856E-01  2.165189605E-02  3.971093755E-01 
        13 -3.895261675E-01  1.996539108E-03 -3.114648871E-01 -2.535295650E-02  8.400485726E-05 -4.391619996E-02  5.071816575E-02 -8.533845119E-02 -3.114648871E-01  1.996539108E-03 -3.895261675E-01 
        14  3.895261675E-01  1.996539108E-03 -3.114648871E-01 -2.407080792E-02 -2.147106370E-05  4.162002700E-02  4.808565656E-02 -2.751303814E-02 -3.114648871E-01  1.996539108E-03  3.895261675E-01 
        15 -3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -2.721130265E-02 -3.415975164E-04 -4.713180242E-02  5.443179943E-02 -5.342949944E-02 -3.112808391E-01 -5.983957916E-03 -3.896324276E-01 
        16  3.896324276E-01 -5.983957916E-03 -3.112808391E-01 -2.328169294E-02  6.603924621E-04  4.013531442E-02  4.641502745E-02 -4.264875493E-02 -3.112808391E-01 -5.983957916E-03  3.896324276E-01 
        17 -3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -2.693238789E-02 -1.320654394E-03 -4.823522373E-02  5.526778113E-02  8.253251780E-02 -3.111002746E-01 -2.544291496E-02 -3.977364419E-01 
        18  3.977364419E-01 -2.544291496E-02 -3.111002746E-01 -2.849727043E-02  1.240111888E-03  4.944949096E-02  5.709185861E-02  2.873738467E-02 -3.111002746E-01 -2.544291496E-02  3.977364419E-01 
        19 -3.898446467E-01  9.954414546E-03 -3.109132648E-01 -1.938107373E-02  2.235711449E-04 -3.363916326E-02  3.883154487E-02 -1.609731821E-02 -3.109132648E-01  9.954414546E-03 -3.898446467E-01 
        20  3.898446467E-01  9.954414546E-03 -3.109132648E-01 -2.187486837E-02  3.359617002E-04  3.815517406E-02  4.400664633E-02 -6.129160701E-02 -3.109132648E-01  9.954414546E-03  3.898446467E-01 
        21 -3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -2.013372911E-02 -6.832035138E-04 -3.503704266E-02  4.042174803E-02  8.705775847E-02 -3.103632062E-01 -1.389665431E-02 -3.901622232E-01 
        22  3.901622232E-01 -1.389665431E-02 -3.103632062E-01 -2.016458751E-02  9.069481051E-04  3.453472726E-02  4.000879663E-02  8.414876640E-04 -3.103632062E-01 -1.389665431E-02  3.901622232E-01 
        23 -3.984635027E-01  2.916181316E-02 -3.098409683E-01 -2.525262780E-02 -1.024565502E-04 -4.437385128E-02  5.106931147E-02 -1.585622141E-02 -3.098409683E-01  2.916181316E-02 -3.984635027E-01 
        24  3.984635027E-01  2.916181316E-02 -3.098409683E-01 -3.441083653E-02  3.636379512E-04  6.078408510E-02  6.988830117E-02 -7.494573445E-02 -3.098409683E-01  2.916181316E-02  3.984635027E-01 
        25 -3.905842569E-01  1.779950249E-02 -3.096322224E-01 -2.071078241E-02 -2.904956048E-04 -3.571120427E-02  4.129477554E-02  1.019413711E-02 -3.096322224E-01  1.779950249E-02 -3.905842569E-01 
        26  3.905842569E-01  1.779950249E-02 -3.096322224E-01 -2.150341777E-02 -4.177948639E-04  3.706950222E-02  4.288175732E-02 -5.785168183E-02 -3.096322224E-01  1.779950249E-02  3.905842569E-01 
        27 -3.911091483E-01 -2.165189605E-02 -3.087221528E-01 -2.179448219E-02 -1.087312660E-03 -3.836249705E-02  4.414103603E-02  1.119813971E-01 -3.087221528E-01 -2.165189605E-02 -3.911091483E-01 
        28  3.911091489E-01 -2.165189605E-02 -3.087221531E-01 -2.342432957E-02  9.823969412E-04  4.009631919E-02  4.645691825E-02  1.616331637E-02 -3.087221531E-01 -2.165189605E-02  3.911091489E-01 
        29 -3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -2.507944911E-02 -2.468283373E-03 -4.673189314E-02  5.311887420E-02  4.770614293E-02 -3.084120363E-01 -3.279804903E-02 -3.992884970E-01 
        30  3.992884970E-01 -3.279804903E-02 -3.084120363E-01 -3.292889863E-02  1.520346229E-03  5.645660970E-02  6.538605619E-02  4.949847741E-02 -3.084120363E-01 -3.279804903E-02  3.992884970E-01 
        31  3.843311592E-01  7.621264178E-03 -3.080479500E-01 -1.861425506E-02  4.744408592E-04  3.227360697E-02  3.726661336E-02 -1.787292733E-01 -3.080479500E-01  7.621264178E-03  3.843311592E-01 
        32 -3.835021102E-01 -1.996539108E-03 -3.079868960E-01 -2.691871834E-02 -6.668751130E-04 -4.665343002E-02  5.387641933E-02 -3.534732626E-02 -3.079868960E-01 -1.996539108E-03 -3.835021102E-01 
        33  3.858677374E-01  1.411198055E-02 -3.078365258E-01 -1.878860495E-02 -2.476577612E-04  3.228421962E-02  3.737729430E-02 -1.273944429E-01 -3.078365258E-01  1.411198055E-02  3.858677374E-01 
        34 -3.836059938E-01  5.983957916E-03 -3.078014759E-01 -2.005825298E-02 -2.993169052E-04 -3.467438939E-02  4.007150741E-02 -9.319349499E-02 -3.078014759E-01  5.983957916E-03 -3.836059938E-01 
        35 -3.917154174E-01  2.544291496E-02 -3.076240345E-01 -2.370637398E-02 -5.490172392E-04 -4.089773228E-02  4.728837218E-02 -5.301222043E-02 -3.076240345E-01  2.544291496E-02 -3.917154174E-01 
        36  3.917153871E-01  2.544291496E-02 -3.076240170E-01 -2.631315251E-02  7.008381498E-04  4.617323318E-02  5.316346308E-02 -4.997167991E-02 -3.076240170E-01  2.544291496E-02  3.917153871E-01 
        37  3.827084492E-01 -1.072506780E-03 -3.075505113E-01 -2.303491030E-02  4.833203940E-04  3.993413916E-02  4.611583118E-02 -8.974509806E-02 -3.075505113E-01 -1.072506780E-03  3.827084492E-01 
        38 -3.838188019E-01 -9.954414546E-03 -3.074342417E-01 -2.437746856E-02 -7.920900750E-04 -4.232860025E-02  4.886004096E-02 -3.029588819E-02 -3.074342417E-01 -9.954414546E-03 -3.838188019E-01 
        39  3.838189030E-01 -9.954414546E-03 -3.074343000E-01 -1.936723491E-02  7.471267112E-04  3.352942254E-02  3.873691411E-02 -1.621468384E-01 -3.074343000E-01 -9.954414546E-03  3.838189030E-01 
        40 -3.841376463E-01  1.389665431E-02 -3.068849151E-01 -1.696576856E-02 -8.402614996E-05 -2.935063333E-02  3.390943749E-02 -1.588830503E-01 -3.068849151E-01  1.389665431E-02 -3.841376463E-01 
        41 -4.002090862E-01  3.634131527E-02 -3.068175290E-01 -2.872496793E-02 -1.071319436E-03 -4.938093345E-02  5.715563226E-02  7.143884741E-02 -3.068175290E-01  3.634131527E-02 -4.002090862E-01 
        42  4.002090862E-01  3.634131527E-02 -3.068175290E-01 -3.213141501E-02 -1.177786623E-03  5.568561377E-02  6.431065571E-02 -1.640634968E-02 -3.068175290E-01  3.634131527E-02  4.002090862E-01 
        43 -3.924432446E-01 -2.916181316E-02 -3.063651707E-01 -2.389757069E-02 -1.204159156E-03 -4.238039797E-02  4.867778187E-02  1.284561801E-01 -3.063651707E-01 -2.916181316E-02 -3.924432446E-01 
        44  3.924432737E-01 -2.916181316E-02 -3.063651875E-01 -2.629172937E-02  1.128600377E-03  4.475693912E-02  5.193039808E-02  7.991545486E-02 -3.063651875E-01 -2.916181316E-02  3.924432737E-01 
        45 -3.845657714E-01 -1.779910830E-02 -3.061575594E-01 -2.029008694E-02 -8.417838412E-04 -3.547356916E-02  4.088117992E-02  2.940257452E-02 -3.061575594E-01 -1.779910830E-02 -3.845657714E-01 
        46  3.845658194E-01 -1.779910886E-02 -3.061575869E-01 -2.065441361E-02  8.120178526E-04  3.550663099E-02  4.109301536E-02 -1.301601139E-01 -3.061575869E-01 -1.779910886E-02  3.845658194E-01 
        47 -3.850892824E-01  2.163150366E-02 -3.052536781E-01 -2.099304002E-02 -7.381102561E-04 -3.602768988E-02  4.171099549E-02 -1.363708370E-01 -3.052536781E-01  2.163150366E-02 -3.850892824E-01 
        48 -4.012226608E-01 -3.978156811E-02 -3.050619663E-01 -2.583736513E-02 -1.512074384E-03 -4.731541788E-02  5.403581865E-02 -8.171490358E-02 -3.050619663E-01 -3.978156811E-02 -4.012226608E-01 
        49  4.012226608E-01 -3.978156811E-02 -3.050619663E-01 -3.204653120E-02  2.838408499E-03  5.311998561E-02  6.225090513E-02  2.944560336E-03 -3.050619663E-01 -3.978156811E-02  4.012226608E-01 
        50  3.789364200E-01  6.928807213E-03 -3.050112239E-01 -1.930295670E-02  6.174802097E-04  3.383434159E-02  3.897165451E-02 -4.369206265E-02 -3.050112239E-01  6.928807213E-03  3.789364200E-01 
        51  3.844226477E-01  2.128371207E-02 -3.049887060E-01 -2.028327590E-02  1.458850450E-05  3.500725323E-02  4.046918679E-02 -8.063491813E-02 -3.049887060E-01  2.128371207E-02  3.844226477E-01 
        52 -3.932799415E-01  3.279804903E-02 -3.049429952E-01 -2.569838682E-02 -1.134390843E-03 -4.338033245E-02  5.045730987E-02 -3.979480597E-02 -3.049429952E-01  3.279804903E-02 -3.932799415E-01 
        53  3.932799403E-01  3.279804903E-02 -3.049429945E-01 -2.505996066E-02 -3.678683653E-04  4.309929946E-02  4.986688362E-02 -7.466480980E-02 -3.049429945E-01  3.279804903E-02  3.932799403E-01 
        54  3.805803872E-01  1.373839083E-02 -3.048653851E-01 -1.855826187E-02  4.007374392E-04  3.227063330E-02  3.723489869E-02 -1.225457771E-01 -3.048653851E-01  1.373839083E-02  3.805803872E-01 
        55  3.802616447E-01 -1.337210348E-02 -3.047590822E-01 -2.042136761E-02  4.295985190E-04  3.535848663E-02  4.086309594E-02 -1.958061200E-01 -3.047590822E-01 -1.337210348E-02  3.802616447E-01 
