cellnumber     x-coordinate     y-coordinate velocity-magnitude       y-velocity       x-velocity         pressure     y-coordinate     x-coordinate 
         1  8.999999762E-01  1.698556542E-02  1.580282697E-05  2.061479165E-07 -1.580148273E-05  1.088141222E-08  1.698556542E-02  8.996353745E-01 
         2  8.999999762E-01  5.095528066E-02  4.396171789E-05  1.482641892E-06 -4.393671043E-05  1.101307756E-08  5.095706508E-02  8.989001513E-01 
         3  8.999999762E-01  8.492429554E-02  6.875887630E-05  3.398150739E-06 -6.867485354E-05  1.133942362E-08  8.492782712E-02  8.981767893E-01 
         4  8.999999762E-01  1.187466085E-01  9.023188613E-05  6.014823612E-06 -9.003118612E-05  1.147423934E-08  1.187510863E-01  8.976933956E-01 
         5  8.999999762E-01  1.524086595E-01  1.085130425E-04  8.996010365E-06 -1.081395021E-04  1.146383521E-08  1.524382383E-01  8.974257708E-01 
         6  8.999999762E-01  1.860695779E-01  1.237199176E-04  1.224210700E-05 -1.231127389E-04  1.125717297E-08  1.861018538E-01  8.972182274E-01 
         7  8.999999762E-01  2.195502520E-01  1.358448062E-04  1.558032272E-05 -1.349483791E-04  1.087325430E-08  2.195835412E-01  8.971300721E-01 
         8  8.999999762E-01  2.528333366E-01  1.449928532E-04  1.888528823E-05 -1.437577012E-04  1.030238117E-08  2.528799772E-01  8.971787095E-01 
         9  9.000000358E-01  2.861165404E-01  1.512478048E-04  2.209746708E-05 -1.496248733E-04  9.561003544E-09  2.861595154E-01  8.972528577E-01 
        10  8.999999762E-01  3.193207383E-01  1.546476560E-04  2.510378908E-05 -1.525965199E-04  8.673764818E-09  3.193615377E-01  8.973932266E-01 
        11  8.999999762E-01  3.524378836E-01  1.552176982E-04  2.786416917E-05 -1.526961714E-04  7.639379795E-09  3.524691761E-01  8.976061940E-01 
        12  8.999999762E-01  3.855552673E-01  1.530624868E-04  3.027622552E-05 -1.500382496E-04  6.486450488E-09  3.855935633E-01  8.978320956E-01 
        13  8.999999762E-01  4.184303284E-01  1.481357031E-04  3.227080379E-05 -1.445779344E-04  5.302283945E-09  4.184593856E-01  8.983531594E-01 
        14  8.999999762E-01  4.510582685E-01  1.405365037E-04  3.376779932E-05 -1.364193595E-04  4.104046436E-09  4.510851800E-01  8.991414309E-01 
        15  8.999999762E-01  4.836906195E-01  1.302477031E-04  3.476642451E-05 -1.255219540E-04  2.911777042E-09  4.836906493E-01  8.999986649E-01 
        16  8.999999762E-01  5.163681507E-01  1.172427437E-04  3.524237763E-05 -1.118205546E-04  1.766098823E-09  5.163478255E-01  9.007132053E-01 
        17  8.999999762E-01  5.490807891E-01  1.015325906E-04  3.514471973E-05 -9.525605128E-05  7.022287196E-10  5.490573049E-01  9.013331532E-01 
        18  8.999999762E-01  5.817922354E-01  8.324428200E-05  3.444362301E-05 -7.578421355E-05 -2.285278078E-10  5.817454457E-01  9.019257426E-01 
        19  8.999999762E-01  6.147157550E-01  6.260856026E-05  3.312148328E-05 -5.313001748E-05 -1.001816075E-09  6.146594286E-01  9.023182392E-01 
        20  8.999999762E-01  6.478278637E-01  4.131101741E-05  3.117553570E-05 -2.710509580E-05 -1.596535348E-09  6.477650404E-01  9.025495648E-01 
        21  8.999999762E-01  6.809384823E-01  2.872963159E-05  2.862705333E-05  2.425591674E-06 -1.992867205E-09  6.809178591E-01  9.026756883E-01 
        22  8.999999762E-01  7.141196728E-01  4.390114191E-05  2.552241494E-05  3.571997513E-05 -2.172008795E-09  7.140979767E-01  9.028093815E-01 
        23  8.999999762E-01  7.473493814E-01  7.633397763E-05  2.196285459E-05  7.310615183E-05 -2.139842747E-09  7.473223209E-01  9.029020667E-01 
        24  8.999999762E-01  7.805790901E-01  1.162781045E-04  1.808988054E-05  1.148623269E-04 -1.914981285E-09  7.805598974E-01  9.029867053E-01 
        25  8.999999762E-01  8.140387535E-01  1.621436095E-04  1.407571017E-05  1.615314977E-04 -1.517550863E-09  8.140202165E-01  9.028863311E-01 
        26  8.999999762E-01  8.477161527E-01  2.136655967E-04  1.012475695E-05  2.134255774E-04 -9.872922480E-10  8.476982713E-01  9.026229382E-01 
        27  8.999999762E-01  8.813947439E-01  2.703625651E-04  6.531975941E-06  2.702836355E-04 -3.628904677E-10  8.813993931E-01  9.023074508E-01 
        28  8.999999762E-01  9.151998758E-01  3.319851239E-04  3.510398983E-06  3.319665848E-04  2.782259978E-10  9.152035117E-01  9.018023014E-01 
        29  8.999999762E-01  9.491206408E-01  3.979802132E-04  1.402032353E-06  3.979777684E-04  9.468967832E-10  9.491308928E-01  9.010750651E-01 
        30  8.999999762E-01  9.830406904E-01  4.670195922E-04  1.811159507E-07  4.670195631E-04  1.289363838E-09  9.830406904E-01  9.003604650E-01 
