nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.101433523E-01 -4.060418144E-03 -6.869640559E-01  0.000000000E+00 -2.389362390E-03 -6.869640559E-01 -4.060418144E-03 -3.101433523E-01 
         2  3.101433523E-01 -4.060418144E-03 -6.869640559E-01  0.000000000E+00 -5.216902995E-04 -6.869640559E-01 -4.060418144E-03  3.101433523E-01 
         3 -3.101433523E-01  4.060418144E-03 -6.869640559E-01  0.000000000E+00 -1.519688833E-03 -6.869640559E-01  4.060418144E-03 -3.101433523E-01 
         4  3.101433523E-01  4.060418144E-03 -6.869640559E-01  0.000000000E+00 -7.131952444E-04 -6.869640559E-01  4.060418144E-03  3.101433523E-01 
         5 -3.109037372E-01 -1.213364974E-02 -6.865250474E-01  0.000000000E+00 -1.351363343E-03 -6.865250474E-01 -1.213364974E-02 -3.109037372E-01 
         6  3.109037372E-01 -1.213364974E-02 -6.865250474E-01  0.000000000E+00 -1.253816961E-04 -6.865250474E-01 -1.213364974E-02  3.109037372E-01 
         7 -3.109037372E-01  1.213364974E-02 -6.865250474E-01  0.000000000E+00 -4.383797085E-04 -6.865250474E-01  1.213364974E-02 -3.109037372E-01 
         8  3.109037372E-01  1.213364974E-02 -6.865250474E-01  0.000000000E+00 -7.621618972E-04 -6.865250474E-01  1.213364974E-02  3.109037372E-01 
         9 -3.124155921E-01 -2.006462539E-02 -6.856521776E-01  0.000000000E+00 -8.017717096E-05 -6.856521776E-01 -2.006462539E-02 -3.124155921E-01 
        10  3.124155921E-01 -2.006462539E-02 -6.856521776E-01  0.000000000E+00 -2.668603055E-04 -6.856521776E-01 -2.006462539E-02  3.124155921E-01 
        11 -3.124155921E-01  2.006462539E-02 -6.856521776E-01  0.000000000E+00 -1.353578577E-03 -6.856521776E-01  2.006462539E-02 -3.124155921E-01 
        12  3.124155921E-01  2.006462539E-02 -6.856521776E-01  0.000000000E+00 -1.496411038E-03 -6.856521776E-01  2.006462539E-02  3.124155921E-01 
        13 -3.146611921E-01 -2.776036165E-02 -6.843556798E-01  0.000000000E+00 -1.485468361E-03 -6.843556798E-01 -2.776036165E-02 -3.146611921E-01 
        14  3.146611921E-01 -2.776036165E-02 -6.843556798E-01  0.000000000E+00 -2.334202037E-03 -6.843556798E-01 -2.776036165E-02  3.146611921E-01 
        15 -3.146611921E-01  2.776036165E-02 -6.843556798E-01  0.000000000E+00 -3.513213063E-03 -6.843556798E-01  2.776036165E-02 -3.146611921E-01 
        16  3.146611921E-01  2.776036165E-02 -6.843556798E-01  0.000000000E+00 -4.474592546E-04 -6.843556798E-01  2.776036165E-02  3.146611921E-01 
        17 -3.164468138E-01 -4.147481665E-03 -6.833247507E-01  1.022687708E-02  0.000000000E+00 -6.833247507E-01 -4.147481665E-03 -3.164468138E-01 
        18  3.164468138E-01  4.147481665E-03 -6.833247507E-01  1.021889917E-02  0.000000000E+00 -6.833247507E-01  4.147481665E-03  3.164468138E-01 
        19  3.168005932E-01 -1.496448709E-02 -6.831204960E-01  1.004722774E-02  0.000000000E+00 -6.831204960E-01 -1.496448709E-02  3.168005932E-01 
        20 -3.168005932E-01  1.496448709E-02 -6.831204960E-01  9.873887005E-03  0.000000000E+00 -6.831204960E-01  1.496448709E-02 -3.168005932E-01 
        21 -3.176142094E-01 -3.513063305E-02 -6.826507545E-01  0.000000000E+00 -1.348949114E-03 -6.826507545E-01 -3.513063305E-02 -3.176142094E-01 
        22  3.176142094E-01 -3.513063305E-02 -6.826507545E-01  0.000000000E+00 -1.901987698E-03 -6.826507545E-01 -3.513063305E-02  3.176142094E-01 
        23 -3.176142094E-01  3.513063305E-02 -6.826507545E-01  0.000000000E+00 -1.983444748E-03 -6.826507545E-01  3.513063305E-02 -3.176142094E-01 
        24  3.176142094E-01  3.513063305E-02 -6.826507545E-01  0.000000000E+00 -1.654103196E-03 -6.826507545E-01  3.513063305E-02  3.176142094E-01 
        25  3.179440515E-01 -5.867694241E-03 -6.824603200E-01  1.293165934E-02  0.000000000E+00 -6.824603200E-01 -5.867694241E-03  3.179440515E-01 
        26 -3.179440515E-01  5.867694241E-03 -6.824603200E-01  1.289033293E-02  0.000000000E+00 -6.824603200E-01  5.867694241E-03 -3.179440515E-01 
