nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.733628174E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.734712463E-08  6.966537512E-06  1.630596103E-08 -6.966515684E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.737933530E-08  1.358945610E-05  4.902837958E-08 -1.358935970E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.741786981E-08  1.988828262E-05  9.909106069E-08 -1.988801887E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.744985134E-08  2.588354437E-05  1.658248721E-07 -2.588297684E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.747597977E-08  3.159460175E-05  2.467571960E-07 -3.159357948E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.749537759E-08  3.704006303E-05  3.404749123E-07 -3.703840048E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.750799683E-08  4.223766882E-05  4.454613247E-07 -4.223517681E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.751336143E-08  4.720444485E-05  5.605722322E-07 -4.720090510E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.751108059E-08  5.195671474E-05  6.848194971E-07 -5.195190897E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.750068357E-08  5.651018000E-05  8.174470736E-07 -5.650388266E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.748168010E-08  6.087996007E-05  9.578977824E-07 -6.087192014E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.745352840E-08  6.508064689E-05  1.105814704E-06 -6.507061335E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.741566180E-08  6.912632671E-05  1.261030661E-06 -6.911402306E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.736748523E-08  7.303062011E-05  1.423567937E-06 -7.301576261E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.730835741E-08  7.680674753E-05  1.593633669E-06 -7.678901602E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.723761223E-08  8.046748553E-05  1.771612574E-06 -8.044655988E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.715455156E-08  8.402526146E-05  1.958070698E-06 -8.400077058E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.705843289E-08  8.749213885E-05  2.153752348E-06 -8.746367530E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.694847285E-08  9.087983199E-05  2.359576683E-06 -9.084693011E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.682383122E-08  9.419972776E-05  2.576635325E-06 -9.416189278E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  1.668363403E-08  9.746291471E-05  2.806198381E-06 -9.741955728E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  1.652695936E-08  1.006801540E-04  3.049718089E-06 -1.006306120E-04  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  1.635280000E-08  1.038619230E-04  3.308826535E-06 -1.038054470E-04  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  1.616011147E-08  1.070184226E-04  3.585337936E-06 -1.069541322E-04  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  1.594773735E-08  1.101595335E-04  3.881254997E-06 -1.100864538E-04  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  1.571446262E-08  1.132948892E-04  4.198768693E-06 -1.132118632E-04  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  1.545898698E-08  1.164338173E-04  4.540268492E-06 -1.163395282E-04  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  1.517989467E-08  1.195853765E-04  4.908341907E-06 -1.194783108E-04  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  1.487568646E-08  1.227583562E-04  5.305786544E-06 -1.226367458E-04  2.248062044E-01  8.499999642E-01 
        31  8.499999642E-01  2.325581312E-01  1.454473519E-08  1.259612327E-04  5.735610557E-06 -1.258230623E-04  2.325581461E-01  8.499999642E-01 
        32  8.499999642E-01  2.403100729E-01  1.418526985E-08  1.292022207E-04  6.201035831E-06 -1.290451328E-04  2.403100729E-01  8.499999642E-01 
        33  8.499999642E-01  2.480620146E-01  1.379540837E-08  1.324892073E-04  6.705508440E-06 -1.323105389E-04  2.480620146E-01  8.499999642E-01 
        34  8.499999642E-01  2.558139563E-01  1.337315503E-08  1.358297886E-04  7.252702744E-06 -1.356264256E-04  2.558139563E-01  8.499999642E-01 
        35  8.499999642E-01  2.635658979E-01  1.291633200E-08  1.392312261E-04  7.846527296E-06 -1.389996178E-04  2.635658979E-01  8.499999642E-01 
        36  8.499999642E-01  2.713178098E-01  1.242258030E-08  1.427005045E-04  8.491134395E-06 -1.424365619E-04  2.713178396E-01  8.499999642E-01 
        37  8.499999642E-01  2.790697515E-01  1.188940502E-08  1.462442306E-04  9.190917808E-06 -1.459432533E-04  2.790697813E-01  8.499999642E-01 
        38  8.499999642E-01  2.868216932E-01  1.131412120E-08  1.498686324E-04  9.950508684E-06 -1.495252218E-04  2.868216634E-01  8.499999642E-01 
        39  8.499999642E-01  2.945736349E-01  1.069384048E-08  1.535796036E-04  1.077478828E-05 -1.531875751E-04  2.945736051E-01  8.499999642E-01 
        40  8.499999642E-01  3.023255765E-01  1.002549066E-08  1.573825284E-04  1.166888342E-05 -1.569348969E-04  3.023255467E-01  8.499999642E-01 
        41  8.499999642E-01  3.100775182E-01  9.305814785E-09  1.612824999E-04  1.263817103E-05 -1.607712184E-04  3.100775182E-01  8.499999642E-01 
        42  8.499999642E-01  3.178294599E-01  8.531308993E-09  1.652840583E-04  1.368826088E-05 -1.646999881E-04  3.178294599E-01  8.499999642E-01 
        43  8.499999642E-01  3.255813718E-01  7.698258031E-09  1.693912491E-04  1.482499647E-05 -1.687240438E-04  3.255814016E-01  8.499999642E-01 
        44  8.499999642E-01  3.333333135E-01  6.802733488E-09  1.736076083E-04  1.605444595E-05 -1.728455245E-04  3.333333433E-01  8.499999642E-01 
        45  8.499999642E-01  3.410852551E-01  5.840544048E-09  1.779360755E-04  1.738287210E-05 -1.770657836E-04  3.410852849E-01  8.499999642E-01 
        46  8.499999642E-01  3.488371968E-01  4.807257259E-09  1.823789498E-04  1.881673779E-05 -1.813854615E-04  3.488371968E-01  8.499999642E-01 
        47  8.499999642E-01  3.565891385E-01  3.698229722E-09  1.869378902E-04  2.036266415E-05 -1.858043397E-04  3.565891385E-01  8.499999642E-01 
        48  8.499999642E-01  3.643410802E-01  2.508605990E-09  1.916137408E-04  2.202738506E-05 -1.903211669E-04  3.643410802E-01  8.499999642E-01 
        49  8.499999642E-01  3.720930219E-01  1.233292246E-09  1.964066032E-04  2.381775084E-05 -1.949337893E-04  3.720930219E-01  8.499999642E-01 
        50  8.499999642E-01  3.798449337E-01 -1.330306004E-10  2.013157791E-04  2.574065911E-05 -1.996389910E-04  3.798449636E-01  8.499999642E-01 
        51  8.499999642E-01  3.875968754E-01 -1.595907850E-09  2.063395223E-04  2.780302202E-05 -2.044323483E-04  3.875969052E-01  8.499999642E-01 
        52  8.499999642E-01  3.953488171E-01 -3.161094497E-09  2.114751551E-04  3.001168261E-05 -2.093082003E-04  3.953488469E-01  8.499999642E-01 
        53  8.499999642E-01  4.031007588E-01 -4.834423972E-09  2.167189668E-04  3.237339115E-05 -2.142596932E-04  4.031007886E-01  8.499999642E-01 
        54  8.499999642E-01  4.108527005E-01 -6.622002946E-09  2.220660681E-04  3.489470691E-05 -2.192785032E-04  4.108527005E-01  8.499999642E-01 
        55  8.499999642E-01  4.186046422E-01 -8.530033568E-09  2.275102888E-04  3.758189268E-05 -2.243548806E-04  4.186046422E-01  8.499999642E-01 
        56  8.499999642E-01  4.263565838E-01 -1.056471621E-08  2.330443240E-04  4.044089292E-05 -2.294775477E-04  4.263565838E-01  8.499999642E-01 
        57  8.499999642E-01  4.341085255E-01 -1.273235828E-08  2.386593551E-04  4.347720096E-05 -2.346335968E-04  4.341085255E-01  8.499999642E-01 
        58  8.499999642E-01  4.418604672E-01 -1.503926406E-08  2.443453122E-04  4.669576083E-05 -2.398085780E-04  4.418604672E-01  8.499999642E-01 
        59  8.499999642E-01  4.496123791E-01 -1.749165435E-08  2.500904666E-04  5.010083987E-05 -2.449862659E-04  4.496124089E-01  8.499999642E-01 
        60  8.499999642E-01  4.573643208E-01 -2.009563005E-08  2.558816923E-04  5.369595237E-05 -2.501487324E-04  4.573643506E-01  8.499999642E-01 
        61  8.499999642E-01  4.651162624E-01 -2.285707623E-08  2.617042046E-04  5.748369585E-05 -2.552763035E-04  4.651162922E-01  8.499999642E-01 
        62  8.499999642E-01  4.728682041E-01 -2.578159553E-08  2.675416181E-04  6.146565283E-05 -2.603475004E-04  4.728682041E-01  8.499999642E-01 
        63  8.499999642E-01  4.806201458E-01 -2.887445660E-08  2.733759466E-04  6.564227078E-05 -2.653391566E-04  4.806201458E-01  8.499999642E-01 
        64  8.499999642E-01  4.883720875E-01 -3.214037747E-08  2.791874867E-04  7.001272024E-05 -2.702263591E-04  4.883720875E-01  8.499999642E-01 
        65  8.499999642E-01  4.961240292E-01 -3.558347572E-08  2.849550219E-04  7.457477477E-05 -2.749825362E-04  4.961240292E-01  8.499999642E-01 
        66  8.500000238E-01  5.038759708E-01 -3.920741776E-08  2.906555892E-04  7.932469452E-05 -2.795795735E-04  5.038759708E-01  8.500000238E-01 
        67  8.499999642E-01  5.116279125E-01 -4.301502088E-08  2.962647122E-04  8.425704436E-05 -2.839877561E-04  5.116279125E-01  8.499999642E-01 
        68  8.499999642E-01  5.193798542E-01 -4.700802236E-08  3.017563431E-04  8.936472295E-05 -2.881760593E-04  5.193798542E-01  8.499999642E-01 
        69  8.499999642E-01  5.271317959E-01 -5.118718249E-08  3.071031533E-04  9.463872266E-05 -2.921122359E-04  5.271317959E-01  8.499999642E-01 
        70  8.499999642E-01  5.348837376E-01 -5.555225258E-08  3.122765047E-04  1.000681295E-04 -2.957630786E-04  5.348837376E-01  8.499999642E-01 
        71  8.499999642E-01  5.426356196E-01 -6.010157705E-08  3.172463039E-04  1.056400361E-04 -2.990943030E-04  5.426356792E-01  8.499999642E-01 
        72  8.499999642E-01  5.503875613E-01 -6.483238479E-08  3.219817008E-04  1.113394464E-04 -3.020711301E-04  5.503876209E-01  8.499999642E-01 
        73  8.499999642E-01  5.581395030E-01 -6.974008215E-08  3.264507977E-04  1.171493495E-04 -3.046583151E-04  5.581395626E-01  8.499999642E-01 
        74  8.499999642E-01  5.658914447E-01 -7.481895636E-08  3.306211438E-04  1.230506605E-04 -3.068203223E-04  5.658913851E-01  8.499999642E-01 
