nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  6.042197853E-09  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  6.042961687E-09  1.628596124E-06  1.165124441E-09 -1.628595328E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  6.045246081E-09  3.161576615E-06  3.499623480E-09 -3.161573886E-06  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  6.047972345E-09  4.602939953E-06  7.073890806E-09 -4.602932677E-06  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  6.050226098E-09  5.957087069E-06  1.183719434E-08 -5.957070698E-06  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  6.052059298E-09  7.228367394E-06  1.761192969E-08 -7.228337836E-06  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  6.053405333E-09  8.421139682E-06  2.429258927E-08 -8.421091479E-06  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  6.054275747E-09  9.539735402E-06  3.176395325E-08 -9.539660823E-06  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  6.054643453E-09  1.058846647E-05  3.993647368E-08 -1.058836006E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  6.054498680E-09  1.157162387E-05  4.872878279E-08 -1.157147835E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  6.053821444E-09  1.249346224E-05  5.807376624E-08 -1.249326851E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  6.052599755E-09  1.335819979E-05  6.791528762E-08 -1.335794968E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  6.050813184E-09  1.417000203E-05  7.820882075E-08 -1.416968826E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  6.048442636E-09  1.493298078E-05  8.891925773E-08 -1.493259333E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  6.045471679E-09  1.565117418E-05  1.000213317E-07 -1.565070488E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  6.041878997E-09  1.632854583E-05  1.114985011E-07 -1.632798376E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  6.037648159E-09  1.696896470E-05  1.233421187E-07 -1.696830077E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  6.032758293E-09  1.757620885E-05  1.355517441E-07 -1.757543214E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  6.027187638E-09  1.815394353E-05  1.481340348E-07 -1.815303949E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  6.020914434E-09  1.870571032E-05  1.611015250E-07 -1.870467349E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  6.013915144E-09  1.923493983E-05  1.744733140E-07 -1.923375385E-05  1.550387591E-01  8.499999642E-01 
        22  8.499999642E-01  1.627906859E-01  6.006165343E-09  1.974492625E-05  1.882737024E-07 -1.974357292E-05  1.627907008E-01  8.499999642E-01 
        23  8.499999642E-01  1.705426276E-01  5.997641495E-09  2.023881461E-05  2.025328030E-07 -2.023729030E-05  1.705426425E-01  8.499999642E-01 
        24  8.499999642E-01  1.782945693E-01  5.988312957E-09  2.071962808E-05  2.172858728E-07 -2.071791096E-05  1.782945693E-01  8.499999642E-01 
        25  8.499999642E-01  1.860465109E-01  5.978149975E-09  2.119022975E-05  2.325728445E-07 -2.118831071E-05  1.860465109E-01  8.499999642E-01 
        26  8.499999642E-01  1.937984377E-01  5.967116135E-09  2.165335354E-05  2.484372033E-07 -2.165121077E-05  1.937984526E-01  8.499999642E-01 
        27  8.499999642E-01  2.015503794E-01  5.955176796E-09  2.211157152E-05  2.649263706E-07 -2.210919047E-05  2.015503943E-01  8.499999642E-01 
        28  8.499999642E-01  2.093023211E-01  5.942297321E-09  2.256731932E-05  2.820925715E-07 -2.256467997E-05  2.093023211E-01  8.499999642E-01 
        29  8.499999642E-01  2.170542628E-01  5.928433744E-09  2.302287976E-05  2.999920241E-07 -2.301995846E-05  2.170542628E-01  8.499999642E-01 
        30  8.499999642E-01  2.248061895E-01  5.913538992E-09  2.348039925E-05  3.186846413E-07 -2.347718328E-05  2.248062044E-01  8.499999642E-01 
