nodenumber     x-coordinate     y-coordinate         pressure velocity-magnitude       y-velocity       x-velocity     y-coordinate     x-coordinate 
         1  8.499999642E-01  0.000000000E+00  1.529890881E-08  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  8.499999642E-01 
         2  8.500000238E-01  7.751937956E-03  1.530819738E-08  6.118107194E-06  1.393807114E-08 -6.118089004E-06  7.751937956E-03  8.500000238E-01 
         3  8.499999642E-01  1.550387591E-02  1.533576643E-08  1.193422759E-05  4.192536451E-08 -1.193414755E-05  1.550387591E-02  8.499999642E-01 
         4  8.499999642E-01  2.325581387E-02  1.536876582E-08  1.746468843E-05  8.476987290E-08 -1.746446833E-05  2.325581387E-02  8.499999642E-01 
         5  8.499999642E-01  3.100775182E-02  1.539620698E-08  2.272672282E-05  1.419103768E-07 -2.272624988E-05  3.100775182E-02  8.499999642E-01 
         6  8.499999642E-01  3.875968978E-02  1.541870809E-08  2.773664710E-05  2.112402342E-07 -2.773579217E-05  3.875968978E-02  8.499999642E-01 
         7  8.499999642E-01  4.651162773E-02  1.543555150E-08  3.251020098E-05  2.915503217E-07 -3.250881491E-05  4.651162773E-02  8.499999642E-01 
         8  8.499999642E-01  5.426356569E-02  1.544673189E-08  3.706245843E-05  3.815368927E-07 -3.706037387E-05  5.426356569E-02  8.499999642E-01 
         9  8.499999642E-01  6.201550364E-02  1.545188155E-08  4.140793317E-05  4.802037097E-07 -4.140497549E-05  6.201550364E-02  8.499999642E-01 
        10  8.499999642E-01  6.976743788E-02  1.545070916E-08  4.556059866E-05  5.866775723E-07 -4.555658234E-05  6.976744533E-02  8.499999642E-01 
        11  8.499999642E-01  7.751937956E-02  1.544287542E-08  4.953395182E-05  7.002767006E-07 -4.952868039E-05  7.751937956E-02  8.499999642E-01 
        12  8.499999642E-01  8.527131379E-02  1.542801975E-08  5.334103116E-05  8.204785331E-07 -5.333430090E-05  8.527132124E-02  8.499999642E-01 
        13  8.499999642E-01  9.302325547E-02  1.540574601E-08  5.699445683E-05  9.469169981E-07 -5.698606037E-05  9.302325547E-02  8.499999642E-01 
        14  8.499999642E-01  1.007751897E-01  1.537563854E-08  6.050646334E-05  1.079378649E-06 -6.049617514E-05  1.007751971E-01  8.499999642E-01 
        15  8.499999642E-01  1.085271314E-01  1.533725680E-08  6.388892507E-05  1.217799991E-06 -6.387650501E-05  1.085271314E-01  8.499999642E-01 
        16  8.499999642E-01  1.162790656E-01  1.529013538E-08  6.715336349E-05  1.362257763E-06 -6.713856419E-05  1.162790731E-01  8.499999642E-01 
        17  8.499999642E-01  1.240310073E-01  1.523378401E-08  7.031097630E-05  1.512968083E-06 -7.029352855E-05  1.240310073E-01  8.499999642E-01 
        18  8.499999642E-01  1.317829490E-01  1.516769466E-08  7.337266288E-05  1.670282813E-06 -7.335226110E-05  1.317829490E-01  8.499999642E-01 
        19  8.499999642E-01  1.395348758E-01  1.509132019E-08  7.634899521E-05  1.834689101E-06 -7.632534107E-05  1.395348907E-01  8.499999642E-01 
        20  8.499999642E-01  1.472868174E-01  1.500410107E-08  7.925029786E-05  2.006807108E-06 -7.922302029E-05  1.472868025E-01  8.499999642E-01 
        21  8.499999642E-01  1.550387591E-01  1.490542267E-08  8.208658983E-05  2.187385689E-06 -8.205530321E-05  1.550387591E-01  8.499999642E-01 
