x,y,z,p,wss_x,wss_y,wss_z,wss_mag
-0.059270904,0.074613575,-0.049514287,0,-0.00033609609246,0.00022599993187999998,4.4105673256e-05,0.00040740871737115613
-0.078105054,-0.070903548,-0.043786033,0,-0.000102252847018,0.00014022375302,-4.7271032932e-06,0.0001736107460379255
-0.059542305,-0.063048663,-0.11677078,0,0.00093305601566,-0.00060338596366,-0.00042546098526,0.0011898257013023509
-0.075492661,-0.072194523,-0.047133927,0,-0.00021075515434,0.00020711434458,-6.358445281e-05,0.0003022533199996773
-0.052248664,-0.074796563,-0.058710624,0,-0.000151546533762,-3.2020094966e-05,0.00012183928056800001,0.00019706965435154264
-0.052997338,-0.044942409,-0.13776642,0,0.0016227362478,-0.00020018310906799998,-0.00144789946628,0.0021839778093044036
-0.082426204,-0.069999672,-0.044612952,0,-0.00015712805424,0.000180452893462,-4.263088011e-05,0.00024304292651095504
-0.071193995,0.072795972,-0.04604836,0,-0.00036780439284,0.00031413001132000003,2.1864070022e-05,0.00048418568025317653
-0.052248431,0.074796555,-0.058710592,0,-5.7995684654e-06,4.3980201968e-05,6.934227059800001e-05,8.231794246224325e-05
-0.10163458,0.052860282,-0.026571285,0,-4.4111671196e-05,4.4258038986000004e-05,-6.86976766e-06,6.286340158067088e-05
-0.054546494,-0.042783431,-0.1415161,0,0.0017913958131,-0.00036166777806,-0.00100004632548,0.002083265512119163
-0.059547524,0.063051885,-0.11676912,0,0.00122617363836,-0.00058307661786,-0.00068619007298,0.001521294498103623
-0.067818975,0.073759505,-0.049341886,0,-0.00025100710902000004,0.00017304118885399998,1.9381442817199998e-05,0.00030548889037780125
-0.058234604,0.074844799,-0.053747688,0,9.129489549e-05,1.21425300342e-05,-0.00013070280962199999,0.00015989191168175532
-0.069191427,-0.074150327,-0.054057504,0,-0.00021265004200000001,0.00021378740388,-0.000110389295354,0.00032110884595274645
-0.07713465,-0.07269514,-0.051448592,0,1.536291088e-05,9.2582360332e-05,-0.000114944594376,0.00014839060701949528
-0.067642911,0.074886445,-0.07117589,0,-0.00044864484881999996,0.00026217994727999996,9.9710079532e-05,0.0005291149450627358
-0.046209059,-0.074679284,-0.055154625,0,-8.1121193674e-05,6.329427488e-05,-1.47030594466e-05,0.00010393744875053393
-0.067643676,-0.074886436,-0.071175744,0,-0.00030194396251999995,0.00029064390374,-3.6804310684000003e-06,0.00041911523577216174
-0.070500795,0.07390504,-0.088031976,0,-3.3417153606e-05,-0.000128325509052,0.00019855415081,0.0002387632577103566
-0.063629825,0.074069134,-0.047662302,0,-2.3192784242e-05,6.1873140228e-05,-5.3614947752e-05,8.509261627790865e-05
-0.046208254,0.074679235,-0.055154726,0,0.0002690453218,-0.00026428897544,2.3531868452e-05,0.00037787272533808616
-0.070500655,-0.073905031,-0.088032009,0,0.0005122541860599999,-0.00042606252448,3.58014832e-05,0.0006672446118940066
-0.084537027,-0.070570831,-0.04892015,0,-0.000256671712,0.00025222663666000004,-3.3963688306e-05,0.0003614584016248256
-0.074207311,-0.073686751,-0.055074446,0,-0.00022929530844,0.00027455153102,-0.000104436239604,0.000372641664069713
-0.085052802,-0.068276657,-0.04140035,0,-0.000120692949862,0.00014631476139,-5.8554124964e-05,0.00019850285412886034
-0.083448882,-0.067565293,-0.037642595,0,-0.00012925858591,0.000140943206926,-4.047768986e-05,0.00019547688606697328
-0.11190667,0.0055971054,-0.0062524641,0,5.1875633416000004e-05,-1.55101980198e-06,-5.1071197326e-05,7.281314579832806e-05
-0.081857866,-0.071975323,-0.052407897,0,-0.00018477595184599997,0.000199314737746,-2.9130708734e-05,0.0002733443163021635
-0.11298704,-0.025851952,-0.013522044,0,3.3777471326000004e-05,-7.5921350804e-06,-2.176254235e-05,4.089213046288169e-05
-0.061688201,-0.070301598,-0.098350742,0,0.00059810918066,-0.0005884492676,-0.00027157234018000004,0.0008819062696679248
-0.066191333,-0.074693386,-0.058109228,0,-3.2034293434e-05,0.00015066839522599997,-0.000121806614864,0.00019637722042136296
-0.078049416,0.06770162,-0.032655078,0,-5.0717559586000004e-05,0.00013703864427399998,-4.1070663460000004e-05,0.00015178491450687696
-0.061687619,0.070302765,-0.098345738,0,0.0009662235005,-0.00048169811201999996,-9.8469502934e-05,0.0010841204578136946
-0.076461455,0.070281653,-0.039678432,0,-0.00021425038868,0.000190652879896,-2.7304029085999998e-05,0.0002880924498602815
-0.11510839,-0.018686557,-0.012482119,0,3.3693064864e-05,-2.3469054574e-06,-3.0473489026e-05,4.5490263997622916e-05
-0.053601191,-0.074942831,-0.054824378,0,-0.00032302268956,0.00033383697538,2.0818681235999997e-05,0.0004649991414936688
-0.057884262,-0.058864677,-0.12346347,0,0.0011326632262,-0.0007275793093,-0.00045217723427999997,0.001420127419110119
-0.055221114,-0.055995014,-0.12563703,0,0.00168642678792,-0.0007226019819799999,-0.00066946480726,0.0019530417464906536
-0.053600127,0.074942852,-0.054824674,0,-0.00024047031317999998,0.00017043121435,4.2380424992000004e-05,0.0002977731867851863
-0.07918194,0.068665376,-0.036746773,0,-0.00010842106432200001,0.000151063994474,-2.4126105832e-05,0.00018750340422982412
-0.065656582,0.074923527,-0.066961408,0,6.7577451978e-05,-5.2396403052e-05,-7.118591899999999e-05,0.00011126333687473646
-0.11454402,-0.014624626,-0.010617058,0,5.8522319834e-05,-2.0461097694000003e-06,-4.3830592482e-05,7.31448516388172e-05
-0.11009836,-0.033253039,-0.015135291,0,1.19113158664e-05,1.0929154796199998e-06,-1.4872688010199999e-05,1.9085878511703154e-05
-0.10992902,-0.040384052,-0.020721827,0,-1.56847069808e-06,1.1800553774000001e-05,-1.37282206776e-05,1.817077908832435e-05
-0.049626472,-0.074901215,-0.052486798,0,0.00015033709630200002,-0.00011553564021,-4.7203739656e-05,0.00019539170842377838
-0.11298893,0.025848399,-0.013522104,0,3.1796829172e-05,-5.6054965912000005e-06,-2.0969598634e-05,3.8499142903425264e-05
-0.078109497,0.070906509,-0.043804046,0,-0.0003255412025,0.0002876812624,3.1144068748e-05,0.0004355542862599148
