nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.876154221E-02 -3.240181245E-04 -1.097358562E-02  2.174067695E-02  1.526465098E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -1.810188975E-02  4.670951343E-04  1.059174824E-02  2.098317136E-02 -3.112016860E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -2.070627681E-02 -9.756556390E-05 -1.209021691E-02  2.398127312E-02  1.618356408E-02 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -1.729074643E-02  6.476424478E-07  1.010754873E-02  2.003464369E-02  6.008459048E-03 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -1.703066024E-02  7.244972414E-05 -9.959230937E-03  1.973752764E-02  5.694202365E-03 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -1.983876705E-02  3.937087201E-04  1.155282811E-02  2.296945129E-02 -1.264722111E-02 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -2.023995724E-02  6.228172170E-04 -1.197789526E-02  2.353267234E-02  1.191108090E-02 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -1.683896102E-02  3.734809523E-04  9.994468533E-03  1.959459677E-02  5.305237129E-03 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -2.034723290E-02 -9.188986709E-05 -1.190990690E-02  2.358095540E-02  1.173660542E-02 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -2.099680320E-02  6.361199084E-04  1.212593888E-02  2.426161441E-02  1.370965098E-02 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
