nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -2.166157229E-02  5.214013059E-04 -3.806441763E-02  4.381116637E-02 -4.838231344E-03 -3.149288871E-01 -1.996539108E-03 -3.955259915E-01 
         2  3.955259915E-01 -1.996539108E-03 -3.149288871E-01 -1.707342998E-02  2.094825121E-04  2.997991984E-02  3.450625970E-02 -7.646707819E-03 -3.149288871E-01 -1.996539108E-03  3.955259915E-01 
         3 -3.956322516E-01  5.983957916E-03 -3.147448391E-01 -1.685733809E-02  1.122259364E-03 -2.987786561E-02  3.432722565E-02  1.308867133E-02 -3.147448391E-01  5.983957916E-03 -3.956322516E-01 
         4  3.956322516E-01  5.983957916E-03 -3.147448391E-01 -1.659828332E-02  3.207422234E-04  2.927568332E-02  3.366182890E-02  3.156775225E-02 -3.147448391E-01  5.983957916E-03  3.956322516E-01 
         5 -3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -1.628116532E-02 -2.320568285E-04 -2.875288037E-02  3.304672711E-02  6.899842486E-03 -3.143772648E-01 -9.954414546E-03 -3.958444707E-01 
         6  3.958444707E-01 -9.954414546E-03 -3.143772648E-01 -1.578395064E-02  1.571717917E-04  2.777859000E-02  3.195645846E-02  1.350548893E-02 -3.143772648E-01 -9.954414546E-03  3.958444707E-01 
         7 -3.961620472E-01  1.389665431E-02 -3.138272062E-01 -1.351150000E-02  1.028941851E-03 -2.414229703E-02  2.768856763E-02  1.364823816E-02 -3.138272062E-01  1.389665431E-02 -3.961620472E-01 
         8  3.961620472E-01  1.389665431E-02 -3.138272062E-01 -1.598786981E-02  6.906964655E-04  2.837503431E-02  3.259555531E-02 -6.725081296E-03 -3.138272062E-01  1.389665431E-02  3.961620472E-01 
         9 -3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -1.436519548E-02 -1.039086541E-04 -2.535688219E-02  2.914662420E-02  1.216120933E-02 -3.130962224E-01 -1.779950249E-02 -3.965840809E-01 
        10  3.965840809E-01 -1.779950249E-02 -3.130962224E-01 -1.562205101E-02 -8.352293400E-06  2.746421796E-02  3.160142894E-02  2.842803845E-02 -3.130962224E-01 -1.779950249E-02  3.965840809E-01 
