nodenumber     x-coordinate     y-coordinate     z-coordinate velocity-magnitude         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01  0.000000000E+00 -1.946592366E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01  0.000000000E+00 -1.486122799E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01  0.000000000E+00 -8.223305771E-04 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01  0.000000000E+00 -6.411368158E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01  0.000000000E+00 -1.420453615E-03 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01  0.000000000E+00 -4.551119065E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01  0.000000000E+00 -7.834867266E-04 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01  0.000000000E+00 -5.352861668E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01  0.000000000E+00 -3.437369417E-04 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01  0.000000000E+00 -2.256635621E-03 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01  0.000000000E+00 -2.244944142E-04 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01  0.000000000E+00 -5.771493148E-04 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01  0.000000000E+00 -4.630349271E-04 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01  0.000000000E+00 -9.599516298E-05 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01  0.000000000E+00  1.040304107E-03 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01  0.000000000E+00 -2.251638670E-03 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
        17  1.904366663E-01  9.426144955E-03 -4.674016086E-01  1.453084034E-02  0.000000000E+00 -4.674016086E-01  9.426144955E-03  1.904366663E-01 
        18 -1.910562639E-01  8.863670234E-03 -4.670438838E-01  1.692384530E-02  0.000000000E+00 -4.670438838E-01  8.863670234E-03 -1.910562639E-01 
        19 -1.915879637E-01 -3.279804903E-02 -4.667369068E-01  0.000000000E+00 -5.496327095E-04 -4.667369068E-01 -3.279804903E-02 -1.915879637E-01 
        20  1.915879637E-01 -3.279804903E-02 -4.667369068E-01  0.000000000E+00 -3.058181467E-03 -4.667369068E-01 -3.279804903E-02  1.915879637E-01 
        21 -1.919425967E-01  2.779088526E-03 -4.665321593E-01  1.884443726E-02  0.000000000E+00 -4.665321593E-01  2.779088526E-03 -1.919425967E-01 
        22  1.919425967E-01  2.779088526E-03 -4.665321593E-01  1.836343065E-02  0.000000000E+00 -4.665321593E-01  2.779088526E-03  1.919425967E-01 
        23  1.921350013E-01  1.533292682E-02 -4.664210745E-01  1.659578463E-02  0.000000000E+00 -4.664210745E-01  1.533292682E-02  1.921350013E-01 
        24 -1.924921362E-01 -5.148731560E-03 -4.662148825E-01  2.008481621E-02  0.000000000E+00 -4.662148825E-01 -5.148731560E-03 -1.924921362E-01 
