nodenumber     x-coordinate     y-coordinate     z-coordinate     z-wall-shear     y-wall-shear     x-wall-shear       wall-shear         pressure     z-coordinate     y-coordinate     x-coordinate 
         1 -1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -6.310289987E-03 -2.021991423E-04 -3.695025871E-03  7.316940739E-03 -1.779985253E-03 -4.704994123E-01 -1.996539108E-03 -1.850711129E-01 
         2  1.850711129E-01 -1.996539108E-03 -4.704994123E-01 -5.907411541E-03 -4.527533223E-06  3.459381813E-03  6.847659782E-03 -2.072068160E-03 -4.704994123E-01 -1.996539108E-03  1.850711129E-01 
         3 -1.852551609E-01  5.983957916E-03 -4.703931522E-01 -6.729660441E-03 -1.555281584E-04 -3.923677462E-03  7.793543808E-03  4.006856211E-04 -4.703931522E-01  5.983957916E-03 -1.852551609E-01 
         4  1.852551609E-01  5.983957916E-03 -4.703931522E-01 -5.581269309E-03 -9.757103685E-05  3.257406801E-03  6.465050484E-03 -3.002888994E-04 -4.703931522E-01  5.983957916E-03  1.852551609E-01 
         5 -1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -5.882054595E-03 -6.835745811E-05 -3.452983988E-03  6.824563291E-03 -1.654139053E-03 -4.701809331E-01 -9.954414546E-03 -1.856227352E-01 
         6  1.856227352E-01 -9.954414546E-03 -4.701809331E-01 -5.787515824E-03  1.251519376E-04  3.357698724E-03  6.696498193E-03 -6.724296254E-03 -4.701809331E-01 -9.954414546E-03  1.856227352E-01 
         7 -1.861727938E-01  1.389665431E-02 -4.698633566E-01 -6.761239610E-03  2.085236299E-04 -4.006844813E-03  7.864334350E-03  3.364587298E-04 -4.698633566E-01  1.389665431E-02 -1.861727938E-01 
         8  1.861727938E-01  1.389665431E-02 -4.698633566E-01 -5.478911461E-03  2.518365080E-04  3.278635457E-03  6.394898546E-03 -4.371723695E-04 -4.698633566E-01  1.389665431E-02  1.861727938E-01 
         9 -1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -6.462978108E-03 -8.049669480E-06 -3.781608424E-03  7.488937737E-03  1.700450984E-04 -4.694413229E-01 -1.779950249E-02 -1.869037776E-01 
        10  1.869037776E-01 -1.779950249E-02 -4.694413229E-01 -6.703414900E-03  2.239010853E-04  3.852863388E-03  7.737041258E-03 -2.238243941E-03 -4.694413229E-01 -1.779950249E-02  1.869037776E-01 
        11 -1.878136144E-01  2.165189605E-02 -4.689160283E-01 -6.133124000E-03  1.529770936E-04 -3.645399255E-03  7.138721927E-03  3.888505823E-04 -4.689160283E-01  2.165189605E-02 -1.878136144E-01 
        12  1.878136144E-01  2.165189605E-02 -4.689160283E-01 -5.645791656E-03  3.817236174E-04  3.440205543E-03  6.625485557E-03 -4.714353291E-04 -4.689160283E-01  2.165189605E-02  1.878136144E-01 
        13 -1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -5.797442704E-03 -3.090195449E-04 -3.543429752E-03  6.806187369E-03 -8.707992430E-04 -4.682889619E-01 -2.544291496E-02 -1.888997254E-01 
        14  1.888997254E-01 -2.544291496E-02 -4.682889619E-01 -6.524469017E-03 -1.692086145E-04  3.923556346E-03  7.620186279E-03  2.584461115E-04 -4.682889619E-01 -2.544291496E-02  1.888997254E-01 
        15 -1.901590317E-01  2.916181316E-02 -4.675619011E-01 -6.650348684E-03  4.311377627E-05 -3.918166461E-03  7.719965298E-03  2.550227458E-03 -4.675619011E-01  2.916181316E-02 -1.901590317E-01 
        16  1.901590317E-01  2.916181316E-02 -4.675619011E-01 -6.012206071E-03  2.328940245E-04  3.632269866E-03  7.029182992E-03 -2.816331853E-03 -4.675619011E-01  2.916181316E-02  1.901590317E-01 
        17 -1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -6.120883475E-03 -4.224397531E-04 -3.833949222E-03  7.236521474E-03 -1.169582428E-03 -4.667369068E-01 -3.279804903E-02 -1.915879637E-01 
        18  1.915879637E-01 -3.279804903E-02 -4.667369068E-01 -5.936066756E-03 -3.521930803E-04  3.676357216E-03  6.992598795E-03 -4.309438462E-03 -4.667369068E-01 -3.279804903E-02  1.915879637E-01 
        19 -1.931824710E-01  3.634131527E-02 -4.658163176E-01 -7.098326104E-03  1.231613362E-04 -4.243807780E-03  8.272632467E-03  2.033425841E-03 -4.658163176E-01  3.634131527E-02 -1.931824710E-01 
        20  1.931824710E-01  3.634131527E-02 -4.658163176E-01 -5.807193900E-03  1.444743863E-04  3.486817658E-03  6.776216344E-03 -1.118642353E-02 -4.658163176E-01  3.634131527E-02  1.931824710E-01 
        21 -1.949380337E-01 -3.978156811E-02 -4.648027429E-01 -6.481130979E-03 -1.514936351E-04 -3.910242793E-03  7.573545638E-03 -5.378060387E-04 -4.648027429E-01 -3.978156811E-02 -1.949380337E-01 
        22  1.949380337E-01 -3.978156811E-02 -4.648027429E-01 -5.313623208E-03 -1.833561034E-04  3.242698684E-03  6.230000225E-03 -3.863753605E-03 -4.648027429E-01 -3.978156811E-02  1.949380337E-01 
        23 -1.816071129E-01  1.996539108E-03 -4.644995883E-01 -6.454185113E-03 -1.645956332E-04 -3.720807872E-03  7.453111803E-03 -4.900466903E-03 -4.644995883E-01  1.996539108E-03 -1.816071129E-01 
        24  1.816071129E-01  1.996539108E-03 -4.644995883E-01 -5.413808574E-03 -6.052577890E-06  3.123321818E-03  6.252394154E-03 -6.949980107E-03 -4.644995883E-01  1.996539108E-03  1.816071129E-01 
        25 -1.817911609E-01 -5.983957916E-03 -4.643933282E-01 -5.784245001E-03 -7.662644103E-05 -3.348336720E-03  6.686917429E-03 -7.085606763E-03 -4.643933282E-01 -5.983957916E-03 -1.817911609E-01 
        26  1.817911609E-01 -5.983957916E-03 -4.643933282E-01 -5.952476668E-03  6.931420990E-05  3.433241174E-03  6.874159975E-03 -1.001618103E-02 -4.643933282E-01 -5.983957916E-03  1.817911609E-01 
        27 -1.821587352E-01  9.954414546E-03 -4.641811091E-01 -6.069645556E-03  5.076367521E-05 -3.519377607E-03  7.021264411E-03 -5.384415611E-03 -4.641811091E-01  9.954414546E-03 -1.821587352E-01 
        28  1.821587352E-01  9.954414546E-03 -4.641811091E-01 -4.832007210E-03  6.931719336E-05  2.804886750E-03  5.590996021E-03 -6.091831821E-03 -4.641811091E-01  9.954414546E-03  1.821587352E-01 
        29 -1.827087938E-01 -1.389665431E-02 -4.638635326E-01 -5.762782669E-03  5.981957758E-05 -3.310388088E-03  6.647189263E-03 -4.318726913E-03 -4.638635326E-01 -1.389665431E-02 -1.827087938E-01 
        30  1.827087938E-01 -1.389665431E-02 -4.638635326E-01 -6.128295920E-03  2.304461464E-04  3.488362429E-03  7.059676522E-03 -8.953908666E-03 -4.638635326E-01 -1.389665431E-02  1.827087938E-01 
        31 -1.968496756E-01  4.310905577E-02 -4.636990560E-01 -6.885609185E-03  1.853458501E-04 -4.199858323E-03  8.068321331E-03  1.095845994E-03 -4.636990560E-01  4.310905577E-02 -1.968496756E-01 
        32  1.968496756E-01  4.310905577E-02 -4.636990560E-01 -6.005963243E-03 -9.593660174E-05  3.427252266E-03  6.920001149E-03 -7.112982747E-03 -4.636990560E-01  4.310905577E-02  1.968496756E-01 
        33 -1.834397776E-01  1.779950249E-02 -4.634414989E-01 -5.628771283E-03  2.392080333E-04 -3.310807469E-03  6.536180920E-03 -6.589882353E-03 -4.634414989E-01  1.779950249E-02 -1.834397776E-01 
        34  1.834397776E-01  1.779950249E-02 -4.634414989E-01 -4.747446530E-03  3.361408359E-04  2.842078987E-03  5.546219871E-03 -6.581359215E-03 -4.634414989E-01  1.779950249E-02  1.834397776E-01 
        35 -1.843496144E-01 -2.165189605E-02 -4.629162043E-01 -5.619103342E-03 -1.451732582E-04 -3.303018051E-03  6.522618825E-03 -4.835471845E-03 -4.629162043E-01 -2.165189605E-02 -1.843496144E-01 
        36  1.843496144E-01 -2.165189605E-02 -4.629162043E-01 -5.935631804E-03 -1.553924978E-05  3.438874516E-03  6.861982907E-03 -4.284706884E-03 -4.629162043E-01 -2.165189605E-02  1.843496144E-01 
        37 -1.989119778E-01 -4.631434612E-02 -4.625083852E-01 -6.127175827E-03 -1.958653302E-04 -3.787069605E-03  7.210719599E-03 -2.436989085E-03 -4.625083852E-01 -4.631434612E-02 -1.989119778E-01 
        38  1.989119778E-01 -4.631434612E-02 -4.625083852E-01 -6.222740458E-03 -1.615827742E-04  3.798376461E-03  7.294864993E-03  7.484651022E-04 -4.625083852E-01 -4.631434612E-02  1.989119778E-01 
        39 -1.854271147E-01  2.544291496E-02 -4.622742238E-01 -5.649872583E-03  9.921493041E-05 -3.298531325E-03  6.544573843E-03 -5.633250895E-03 -4.622742238E-01  2.544291496E-02 -1.854271147E-01 
        40  1.854271122E-01  2.544291496E-02 -4.622742195E-01 -5.428502670E-03  3.180009460E-04  3.260441241E-03  6.343444131E-03 -6.682724153E-03 -4.622742195E-01  2.544291496E-02  1.854271122E-01 
        41 -1.866737466E-01 -2.916181316E-02 -4.615252102E-01 -5.129021963E-03 -3.439611955E-04 -3.135008269E-03  6.023101686E-03 -8.259321939E-03 -4.615252102E-01 -2.916181316E-02 -1.866737466E-01 
        42  1.866737527E-01 -2.916181316E-02 -4.615252208E-01 -5.757647303E-03 -1.747823215E-04  3.423455781E-03  6.703338764E-03 -5.217132118E-03 -4.615252208E-01 -2.916181316E-02  1.866737527E-01 
        43 -2.011190946E-01  4.938835343E-02 -4.612341058E-01 -7.072216986E-03  2.238383363E-04 -4.393974402E-03  8.330199235E-03  2.049282204E-03 -4.612341058E-01  4.938835343E-02 -2.011190946E-01 
        44  2.011190946E-01  4.938835343E-02 -4.612341058E-01 -6.251305224E-03  8.664616800E-05  3.770270097E-03  7.306563894E-03 -4.034403947E-03 -4.612341058E-01  4.938835343E-02  2.011190946E-01 
        45 -1.881074172E-01  3.279804903E-02 -4.607084234E-01 -6.094153824E-03  1.108823747E-04 -3.576119481E-03  7.067987057E-03 -2.138535958E-03 -4.607084234E-01  3.279804903E-02 -1.881074172E-01 
        46  1.881074125E-01  3.279804903E-02 -4.607084152E-01 -5.848689814E-03  1.363952439E-04  3.446348855E-03  6.791837953E-03 -1.391486783E-02 -4.607084152E-01  3.279804903E-02  1.881074125E-01 
        47 -2.034647697E-01 -5.232236409E-02 -4.598798297E-01 -6.353588114E-03 -2.980278677E-04 -4.065871848E-03  7.554881328E-03 -4.682621187E-03 -4.598798297E-01 -5.232236409E-02 -2.034647697E-01 
        48  2.034647697E-01 -5.232236409E-02 -4.598798297E-01 -7.485048616E-03 -2.483037483E-04  4.698348402E-03  8.846489713E-03  2.756157812E-04 -4.598798297E-01 -5.232236409E-02  2.034647697E-01 
        49 -1.897126140E-01 -3.634131527E-02 -4.598063490E-01 -5.371159010E-03 -2.785243887E-04 -3.280024677E-03  6.302290328E-03 -8.597565409E-03 -4.598063490E-01 -3.634131527E-02 -1.897126140E-01 
        50  1.897126164E-01 -3.634131527E-02 -4.598063532E-01 -5.069779926E-03 -1.653308708E-04  3.031950762E-03  5.912103754E-03 -9.182227478E-03 -4.598063532E-01 -3.634131527E-02  1.897126164E-01 
        51 -1.914422142E-01  3.978156811E-02 -4.587478059E-01 -6.401951632E-03  1.543398340E-04 -3.806258743E-03  7.451140874E-03 -2.664673737E-03 -4.587478059E-01  3.978156811E-02 -1.914422142E-01 
        52  1.914422072E-01  3.978156811E-02 -4.587477938E-01 -5.861384362E-03  1.458692745E-05  3.382569013E-03  6.769855827E-03 -1.580772871E-02 -4.587477938E-01  3.978156811E-02  1.914422072E-01 
        53 -1.781361882E-01 -1.996539108E-03 -4.584877703E-01 -6.181479977E-03  2.304304617E-05 -3.579464345E-03  7.145766062E-03 -6.290023434E-03 -4.584877703E-01 -1.996539108E-03 -1.781361882E-01 
        54  1.781362200E-01 -1.996539108E-03 -4.584878254E-01 -6.060862130E-03  1.030655276E-04  3.498258301E-03  7.000261108E-03 -7.650344511E-03 -4.584878254E-01 -1.996539108E-03  1.781362200E-01 
        55 -2.059423539E-01  5.510806131E-02 -4.584493958E-01 -6.558978575E-03  2.366108122E-04 -4.177112463E-03  7.781403747E-03 -1.352095581E-03 -4.584493958E-01  5.510806131E-02 -2.059423539E-01 
        56  2.059423539E-01  5.510806131E-02 -4.584493958E-01 -5.802856585E-03  3.890219439E-04  3.916188983E-03  7.015903776E-03 -3.235305476E-03 -4.584493958E-01  5.510806131E-02  2.059423539E-01 
